"COMMON.NAME","SCIENTIFIC.NAME","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km"
"Greater Flamingo","Phoenicopterus roseus","","","X",26,0.0384615384615385,0.326923076923077,0.307692307692308,10.2307692307692,2.34017936904203
"Lesser Flamingo","Phoeniconaias minor","","","X",1,1,NA,NA,25,NA
"Little Grebe","Tachybaptus ruficollis","X","X","X",268,0.0895522388059701,0.478544776119403,0.667910447761194,12.0373134328358,0.769578321761344
"Horned Grebe","Podiceps auritus","","","",NA,NA,NA,NA,NA,NA
"Red-necked Grebe","Podiceps grisegena","","","",NA,NA,NA,NA,NA,NA
"Great Crested Grebe","Podiceps cristatus","","","",NA,NA,NA,NA,NA,NA
"Eared Grebe","Podiceps nigricollis","","","",NA,NA,NA,NA,NA,NA
"Rock Pigeon","Columba livia","","","X",323,0.0773993808049536,0.597136222910217,0.789473684210526,11.4551083591331,0.706513432997156
"Hill Pigeon","Columba rupestris","","","",NA,NA,NA,NA,NA,NA
"Snow Pigeon","Columba leuconota","","","",NA,NA,NA,NA,NA,NA
"Yellow-eyed Pigeon","Columba eversmanni","","","",NA,NA,NA,NA,NA,NA
"Common Wood-Pigeon","Columba palumbus","","","",NA,NA,NA,NA,NA,NA
"Speckled Wood-Pigeon","Columba hodgsonii","","","",NA,NA,NA,NA,NA,NA
"Ashy Wood-Pigeon","Columba pulchricollis","","","",NA,NA,NA,NA,NA,NA
"Nilgiri Wood-Pigeon","Columba elphinstonii","","","X",49,0.102040816326531,0.260204081632653,0.448979591836735,17.4897959183673,1.37423918345146
"Pale-capped Pigeon","Columba punicea","","","",NA,NA,NA,NA,NA,NA
"Andaman Wood-Pigeon","Columba palumboides","","","",NA,NA,NA,NA,NA,NA
"European Turtle-Dove","Streptopelia turtur","","","",NA,NA,NA,NA,NA,NA
"Oriental Turtle-Dove","Streptopelia orientalis","","","X",70,0.0714285714285714,0.308928571428571,0.514285714285714,17.2142857142857,1.22923470948981
"Eurasian Collared-Dove","Streptopelia decaocto","","X","X",269,0.0520446096654275,0.474442379182156,0.646840148698885,10.639405204461,0.793837994599057
"Red Collared-Dove","Streptopelia tranquebarica","","X","X",123,0.040650406504065,0.261178861788618,0.333333333333333,12.1869918699187,1.15497238724442
"Spotted Dove","Spilopelia chinensis","X","X","X",236,0.182203389830508,0.717690677966102,0.843220338983051,13.3601694915254,0.794129739288316
"Laughing Dove","Spilopelia senegalensis","X","X","X",287,0.0801393728222996,0.561411149825784,0.735191637630662,10.2299651567944,0.756465117837742
"Barred Cuckoo-Dove","Macropygia unchall","","","",NA,NA,NA,NA,NA,NA
"Andaman Cuckoo-Dove","Macropygia rufipennis","","","",NA,NA,NA,NA,NA,NA
"Namaqua Dove","Oena capensis","","","",NA,NA,NA,NA,NA,NA
"Asian Emerald Dove","Chalcophaps indica","","","X",79,0.113924050632911,0.509493670886076,0.620253164556962,16,1.12497596353564
"Nicobar Pigeon","Caloenas nicobarica","","","",NA,NA,NA,NA,NA,NA
"Orange-breasted Green-Pigeon","Treron bicinctus","","","X",14,NA,0.321428571428571,0.428571428571429,16.2142857142857,3.33952092372544
"Gray-fronted Green-Pigeon","Treron affinis","","","X",90,0.0888888888888889,0.5625,0.744444444444444,16.1,1.11540649784315
"Andaman Green-Pigeon","Treron chloropterus","","","",NA,NA,NA,NA,NA,NA
"Ashy-headed Green-Pigeon","Treron phayrei","","","",NA,NA,NA,NA,NA,NA
"Thick-billed Green-Pigeon","Treron curvirostra","","","",NA,NA,NA,NA,NA,NA
"Yellow-footed Green-Pigeon","Treron phoenicopterus","","X","X",161,0.062111801242236,0.415372670807453,0.552795031055901,15.1055900621118,0.879528357885715
"Pin-tailed Green-Pigeon","Treron apicauda","","","",NA,NA,NA,NA,NA,NA
"Wedge-tailed Green-Pigeon","Treron sphenurus","","","",NA,NA,NA,NA,NA,NA
"Green Imperial-Pigeon","Ducula aenea","","X","X",67,0.0746268656716418,0.391791044776119,0.567164179104478,16.5970149253731,1.18343743993678
"Nicobar Imperial-Pigeon","Ducula nicobarica","","","",NA,NA,NA,NA,NA,NA
"Malabar Imperial-Pigeon","Ducula cuprea","","","X",63,0.0634920634920635,0.420634920634921,0.571428571428571,16.5714285714286,1.17150395021799
"Mountain Imperial-Pigeon","Ducula badia","","","",NA,NA,NA,NA,NA,NA
"Pied Imperial-Pigeon","Ducula bicolor","","","",NA,NA,NA,NA,NA,NA
"Tibetan Sandgrouse","Syrrhaptes tibetanus","","","",NA,NA,NA,NA,NA,NA
"Pallas's Sandgrouse","Syrrhaptes paradoxus","","","",NA,NA,NA,NA,NA,NA
"Pin-tailed Sandgrouse","Pterocles alchata","","","",NA,NA,NA,NA,NA,NA
"Chestnut-bellied Sandgrouse","Pterocles exustus","","","X",61,0.0327868852459016,0.301229508196721,0.442622950819672,10.7377049180328,1.50145658562853
"Spotted Sandgrouse","Pterocles senegallus","","","",NA,NA,NA,NA,NA,NA
"Black-bellied Sandgrouse","Pterocles orientalis","","","",NA,NA,NA,NA,NA,NA
"Painted Sandgrouse","Pterocles indicus","","X","X",14,NA,0.321428571428571,0.5,12.0714285714286,2.37365670513791
"Great Indian Bustard","Ardeotis nigriceps","","","X",1,1,NA,NA,12,NA
"Macqueen's Bustard","Chlamydotis macqueenii","","","",NA,NA,NA,NA,NA,NA
"Bengal Florican","Houbaropsis bengalensis","","","",NA,NA,NA,NA,NA,NA
"Lesser Florican","Sypheotides indicus","","","",NA,NA,NA,NA,NA,NA
"Little Bustard","Tetrax tetrax","","","",NA,NA,NA,NA,NA,NA
"Andaman Coucal","Centropus andamanensis","","","",NA,NA,NA,NA,NA,NA
"Greater Coucal","Centropus sinensis","X","X","X",324,0.111111111111111,0.621527777777778,0.777777777777778,11.4351851851852,0.706139277560648
"Lesser Coucal","Centropus bengalensis","","","X",10,NA,0.242857142857143,0.3,19.2,3.69350083856014
"Sirkeer Malkoha","Taccocua leschenaultii","","","X",83,0.072289156626506,0.299698795180723,0.433734939759036,14.9879518072289,1.3230008963267
"Blue-faced Malkoha","Phaenicophaeus viridirostris","","X","X",212,0.0566037735849057,0.435731132075472,0.584905660377358,13.3679245283019,0.839244130269525
"Green-billed Malkoha","Phaenicophaeus tristis","","","",NA,NA,NA,NA,NA,NA
"Chestnut-winged Cuckoo","Clamator coromandus","","","X",2,NA,0.5,NA,25,0
"Pied Cuckoo","Clamator jacobinus","","X","X",204,0.0490196078431373,0.371936274509804,0.490196078431373,13.3382352941176,0.882301371041981
"Asian Koel","Eudynamys scolopaceus","X","X","X",318,0.0786163522012579,0.599056603773585,0.732704402515723,11.5911949685535,0.707013562428784
"Asian Emerald Cuckoo","Chrysococcyx maculatus","","","",NA,NA,NA,NA,NA,NA
"Violet Cuckoo","Chrysococcyx xanthorhynchus","","","",NA,NA,NA,NA,NA,NA
"Horsfield's Bronze-Cuckoo","Chrysococcyx basalis","","","",NA,NA,NA,NA,NA,NA
"Banded Bay Cuckoo","Cacomantis sonneratii","","","X",72,NA,0.293402777777778,0.486111111111111,16.9444444444444,1.25017012231312
"Plaintive Cuckoo","Cacomantis merulinus","","","",NA,NA,NA,NA,NA,NA
"Gray-bellied Cuckoo","Cacomantis passerinus","","X","X",187,0.0481283422459893,0.358288770053476,0.502673796791444,14.192513368984,0.876328794019053
"Fork-tailed Drongo-Cuckoo","Surniculus dicruroides","","","X",62,0.0161290322580645,0.316532258064516,0.435483870967742,17.6935483870968,1.42857963043555
"Square-tailed Drongo-Cuckoo","Surniculus lugubris","","","",NA,NA,NA,NA,NA,NA
"Large Hawk-Cuckoo","Hierococcyx sparverioides","","","X",1,NA,1,NA,16,NA
"Common Hawk-Cuckoo","Hierococcyx varius","X","X","X",244,0.0737704918032787,0.466700819672131,0.581967213114754,13.1352459016393,0.791968199569744
"Hodgson's Hawk-Cuckoo","Hierococcyx nisicolor","","","",NA,NA,NA,NA,NA,NA
"Lesser Cuckoo","Cuculus poliocephalus","","","X",9,NA,0.222222222222222,0.222222222222222,20.8888888888889,3.29017467358741
"Indian Cuckoo","Cuculus micropterus","","","X",42,0.0714285714285714,0.351190476190476,0.357142857142857,17.8333333333333,1.76716728602647
"Himalayan Cuckoo","Cuculus saturatus","","","",NA,NA,NA,NA,NA,NA
"Common Cuckoo","Cuculus canorus","","","X",67,NA,0.302238805970149,0.477611940298507,16.9850746268657,1.45024961299822
"Sri Lanka Frogmouth","Batrachostomus moniliger","","","",36,NA,0.354166666666667,0.555555555555556,17.3611111111111,1.46746283104337
"Hodgson's Frogmouth","Batrachostomus hodgsoni","","","",NA,NA,NA,NA,NA,NA
"Great Eared-Nightjar","Lyncornis macrotis","","","",NA,NA,NA,NA,NA,NA
"Jungle Nightjar","Caprimulgus indicus","","","",52,0.0961538461538462,0.228365384615385,0.403846153846154,16.6730769230769,1.68044578240817
"Gray Nightjar","Caprimulgus jotaka","","","",NA,NA,NA,NA,NA,NA
"Eurasian Nightjar","Caprimulgus europaeus","","","",NA,NA,NA,NA,NA,NA
"Sykes's Nightjar","Caprimulgus mahrattensis","","","",NA,NA,NA,NA,NA,NA
"Large-tailed Nightjar","Caprimulgus macrurus","","","",NA,NA,NA,NA,NA,NA
"Andaman Nightjar","Caprimulgus andamanicus","","","",NA,NA,NA,NA,NA,NA
"Jerdon's Nightjar","Caprimulgus atripennis","","","",94,0.0425531914893617,0.309840425531915,0.531914893617021,16.3936170212766,1.17137905650399
"Indian Nightjar","Caprimulgus asiaticus","","","",124,0.0403225806451613,0.335685483870968,0.5,14.4354838709677,1.13321730515706
"Savanna Nightjar","Caprimulgus affinis","","","",35,0.0285714285714286,0.207142857142857,0.314285714285714,15.6285714285714,2.16218364568023
"White-rumped Spinetail","Zoonavena sylvatica","","","X",53,0.0377358490566038,0.344339622641509,0.471698113207547,17.2452830188679,1.31247956232775
"White-throated Needletail","Hirundapus caudacutus","","","",NA,NA,NA,NA,NA,NA
"Silver-backed Needletail","Hirundapus cochinchinensis","","","",NA,NA,NA,NA,NA,NA
"Brown-backed Needletail","Hirundapus giganteus","","","X",60,NA,0.39375,0.583333333333333,17.7833333333333,1.27847829450843
"Plume-toed Swiftlet","Collocalia affinis","","","",NA,NA,NA,NA,NA,NA
"Indian Swiftlet","Aerodramus unicolor","","","X",73,0.0273972602739726,0.393835616438356,0.589041095890411,17.5342465753425,1.20970161043148
"Himalayan Swiftlet","Aerodramus brevirostris","","","",NA,NA,NA,NA,NA,NA
"White-nest Swiftlet","Aerodramus fuciphagus","","","",NA,NA,NA,NA,NA,NA
"Alpine Swift","Tachymarptis melba","","X","X",123,0.0894308943089431,0.365853658536585,0.544715447154472,16.8292682926829,0.926546517193298
"Common Swift","Apus apus","","","",NA,NA,NA,NA,NA,NA
"Pacific Swift","Apus pacificus","","","",NA,NA,NA,NA,NA,NA
"Blyth's Swift","Apus leuconyx","","","X",8,0.125,0.34375,0.375,16,3.55280171132586
"Dark-rumped Swift","Apus acuticauda","","","",NA,NA,NA,NA,NA,NA
"Little Swift","Apus affinis","X","X","X",283,0.0954063604240283,0.53047703180212,0.68904593639576,12.3992932862191,0.730307608223478
"House Swift","Apus nipalensis","","","",NA,NA,NA,NA,NA,NA
"Asian Palm Swift","Cypsiurus balasiensis","X","X","X",234,0.0384615384615385,0.530982905982906,0.696581196581197,13.8162393162393,0.75008471445023
"Crested Treeswift","Hemiprocne coronata","","X","X",99,0.131313131313131,0.380050505050505,0.505050505050505,16.6161616161616,0.996013439239552
"Water Rail","Rallus aquaticus","","","",NA,NA,NA,NA,NA,NA
"Brown-cheeked Rail","Rallus indicus","","","",NA,NA,NA,NA,NA,NA
"Corn Crake","Crex crex","","","",NA,NA,NA,NA,NA,NA
"Slaty-breasted Rail","Lewinia striata","","","X",18,NA,0.333333333333333,0.5,17.3333333333333,3.04385204865769
"Spotted Crake","Porzana porzana","","","",NA,NA,NA,NA,NA,NA
"Eurasian Moorhen","Gallinula chloropus","","X","X",181,0.0662983425414365,0.411602209944751,0.607734806629834,14.2209944751381,0.871219707389744
"Eurasian Coot","Fulica atra","","X","X",237,0.0717299578059072,0.484704641350211,0.624472573839662,12.4810126582278,0.811805726480199
"Gray-headed Swamphen","Porphyrio poliocephalus","","X","X",208,0.0576923076923077,0.483173076923077,0.620192307692308,13.3173076923077,0.845548193349882
"White-browed Crake","Poliolimnas cinereus","","","",NA,NA,NA,NA,NA,NA
"Watercock","Gallicrex cinerea","","","X",16,NA,0.21875,0.25,17.875,2.78266508944213
"White-breasted Waterhen","Amaurornis phoenicurus","X","X","X",288,0.0902777777777778,0.530381944444444,0.673611111111111,12.3645833333333,0.720477721977476
"Andaman Crake","Rallina canningi","","","",NA,NA,NA,NA,NA,NA
"Red-legged Crake","Rallina fasciata","","","",NA,NA,NA,NA,NA,NA
"Slaty-legged Crake","Rallina eurizonoides","","","",4,NA,0.4,0.75,16.75,5.79085198107037
"Ruddy-breasted Crake","Zapornia fusca","","","X",75,0.0266666666666667,0.288333333333333,0.426666666666667,17.08,1.41814786151414
"Brown Crake","Zapornia akool","","","X",44,NA,0.227272727272727,0.272727272727273,15.7045454545455,1.81765105889465
"Little Crake","Zapornia parva","","","",NA,NA,NA,NA,NA,NA
"Baillon's Crake","Zapornia pusilla","","","X",31,NA,0.326612903225806,0.32258064516129,18.5483870967742,2.06035949838219
"Black-tailed Crake","Zapornia bicolor","","","",NA,NA,NA,NA,NA,NA
"Masked Finfoot","Heliopais personatus","","","",NA,NA,NA,NA,NA,NA
"Demoiselle Crane","Anthropoides virgo","","","X",12,0.0833333333333333,0.3,0.5,11.8333333333333,2.98258717603128
"Siberian Crane","Leucogeranus leucogeranus","","","",NA,NA,NA,NA,NA,NA
"Sarus Crane","Antigone antigone","","","",NA,NA,NA,NA,NA,NA
"Common Crane","Grus grus","","","",NA,NA,NA,NA,NA,NA
"Black-necked Crane","Grus nigricollis","","","",NA,NA,NA,NA,NA,NA
"Indian Thick-knee","Burhinus indicus","","","X",108,0.0185185185185185,0.263888888888889,0.444444444444444,13.4907407407407,1.26491055883174
"Great Thick-knee","Esacus recurvirostris","","","X",49,0.0408163265306122,0.24234693877551,0.387755102040816,14.7142857142857,1.83697214640469
"Beach Thick-knee","Esacus magnirostris","","","",NA,NA,NA,NA,NA,NA
"Black-winged Stilt","Himantopus himantopus","","X","X",259,0.0656370656370656,0.460907335907336,0.536679536679537,11.8455598455598,0.78099884806831
"Pied Avocet","Recurvirostra avosetta","","","X",3,NA,0.333333333333333,NA,19.6666666666667,6.91423009291546
"Ibisbill","Ibidorhyncha struthersii","","","",NA,NA,NA,NA,NA,NA
"Eurasian Oystercatcher","Haematopus ostralegus","","","X",6,NA,0.375,0.166666666666667,12,7.01230917743934
"Black-bellied Plover","Pluvialis squatarola","","","X",13,NA,0.519230769230769,0.692307692307692,12.2307692307692,3.44632211127668
"European Golden-Plover","Pluvialis apricaria","","","",NA,NA,NA,NA,NA,NA
"American Golden-Plover","Pluvialis dominica","","","",NA,NA,NA,NA,NA,NA
"Pacific Golden-Plover","Pluvialis fulva","","","X",34,0.0588235294117647,0.327205882352941,0.382352941176471,16.6176470588235,2.26625893920627
"Northern Lapwing","Vanellus vanellus","","","",NA,NA,NA,NA,NA,NA
"River Lapwing","Vanellus duvaucelii","","","",NA,NA,NA,NA,NA,NA
"Yellow-wattled Lapwing","Vanellus malabaricus","","X","X",198,0.0404040404040404,0.368055555555556,0.54040404040404,13.4141414141414,0.886306707038098
"Gray-headed Lapwing","Vanellus cinereus","","","X",11,0.0909090909090909,0.238636363636364,0.0909090909090909,18.1818181818182,4.2517930490831
"Red-wattled Lapwing","Vanellus indicus","X","X","X",334,0.104790419161677,0.61564371257485,0.781437125748503,11.2005988023952,0.700371952674437
"Sociable Lapwing","Vanellus gregarius","","","",NA,NA,NA,NA,NA,NA
"White-tailed Lapwing","Vanellus leucurus","","","",NA,NA,NA,NA,NA,NA
"Tibetan Sand-Plover","Anarhynchus atrifrons","","","X",19,NA,0.592105263157895,0.684210526315789,14.2631578947368,3.27985150817325
"Greater Sand-Plover","Anarhynchus leschenaultii","","","",NA,NA,NA,NA,NA,NA
"Caspian Plover","Anarhynchus asiaticus","","","",NA,NA,NA,NA,NA,NA
"Kentish Plover","Anarhynchus alexandrinus","","","X",99,0.0707070707070707,0.316919191919192,0.424242424242424,13.9393939393939,1.26972575363338
"Common Ringed Plover","Charadrius hiaticula","","","",NA,NA,NA,NA,NA,NA
"Long-billed Plover","Charadrius placidus","","","",NA,NA,NA,NA,NA,NA
"Little Ringed Plover","Charadrius dubius","","X","X",222,0.0720720720720721,0.408783783783784,0.454954954954955,13.027027027027,0.828854403172886
"Oriental Plover","Anarhynchus veredus","","","",NA,NA,NA,NA,NA,NA
"Greater Painted-Snipe","Rostratula benghalensis","","X","X",91,0.021978021978022,0.29532967032967,0.395604395604396,15.043956043956,1.35249800786377
"Pheasant-tailed Jacana","Hydrophasianus chirurgus","","X","X",132,0.0984848484848485,0.395833333333333,0.431818181818182,15.280303030303,1.01075904123352
"Bronze-winged Jacana","Metopidius indicus","","X","X",155,0.0709677419354839,0.499193548387097,0.606451612903226,15.3612903225806,0.91900349843679
"Whimbrel","Numenius phaeopus","","","X",13,NA,0.586538461538462,0.692307692307692,12.8461538461538,3.84929328281443
"Eurasian Curlew","Numenius arquata","","","X",16,0.0625,0.4609375,0.5625,13.5625,3.38995372387294
"Bar-tailed Godwit","Limosa lapponica","","","X",8,NA,0.390625,0.375,14.125,4.74982368093806
"Black-tailed Godwit","Limosa limosa","","X","X",89,0.0561797752808989,0.327247191011236,0.280898876404494,13.685393258427,1.31644673097738
"Ruddy Turnstone","Arenaria interpres","","","X",12,NA,0.5,0.666666666666667,12.8333333333333,4.39485052204408
"Great Knot","Calidris tenuirostris","","","X",6,NA,0.354166666666667,0.5,13.5,5.8963107109446
"Red Knot","Calidris canutus","","","",NA,NA,NA,NA,NA,NA
"Ruff","Calidris pugnax","","","X",54,0.0925925925925926,0.212962962962963,0.240740740740741,13.5740740740741,1.7189030179034
"Broad-billed Sandpiper","Calidris falcinellus","","","X",7,NA,0.232142857142857,0.285714285714286,14.2857142857143,5.2158220828552
"Sharp-tailed Sandpiper","Calidris acuminata","","","",NA,NA,NA,NA,NA,NA
"Curlew Sandpiper","Calidris ferruginea","","","X",14,0.0714285714285714,0.410714285714286,0.5,14.6428571428571,3.5918411820295
"Temminck's Stint","Calidris temminckii","","","X",110,0.0181818181818182,0.329545454545455,0.354545454545455,14.4545454545455,1.18939264114221
"Long-toed Stint","Calidris subminuta","","","",NA,NA,NA,NA,NA,NA
"Spoon-billed Sandpiper","Calidris pygmaea","","","",NA,NA,NA,NA,NA,NA
"Red-necked Stint","Calidris ruficollis","","","",NA,NA,NA,NA,NA,NA
"Sanderling","Calidris alba","","","X",10,NA,0.5375,0.7,13.1,3.870138441394
"Dunlin","Calidris alpina","","","X",13,NA,0.384615384615385,0.461538461538462,13.2307692307692,3.92096635031666
"Little Stint","Calidris minuta","","X","X",122,0.0655737704918033,0.329918032786885,0.360655737704918,13.9344262295082,1.13766254034858
