"COMMON.NAME","SCIENTIFIC.NAME","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km"
"Pink-headed Duck","Rhodonessa caryophyllacea","","","",NA,NA,NA,NA,NA,NA
"White-winged Duck","Asarcornis scutulata","","","",NA,NA,NA,NA,NA,NA
"Red-crested Pochard","Netta rufina","","","",82,0.0731707317073171,0.205792682926829,0.268292682926829,9.36585365853658,1.3148353299292
"Common Pochard","Aythya ferina","","","",63,0.0793650793650794,0.188492063492063,0.26984126984127,9.3968253968254,1.46462244853963
"Ferruginous Duck","Aythya nyroca","","","",7,0.142857142857143,0.4,0.428571428571429,13,6.21280398317324
"Baer's Pochard","Aythya baeri","","","",NA,NA,NA,NA,NA,NA
"Tufted Duck","Aythya fuligula","","","",16,0.1875,0.107142857142857,0.1875,11,3.59630180416865
"Greater Scaup","Aythya marila","","","",NA,NA,NA,NA,NA,NA
"Long-tailed Duck","Clangula hyemalis","","","",NA,NA,NA,NA,NA,NA
"Common Goldeneye","Bucephala clangula","","","",NA,NA,NA,NA,NA,NA
"Smew","Mergellus albellus","","","",NA,NA,NA,NA,NA,NA
"Common Merganser","Mergus merganser","","","",1,NA,NA,NA,5,NA
"Red-breasted Merganser","Mergus serrator","","","",NA,NA,NA,NA,NA,NA
"White-headed Duck","Oxyura leucocephala","","","",NA,NA,NA,NA,NA,NA
"Nicobar Megapode","Megapodius nicobariensis","","","",NA,NA,NA,NA,NA,NA
"Hill Partridge","Arborophila torqueola","","","",NA,NA,NA,NA,NA,NA
"Chestnut-breasted Partridge","Arborophila mandellii","","","",NA,NA,NA,NA,NA,NA
"Rufous-throated Partridge","Arborophila rufogularis","","","",NA,NA,NA,NA,NA,NA
"White-cheeked Partridge","Arborophila atrogularis","","","",NA,NA,NA,NA,NA,NA
"Snow Partridge","Lerwa lerwa","","","",NA,NA,NA,NA,NA,NA
"Blood Pheasant","Ithaginis cruentus","","","",NA,NA,NA,NA,NA,NA
"Western Tragopan","Tragopan melanocephalus","","","",NA,NA,NA,NA,NA,NA
"Satyr Tragopan","Tragopan satyra","","","",NA,NA,NA,NA,NA,NA
"Blyth's Tragopan","Tragopan blythii","","","",NA,NA,NA,NA,NA,NA
"Temminck's Tragopan","Tragopan temminckii","","","",NA,NA,NA,NA,NA,NA
"Himalayan Monal","Lophophorus impejanus","","","",NA,NA,NA,NA,NA,NA
"Sclater's Monal","Lophophorus sclateri","","","",NA,NA,NA,NA,NA,NA
"Koklass Pheasant","Pucrasia macrolopha","","","",NA,NA,NA,NA,NA,NA
"Tibetan Partridge","Perdix hodgsoniae","","","",NA,NA,NA,NA,NA,NA
"Hume's Pheasant","Syrmaticus humiae","","","",NA,NA,NA,NA,NA,NA
"Cheer Pheasant","Catreus wallichii","","","",NA,NA,NA,NA,NA,NA
"Kalij Pheasant","Lophura leucomelanos","","","",NA,NA,NA,NA,NA,NA
"Indian Peafowl","Pavo cristatus","","X","X",244,0.0286885245901639,0.324795081967213,0.475409836065574,7.36065573770492,0.673369016239299
"Green Peafowl","Pavo muticus","","","",NA,NA,NA,NA,NA,NA
"Red Spurfowl","Galloperdix spadicea","","","X",38,0.0789473684210526,0.361842105263158,0.657894736842105,12.8421052631579,2.15966737031609
"Painted Spurfowl","Galloperdix lunulata","","","X",66,0.0151515151515152,0.255681818181818,0.5,11.5909090909091,1.58796251136063
"Gray Peacock-Pheasant","Polyplectron bicalcaratum","","","",NA,NA,NA,NA,NA,NA
"Mountain Bamboo-Partridge","Bambusicola fytchii","","","",NA,NA,NA,NA,NA,NA
"Red Junglefowl","Gallus gallus","","","",41,0.121951219512195,0.344512195121951,0.536585365853659,9.95121951219512,1.9872402130808
"Gray Junglefowl","Gallus sonneratii","","X","X",15,NA,0.408333333333333,0.8,13.6666666666667,3.78063369173887
"Gray Francolin","Ortygornis pondicerianus","","X","X",274,0.0072992700729927,0.307481751824818,0.525547445255474,6.98905109489051,0.617430722852562
"Swamp Francolin","Ortygornis gularis","","","",NA,NA,NA,NA,NA,NA
"Chinese Francolin","Francolinus pintadeanus","","","",NA,NA,NA,NA,NA,NA
"Black Francolin","Francolinus francolinus","","","X",2,NA,0.5,NA,7,3.92
"Painted Francolin","Francolinus pictus","","","X",91,0.0549450549450549,0.251373626373626,0.417582417582418,9.79120879120879,1.34993070170594
"Tibetan Snowcock","Tetraogallus tibetanus","","","",NA,NA,NA,NA,NA,NA
"Himalayan Snowcock","Tetraogallus himalayensis","","","",NA,NA,NA,NA,NA,NA
"Blue-breasted Quail","Synoicus chinensis","","","",NA,NA,NA,NA,NA,NA
"Common Quail","Coturnix coturnix","","","",NA,NA,NA,NA,NA,NA
"Japanese Quail","Coturnix japonica","","","",NA,NA,NA,NA,NA,NA
"Rain Quail","Coturnix coromandelica","","","",21,NA,0.26530612244898,0.428571428571429,12.7619047619048,3.04215128559453
"Chukar","Alectoris chukar","","","",NA,NA,NA,NA,NA,NA
"Jungle Bush-Quail","Perdicula asiatica","","","X",99,0.0404040404040404,0.214646464646465,0.434343434343434,9.7979797979798,1.25724091116349
"Rock Bush-Quail","Perdicula argoondah","","","X",57,0.0175438596491228,0.177631578947368,0.368421052631579,9.35087719298246,1.66266007798763
"Painted Bush-Quail","Perdicula erythrorhyncha","","","",NA,NA,NA,NA,NA,NA
"Manipur Bush-Quail","Perdicula manipurensis","","","",NA,NA,NA,NA,NA,NA
"Himalayan Quail","Ophrysia superciliosa","","","",NA,NA,NA,NA,NA,NA
"Greater Flamingo","Phoenicopterus roseus","","","",8,0.25,0.125,0.125,8.5,4.71448830733517
"Lesser Flamingo","Phoeniconaias minor","","","",1,NA,NA,NA,5,NA
"Little Grebe","Tachybaptus ruficollis","","X","X",181,0.0331491712707182,0.281767955801105,0.458563535911602,8.02762430939227,0.831022959223052
"Horned Grebe","Podiceps auritus","","","",NA,NA,NA,NA,NA,NA
"Red-necked Grebe","Podiceps grisegena","","","",NA,NA,NA,NA,NA,NA
"Great Crested Grebe","Podiceps cristatus","","","",3,NA,0.5,0.666666666666667,13,10.3713451393732
"Eared Grebe","Podiceps nigricollis","","","",NA,NA,NA,NA,NA,NA
"Rock Pigeon","Columba livia","","X","X",336,0.0208333333333333,0.345238095238095,0.538690476190476,6.26190476190476,0.534057468600363
"Hill Pigeon","Columba rupestris","","","",NA,NA,NA,NA,NA,NA
"Snow Pigeon","Columba leuconota","","","",NA,NA,NA,NA,NA,NA
"Yellow-eyed Pigeon","Columba eversmanni","","","",NA,NA,NA,NA,NA,NA
"Common Wood-Pigeon","Columba palumbus","","","",NA,NA,NA,NA,NA,NA
"Speckled Wood-Pigeon","Columba hodgsonii","","","",NA,NA,NA,NA,NA,NA
"Ashy Wood-Pigeon","Columba pulchricollis","","","",NA,NA,NA,NA,NA,NA
"Nilgiri Wood-Pigeon","Columba elphinstonii","","","",NA,NA,NA,NA,NA,NA
"Pale-capped Pigeon","Columba punicea","","","",NA,NA,NA,NA,NA,NA
"Andaman Wood-Pigeon","Columba palumboides","","","",NA,NA,NA,NA,NA,NA
"European Turtle-Dove","Streptopelia turtur","","","",NA,NA,NA,NA,NA,NA
"Oriental Turtle-Dove","Streptopelia orientalis","","","",95,0.0315789473684211,0.275,0.494736842105263,10.3052631578947,1.32971644168541
"Eurasian Collared-Dove","Streptopelia decaocto","","X","X",268,0.0373134328358209,0.29384328358209,0.466417910447761,7.04850746268657,0.626644869995939
"Red Collared-Dove","Streptopelia tranquebarica","","X","X",160,0.025,0.25,0.45,8.675,0.876116470101088
"Spotted Dove","Spilopelia chinensis","","X","X",354,0.0169491525423729,0.327683615819209,0.511299435028249,6.14689265536723,0.519249201081366
"Laughing Dove","Spilopelia senegalensis","X","X","X",362,0.0303867403314917,0.338743093922652,0.541436464088398,6.10220994475138,0.510496654844901
"Barred Cuckoo-Dove","Macropygia unchall","","","",NA,NA,NA,NA,NA,NA
"Andaman Cuckoo-Dove","Macropygia rufipennis","","","",NA,NA,NA,NA,NA,NA
"Namaqua Dove","Oena capensis","","","",NA,NA,NA,NA,NA,NA
"Asian Emerald Dove","Chalcophaps indica","","","",20,0.1,0.35,0.7,11.55,3.19373660054868
"Nicobar Pigeon","Caloenas nicobarica","","","",NA,NA,NA,NA,NA,NA
"Orange-breasted Green-Pigeon","Treron bicinctus","","","",7,NA,0.26530612244898,NA,19.7142857142857,2.25163644193877
"Gray-fronted Green-Pigeon","Treron affinis","","","",NA,NA,NA,NA,NA,NA
"Andaman Green-Pigeon","Treron chloropterus","","","",NA,NA,NA,NA,NA,NA
"Ashy-headed Green-Pigeon","Treron phayrei","","","",NA,NA,NA,NA,NA,NA
"Thick-billed Green-Pigeon","Treron curvirostra","","","",NA,NA,NA,NA,NA,NA
"Yellow-footed Green-Pigeon","Treron phoenicopterus","","X","X",205,0.024390243902439,0.289024390243902,0.521951219512195,7.98048780487805,0.7552785102966
"Pin-tailed Green-Pigeon","Treron apicauda","","","",NA,NA,NA,NA,NA,NA
"Wedge-tailed Green-Pigeon","Treron sphenurus","","","",NA,NA,NA,NA,NA,NA
"Green Imperial-Pigeon","Ducula aenea","","","",NA,NA,NA,NA,NA,NA
"Nicobar Imperial-Pigeon","Ducula nicobarica","","","",NA,NA,NA,NA,NA,NA
"Malabar Imperial-Pigeon","Ducula cuprea","","","",NA,NA,NA,NA,NA,NA
"Mountain Imperial-Pigeon","Ducula badia","","","",NA,NA,NA,NA,NA,NA
"Pied Imperial-Pigeon","Ducula bicolor","","","",NA,NA,NA,NA,NA,NA
"Tibetan Sandgrouse","Syrrhaptes tibetanus","","","",NA,NA,NA,NA,NA,NA
"Pallas's Sandgrouse","Syrrhaptes paradoxus","","","",NA,NA,NA,NA,NA,NA
"Pin-tailed Sandgrouse","Pterocles alchata","","","",NA,NA,NA,NA,NA,NA
"Chestnut-bellied Sandgrouse","Pterocles exustus","","","X",34,0.0588235294117647,0.180147058823529,0.205882352941176,8.26470588235294,1.97792630586356
"Spotted Sandgrouse","Pterocles senegallus","","","",NA,NA,NA,NA,NA,NA
"Black-bellied Sandgrouse","Pterocles orientalis","","","",NA,NA,NA,NA,NA,NA
"Painted Sandgrouse","Pterocles indicus","","","X",31,0.032258064516129,0.231182795698925,0.258064516129032,10.4516129032258,2.30272750249476
"Great Indian Bustard","Ardeotis nigriceps","","","X",3,1,NA,NA,8,5.88
"Macqueen's Bustard","Chlamydotis macqueenii","","","",NA,NA,NA,NA,NA,NA
"Bengal Florican","Houbaropsis bengalensis","","","",NA,NA,NA,NA,NA,NA
"Lesser Florican","Sypheotides indicus","","","X",5,NA,0.366666666666667,0.4,3.8,1.568
"Little Bustard","Tetrax tetrax","","","",NA,NA,NA,NA,NA,NA
"Andaman Coucal","Centropus andamanensis","","","",NA,NA,NA,NA,NA,NA
"Greater Coucal","Centropus sinensis","","X","X",319,0.0250783699059561,0.329153605015674,0.54858934169279,6.60815047021944,0.553026357780875
"Lesser Coucal","Centropus bengalensis","","","",NA,NA,NA,NA,NA,NA
"Sirkeer Malkoha","Taccocua leschenaultii","","","X",62,0.0483870967741935,0.237903225806452,0.387096774193548,11.3225806451613,1.70488800836472
"Blue-faced Malkoha","Phaenicophaeus viridirostris","","","",NA,NA,NA,NA,NA,NA
"Green-billed Malkoha","Phaenicophaeus tristis","","","",NA,NA,NA,NA,NA,NA
"Chestnut-winged Cuckoo","Clamator coromandus","","","",NA,NA,NA,NA,NA,NA
"Pied Cuckoo","Clamator jacobinus","","","",98,NA,0.225765306122449,0.418367346938776,9.51020408163265,1.17777354167256
"Asian Koel","Eudynamys scolopaceus","","X","X",253,0.0197628458498024,0.310770750988142,0.490118577075099,7.26482213438735,0.653114577467669
"Asian Emerald Cuckoo","Chrysococcyx maculatus","","","",NA,NA,NA,NA,NA,NA
"Violet Cuckoo","Chrysococcyx xanthorhynchus","","","",NA,NA,NA,NA,NA,NA
"Horsfield's Bronze-Cuckoo","Chrysococcyx basalis","","","",NA,NA,NA,NA,NA,NA
"Banded Bay Cuckoo","Cacomantis sonneratii","","","",19,0.0526315789473684,0.223684210526316,0.526315789473684,15.3684210526316,2.89557593367684
"Plaintive Cuckoo","Cacomantis merulinus","","","",1,NA,1,NA,23,NA
"Gray-bellied Cuckoo","Cacomantis passerinus","","","X",52,0.0192307692307692,0.25,0.519230769230769,12.0961538461538,1.76580536329514
"Fork-tailed Drongo-Cuckoo","Surniculus dicruroides","","","X",17,NA,0.225490196078431,0.647058823529412,14.1176470588235,3.43979570086187
"Square-tailed Drongo-Cuckoo","Surniculus lugubris","","","",NA,NA,NA,NA,NA,NA
"Large Hawk-Cuckoo","Hierococcyx sparverioides","","","",NA,NA,NA,NA,NA,NA
"Common Hawk-Cuckoo","Hierococcyx varius","","X","X",197,0.0355329949238579,0.276015228426396,0.477157360406091,8.10659898477157,0.783418656375179
"Hodgson's Hawk-Cuckoo","Hierococcyx nisicolor","","","",NA,NA,NA,NA,NA,NA
"Lesser Cuckoo","Cuculus poliocephalus","","","",NA,NA,NA,NA,NA,NA
"Indian Cuckoo","Cuculus micropterus","","","",60,0.0333333333333333,0.245833333333333,0.516666666666667,11.7333333333333,1.62045954747702
"Himalayan Cuckoo","Cuculus saturatus","","","",NA,NA,NA,NA,NA,NA
"Common Cuckoo","Cuculus canorus","","","",47,NA,0.218844984802432,0.468085106382979,12.1702127659574,1.83287333065058
"Sri Lanka Frogmouth","Batrachostomus moniliger","","","",NA,NA,NA,NA,NA,NA
"Hodgson's Frogmouth","Batrachostomus hodgsoni","","","",NA,NA,NA,NA,NA,NA
"Great Eared-Nightjar","Lyncornis macrotis","","","",NA,NA,NA,NA,NA,NA
"Jungle Nightjar","Caprimulgus indicus","","","",80,0.0125,0.253125,0.6125,10.9375,1.44027622943955
"Gray Nightjar","Caprimulgus jotaka","","","",NA,NA,NA,NA,NA,NA
"Eurasian Nightjar","Caprimulgus europaeus","","","",NA,NA,NA,NA,NA,NA
"Sykes's Nightjar","Caprimulgus mahrattensis","","","",NA,NA,NA,NA,NA,NA
"Large-tailed Nightjar","Caprimulgus macrurus","","","",1,NA,1,NA,24,NA
"Andaman Nightjar","Caprimulgus andamanicus","","","",NA,NA,NA,NA,NA,NA
"Jerdon's Nightjar","Caprimulgus atripennis","","","",NA,NA,NA,NA,NA,NA
"Indian Nightjar","Caprimulgus asiaticus","","","",102,0.00980392156862745,0.25,0.490196078431373,10.3235294117647,1.22013577980477
"Savanna Nightjar","Caprimulgus affinis","","","",92,0.0108695652173913,0.25,0.554347826086957,10.5652173913043,1.28108272696289
"White-rumped Needletail","Zoonavena sylvatica","","","X",7,NA,0.428571428571429,NA,17.8571428571429,5.0322162115712
"White-throated Needletail","Hirundapus caudacutus","","","",NA,NA,NA,NA,NA,NA
"Silver-backed Needletail","Hirundapus cochinchinensis","","","",NA,NA,NA,NA,NA,NA
"Brown-backed Needletail","Hirundapus giganteus","","","",NA,NA,NA,NA,NA,NA
"Plume-toed Swiftlet","Collocalia affinis","","","",NA,NA,NA,NA,NA,NA
"Indian Swiftlet","Aerodramus unicolor","","","",NA,NA,NA,NA,NA,NA
"Himalayan Swiftlet","Aerodramus brevirostris","","","",NA,NA,NA,NA,NA,NA
"White-nest Swiftlet","Aerodramus fuciphagus","","","",NA,NA,NA,NA,NA,NA
"Alpine Swift","Apus melba","","","",13,NA,0.274725274725275,0.230769230769231,17.8461538461538,3.2905478162407
"Common Swift","Apus apus","","","",NA,NA,NA,NA,NA,NA
"Pacific Swift","Apus pacificus","","","",NA,NA,NA,NA,NA,NA
"Blyth's Swift","Apus leuconyx","","","",NA,NA,NA,NA,NA,NA
"Dark-rumped Swift","Apus acuticauda","","","",NA,NA,NA,NA,NA,NA
"Little Swift","Apus affinis","","X","X",243,0.0288065843621399,0.281378600823045,0.502057613168724,7.31275720164609,0.677977496793076
"House Swift","Apus nipalensis","","","",NA,NA,NA,NA,NA,NA
"Asian Palm Swift","Cypsiurus balasiensis","","","",61,NA,0.25,0.442622950819672,9.80327868852459,1.59166518509799
"Crested Treeswift","Hemiprocne coronata","","X","X",110,0.0454545454545455,0.269318181818182,0.590909090909091,10.0545454545455,1.17590092336708
"Water Rail","Rallus aquaticus","","","",NA,NA,NA,NA,NA,NA
"Brown-cheeked Rail","Rallus indicus","","","",NA,NA,NA,NA,NA,NA
"Corn Crake","Crex crex","","","",NA,NA,NA,NA,NA,NA
"Slaty-breasted Rail","Lewinia striata","","","",1,NA,1,NA,15,NA
"Spotted Crake","Porzana porzana","","","",NA,NA,NA,NA,NA,NA
"Eurasian Moorhen","Gallinula chloropus","","X","X",129,0.0310077519379845,0.294573643410853,0.37984496124031,9.2015503875969,1.01277843408175
"Eurasian Coot","Fulica atra","","X","X",121,0.0413223140495868,0.240702479338843,0.31404958677686,8.78512396694215,1.04435589960629
"Gray-headed Swamphen","Porphyrio poliocephalus","","X","X",91,0.021978021978022,0.245879120879121,0.373626373626374,9.16483516483516,1.27294150130563
"White-browed Crake","Poliolimnas cinereus","","","",NA,NA,NA,NA,NA,NA
"Watercock","Gallicrex cinerea","","","",NA,NA,NA,NA,NA,NA
"White-breasted Waterhen","Amaurornis phoenicurus","","X","X",228,0.0175438596491228,0.295504385964912,0.495614035087719,7.37280701754386,0.704954536819314
"Andaman Crake","Rallina canningi","","","",NA,NA,NA,NA,NA,NA
"Red-legged Crake","Rallina fasciata","","","",NA,NA,NA,NA,NA,NA
"Slaty-legged Crake","Rallina eurizonoides","","","",NA,NA,NA,NA,NA,NA
"Ruddy-breasted Crake","Zapornia fusca","","","",3,NA,0.333333333333333,NA,14.3333333333333,10.2053929098514
"Brown Crake","Zapornia akool","","","",47,0.0212765957446809,0.178191489361702,0.404255319148936,11.8297872340426,2.01305867270509
"Little Crake","Zapornia parva","","","",NA,NA,NA,NA,NA,NA
"Baillon's Crake","Zapornia pusilla","","","",NA,NA,NA,NA,NA,NA
"Black-tailed Crake","Zapornia bicolor","","","",NA,NA,NA,NA,NA,NA
"Masked Finfoot","Heliopais personatus","","","",NA,NA,NA,NA,NA,NA
"Demoiselle Crane","Anthropoides virgo","","","X",NA,NA,NA,NA,NA,NA
"Siberian Crane","Leucogeranus leucogeranus","","","",NA,NA,NA,NA,NA,NA
"Sarus Crane","Antigone antigone","","X","X",84,0.0357142857142857,0.251488095238095,0.19047619047619,8.65476190476191,1.27687678495715
"Common Crane","Grus grus","","","",6,0.333333333333333,0.333333333333333,NA,11.5,7.25905962688465
"Black-necked Crane","Grus nigricollis","","","",NA,NA,NA,NA,NA,NA
"Indian Thick-knee","Burhinus indicus","","","X",94,0.0319148936170213,0.235372340425532,0.436170212765957,9.92553191489362,1.3570082570591
"Great Thick-knee","Esacus recurvirostris","","","X",66,NA,0.257575757575758,0.363636363636364,8.87878787878788,1.61121613656359
"Beach Thick-knee","Esacus magnirostris","","","",NA,NA,NA,NA,NA,NA
"Black-winged Stilt","Himantopus himantopus","","X","X",238,0.0252100840336134,0.292016806722689,0.474789915966387,7.05882352941176,0.678284307111054
"Pied Avocet","Recurvirostra avosetta","","","",2,NA,0.5,NA,6.5,4.9
"Ibisbill","Ibidorhyncha struthersii","","","",NA,NA,NA,NA,NA,NA
"Eurasian Oystercatcher","Haematopus ostralegus","","","",NA,NA,NA,NA,NA,NA
"Black-bellied Plover","Pluvialis squatarola","","","",NA,NA,NA,NA,NA,NA
"European Golden-Plover","Pluvialis apricaria","","","",NA,NA,NA,NA,NA,NA
"American Golden-Plover","Pluvialis dominica","","","",NA,NA,NA,NA,NA,NA
"Pacific Golden-Plover","Pluvialis fulva","","","",1,1,NA,NA,5,NA
"Northern Lapwing","Vanellus vanellus","","","",NA,NA,NA,NA,NA,NA
"River Lapwing","Vanellus duvaucelii","","X","X",122,0.00819672131147541,0.289959016393443,0.508196721311475,8.63114754098361,1.10787015155535
"Yellow-wattled Lapwing","Vanellus malabaricus","","X","X",140,0.0428571428571429,0.2625,0.442857142857143,8.79285714285714,0.978386441431492
"Gray-headed Lapwing","Vanellus cinereus","","","",NA,NA,NA,NA,NA,NA
"Red-wattled Lapwing","Vanellus indicus","X","X","X",382,0.0340314136125654,0.357984293193717,0.56282722513089,5.88219895287958,0.491434118335854
"Sociable Lapwing","Vanellus gregarius","","","",NA,NA,NA,NA,NA,NA
"White-tailed Lapwing","Vanellus leucurus","","","",2,0.5,NA,NA,3.5,2.94
"Lesser Sand-Plover","Charadrius mongolus","","","",NA,NA,NA,NA,NA,NA
"Greater Sand-Plover","Charadrius leschenaultii","","","",NA,NA,NA,NA,NA,NA
"Caspian Plover","Charadrius asiaticus","","","",NA,NA,NA,NA,NA,NA
"Kentish Plover","Charadrius alexandrinus","","","X",46,0.0434782608695652,0.255434782608696,0.282608695652174,10.0434782608696,1.84081838918047
"Common Ringed Plover","Charadrius hiaticula","","","",NA,NA,NA,NA,NA,NA
"Long-billed Plover","Charadrius placidus","","","",NA,NA,NA,NA,NA,NA
"Little Ringed Plover","Charadrius dubius","","X","X",180,0.0277777777777778,0.273611111111111,0.438888888888889,7.91111111111111,0.829474334730965
"Oriental Plover","Charadrius veredus","","","",NA,NA,NA,NA,NA,NA
"Greater Painted-Snipe","Rostratula benghalensis","","","",62,0.0483870967741935,0.252016129032258,0.5,11.3225806451613,1.56705015498103
"Pheasant-tailed Jacana","Hydrophasianus chirurgus","","","",89,0.0224719101123595,0.269662921348315,0.426966292134831,10.247191011236,1.24902649539187
"Bronze-winged Jacana","Metopidius indicus","","X","X",108,0.0185185185185185,0.314814814814815,0.5,9.46296296296296,1.15210988574271
"Whimbrel","Numenius phaeopus","","","",NA,NA,NA,NA,NA,NA
"Eurasian Curlew","Numenius arquata","","","",5,NA,0.333333333333333,0.2,13.8,5.38197584535642
"Bar-tailed Godwit","Limosa lapponica","","","",NA,NA,NA,NA,NA,NA
"Black-tailed Godwit","Limosa limosa","","","",39,0.0769230769230769,0.201923076923077,0.205128205128205,10.4615384615385,2.12601779535064
"Ruddy Turnstone","Arenaria interpres","","","",NA,NA,NA,NA,NA,NA
"Great Knot","Calidris tenuirostris","","","",NA,NA,NA,NA,NA,NA
"Red Knot","Calidris canutus","","","",NA,NA,NA,NA,NA,NA
"Ruff","Calidris pugnax","","","",36,0.0555555555555556,0.194444444444444,0.277777777777778,9.13888888888889,2.14586901444624
"Broad-billed Sandpiper","Calidris falcinellus","","","",NA,NA,NA,NA,NA,NA
"Sharp-tailed Sandpiper","Calidris acuminata","","","",NA,NA,NA,NA,NA,NA
"Curlew Sandpiper","Calidris ferruginea","","","",1,NA,NA,NA,23,NA
"Temminck's Stint","Calidris temminckii","","","",71,0.0563380281690141,0.23943661971831,0.352112676056338,9.12676056338028,1.44620703728187
"Long-toed Stint","Calidris subminuta","","","",NA,NA,NA,NA,NA,NA
"Spoon-billed Sandpiper","Calidris pygmaea","","","",NA,NA,NA,NA,NA,NA
"Red-necked Stint","Calidris ruficollis","","","",NA,NA,NA,NA,NA,NA
"Sanderling","Calidris alba","","","",NA,NA,NA,NA,NA,NA
"Dunlin","Calidris alpina","","","",4,0.25,0.375,NA,6,1.96
"Little Stint","Calidris minuta","","","",73,0.0410958904109589,0.212328767123288,0.287671232876712,8.9041095890411,1.41627132489214
"Buff-breasted Sandpiper","Calidris subruficollis","","","",NA,NA,NA,NA,NA,NA
"Pectoral Sandpiper","Calidris melanotos","","","",NA,NA,NA,NA,NA,NA
"Asian Dowitcher","Limnodromus semipalmatus","","","",NA,NA,NA,NA,NA,NA
"Long-billed Dowitcher","Limnodromus scolopaceus","","","",NA,NA,NA,NA,NA,NA
"Jack Snipe","Lymnocryptes minimus","","","",NA,NA,NA,NA,NA,NA
"Eurasian Woodcock","Scolopax rusticola","","","",NA,NA,NA,NA,NA,NA
"Solitary Snipe","Gallinago solitaria","","","",NA,NA,NA,NA,NA,NA
"Wood Snipe","Gallinago nemoricola","","","",NA,NA,NA,NA,NA,NA
"Great Snipe","Gallinago media","","","",NA,NA,NA,NA,NA,NA
"Common Snipe","Gallinago gallinago","","","",64,0.03125,0.248046875,0.296875,11.203125,1.64274437183043
"Pin-tailed Snipe","Gallinago stenura","","","",NA,NA,NA,NA,NA,NA
"Swinhoe's Snipe","Gallinago megala","","","",NA,NA,NA,NA,NA,NA
"Terek Sandpiper","Xenus cinereus","","","",NA,NA,NA,NA,NA,NA
"Red-necked Phalarope","Phalaropus lobatus","","","",NA,NA,NA,NA,NA,NA
"Red Phalarope","Phalaropus fulicarius","","","",NA,NA,NA,NA,NA,NA
