"eBird.English.Name.2025","SoIB.Major.Update.Long.Term.Status","SoIB.Major.Update.Current.Status","SoIB.Major.Update.Range.Status","SoIB.Major.Update.Priority.Status"
"Black-headed Shrike-Babbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"Black-hooded Oriole","Stable","Trend Inconclusive",NA,"Low"
"Black-legged Kittiwake",NA,NA,NA,NA
"Black-naped Monarch","Trend Inconclusive","Stable",NA,"Low"
"Black-naped Oriole","Stable","Stable",NA,"Low"
"Black-naped Tern",NA,NA,NA,NA
"Black-necked Crane",NA,NA,NA,NA
"Black-necked Stork",NA,NA,NA,NA
"Black-rumped Flameback",NA,NA,NA,NA
"Black-rumped Magpie",NA,NA,NA,NA
"Black-tailed Crake",NA,NA,NA,NA
"Black-tailed Godwit",NA,NA,NA,NA
"Black-throated Accentor",NA,NA,NA,NA
"Black-throated Munia","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Black-throated Parrotbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"Black-throated Prinia",NA,NA,NA,NA
"Black-throated Sunbird","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Black-throated Thrush",NA,NA,NA,NA
"Black-throated Tit","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Black-winged Cuckooshrike","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Black-winged Kite",NA,NA,NA,NA
"Black-winged Snowfinch",NA,NA,NA,NA
"Black-winged Stilt",NA,NA,NA,NA
"Blanford's Rosefinch",NA,NA,NA,NA
"Blanford's Snowfinch",NA,NA,NA,NA
"Blood Pheasant","Insufficient Data","Insufficient Data",NA,"High"
"Blossom-headed Parakeet","Insufficient Data","Insufficient Data",NA,"Moderate"
"Blue Pitta",NA,NA,NA,NA
"Blue Rock-Thrush",NA,NA,NA,NA
"Blue Whistling-Thrush",NA,NA,NA,NA
"Blue-and-white Flycatcher",NA,NA,NA,NA
"Blue-bearded Bee-eater","Stable","Stable",NA,"Low"
"Blue-billed White-Tern",NA,NA,NA,NA
"Blue-breasted Quail",NA,NA,NA,NA
"Blue-capped Redstart","Insufficient Data","Trend Inconclusive",NA,"Low"
"Blue-capped Rock-Thrush","Decline","Decline",NA,"High"
"Blue-cheeked Bee-eater",NA,NA,NA,NA
"Blue-eared Barbet","Insufficient Data","Trend Inconclusive",NA,"Low"
"Blue-eared Kingfisher","Insufficient Data","Trend Inconclusive",NA,"Low"
"Blue-faced Malkoha","Trend Inconclusive","Stable",NA,"Low"
"Blue-fronted Redstart",NA,NA,NA,NA
"Blue-fronted Robin","Insufficient Data","Insufficient Data",NA,"Moderate"
"Blue-naped Pitta","Insufficient Data","Insufficient Data",NA,"Moderate"
"Blue-tailed Bee-eater",NA,NA,NA,NA
"Blue-throated Barbet","Trend Inconclusive","Stable",NA,"Low"
"Blue-throated Bee-eater",NA,NA,NA,NA
"Blue-throated Flycatcher","Stable","Stable",NA,"Low"
"Blue-winged Laughingthrush","Insufficient Data","Insufficient Data",NA,"Moderate"
"Blue-winged Leafbird","Insufficient Data","Insufficient Data",NA,"Moderate"
"Blue-winged Minla","Insufficient Data","Trend Inconclusive",NA,"Low"
"Blue-winged Pitta",NA,NA,NA,NA
"Bluethroat",NA,NA,NA,NA
"Blunt-winged Warbler",NA,NA,NA,NA
"Blyth's Kingfisher","Insufficient Data","Insufficient Data",NA,"Moderate"
"Blyth's Leaf Warbler","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Blyth's Paradise-Flycatcher",NA,NA,NA,NA
"Blyth's Pipit",NA,NA,NA,NA
"Blyth's Reed Warbler",NA,NA,NA,NA
"Blyth's Rosefinch",NA,NA,NA,NA
"Blyth's Swift","Insufficient Data","Insufficient Data",NA,"Moderate"
"Blyth's Tragopan","Insufficient Data","Insufficient Data",NA,"High"
"Bohemian Waxwing",NA,NA,NA,NA
"Bonelli's Eagle",NA,NA,NA,NA
"Booted Eagle",NA,NA,NA,NA
"Booted Warbler",NA,NA,NA,NA
"Boreal Owl",NA,NA,NA,NA
"Brahminy Kite",NA,NA,NA,NA
"Brahminy Starling",NA,NA,NA,NA
"Brambling",NA,NA,NA,NA
"Bridled Tern",NA,NA,NA,NA
"Bristled Grassbird",NA,NA,NA,NA
"Broad-billed Sandpiper",NA,NA,NA,NA
"Broad-billed Warbler","Trend Inconclusive","Trend Inconclusive",NA,"Moderate"
"Broad-tailed Grassbird",NA,NA,NA,NA
"Bronze-winged Jacana",NA,NA,NA,NA
"Bronzed Drongo","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Brooks's Leaf Warbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"Brown Accentor",NA,NA,NA,NA
"Brown Boobook",NA,NA,NA,NA
"Brown Booby",NA,NA,NA,NA
"Brown Bullfinch","Insufficient Data","Insufficient Data",NA,"Moderate"
"Brown Bush Warbler",NA,NA,NA,NA
"Brown Crake",NA,NA,NA,NA
"Brown Dipper",NA,NA,NA,NA
"Brown Fish-Owl",NA,NA,NA,NA
"Brown Hornbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"Brown Noddy",NA,NA,NA,NA
"Brown Parrotbill","Trend Inconclusive","Trend Inconclusive",NA,"Moderate"
"Brown Rock Chat",NA,NA,NA,NA
"Brown Shrike","Trend Inconclusive","Stable",NA,"Low"
"Brown Skua",NA,NA,NA,NA
"Brown Wood-Owl",NA,NA,NA,NA
"Brown-backed Needletail","Rapid Decline","Trend Inconclusive",NA,"Moderate"
"Brown-breasted Flycatcher","Insufficient Data","Insufficient Data",NA,"Low"
"Brown-capped Laughingthrush","Insufficient Data","Insufficient Data",NA,"Moderate"
"Brown-capped Pygmy Woodpecker","Decline","Increase",NA,"Low"
"Brown-cheeked Fulvetta","Rapid Decline","Stable",NA,"Moderate"
"Brown-cheeked Rail",NA,NA,NA,NA
"Brown-crowned Scimitar-Babbler",NA,NA,NA,NA
"Brown-fronted Woodpecker","Stable","Stable",NA,"Low"
"Brown-headed Barbet",NA,NA,NA,NA
"Brown-headed Gull",NA,NA,NA,NA
"Brown-rumped Minivet",NA,NA,NA,NA
"Brown-throated Fulvetta","Insufficient Data","Insufficient Data",NA,"High"
"Brown-winged Kingfisher",NA,NA,NA,NA
"Brownish-flanked Bush Warbler",NA,NA,NA,NA
"Buff-barred Warbler","Stable","Trend Inconclusive",NA,"Low"
"Buff-breasted Babbler",NA,NA,NA,NA
"Buff-breasted Sandpiper",NA,NA,NA,NA
"Buff-throated Warbler",NA,NA,NA,NA
"Buffy Fish-Owl",NA,NA,NA,NA
"Bugun Liocichla","Insufficient Data","Trend Inconclusive",NA,"High"
"Burmese Shrike",NA,NA,NA,NA
"Cachar Bulbul","Insufficient Data","Insufficient Data",NA,"Moderate"
"Cachar Wedge-billed Babbler","Insufficient Data","Insufficient Data",NA,"High"
"Carrion Crow",NA,NA,NA,NA
"Caspian Gull",NA,NA,NA,NA
"Caspian Plover",NA,NA,NA,NA
"Caspian Tern",NA,NA,NA,NA
"Cetti's Warbler",NA,NA,NA,NA
"Changeable Hawk-Eagle","Trend Inconclusive","Stable",NA,"Low"
"Cheer Pheasant","Insufficient Data","Insufficient Data",NA,"High"
"Chestnut Bunting",NA,NA,NA,NA
"Chestnut Munia",NA,NA,NA,NA
"Chestnut Thrush",NA,NA,NA,NA
"Chestnut-backed Laughingthrush","Insufficient Data","Insufficient Data",NA,"High"
"Chestnut-bellied Nuthatch","Stable","Stable",NA,"Low"
"Chestnut-bellied Rock-Thrush","Trend Inconclusive","Rapid Decline",NA,"Moderate"
"Chestnut-bellied Sandgrouse",NA,NA,NA,NA
"Chestnut-breasted Partridge","Insufficient Data","Insufficient Data",NA,"Moderate"
"Chestnut-capped Babbler",NA,NA,NA,NA
"Chestnut-cheeked Starling",NA,NA,NA,NA
"Chestnut-crowned Bush Warbler",NA,NA,NA,NA
"Chestnut-crowned Laughingthrush","Increase","Trend Inconclusive",NA,"Low"
"Chestnut-crowned Warbler","Insufficient Data","Trend Inconclusive",NA,"Low"
"Chestnut-eared Bunting",NA,NA,NA,NA
"Chestnut-flanked White-eye",NA,NA,NA,NA
"Chestnut-headed Bee-eater","Stable","Stable",NA,"Low"
"Chestnut-headed Tesia","Stable","Trend Inconclusive",NA,"Low"
"Chestnut-tailed Minla","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Chestnut-tailed Starling","Stable","Increase",NA,"Low"
"Chestnut-vented Nuthatch",NA,NA,NA,NA
"Chestnut-winged Cuckoo","Insufficient Data","Insufficient Data",NA,"Moderate"
"Chin Hills Wren-Babbler","Insufficient Data","Insufficient Data",NA,"High"
"Chinese Blackbird",NA,NA,NA,NA
"Chinese Bush Warbler",NA,NA,NA,NA
"Chinese Egret",NA,NA,NA,NA
"Chinese Francolin",NA,NA,NA,NA
"Chinese Leaf Warbler",NA,NA,NA,NA
"Chinese Pond-Heron",NA,NA,NA,NA
"Chinese Rubythroat",NA,NA,NA,NA
"Chinese Sparrowhawk",NA,NA,NA,NA
"Chinese Thrush",NA,NA,NA,NA
"Chinese Vivid Niltava",NA,NA,NA,NA
"Chinese White-browed Rosefinch",NA,NA,NA,NA
"Christmas Island Frigatebird",NA,NA,NA,NA
"Chukar",NA,NA,NA,NA
"Cinereous Vulture",NA,NA,NA,NA
"Cinnamon Bittern",NA,NA,NA,NA
"Citrine Wagtail",NA,NA,NA,NA
"Clamorous Reed Warbler",NA,NA,NA,NA
"Claudia's Leaf Warbler",NA,NA,NA,NA
"Clicking Shrike-Babbler",NA,NA,NA,NA
"Coal Tit","Decline","Decline",NA,"High"
"Collared Falconet","Insufficient Data","Insufficient Data",NA,"Moderate"
"Collared Grosbeak","Insufficient Data","Insufficient Data",NA,"Moderate"
"Collared Kingfisher","Insufficient Data","Insufficient Data",NA,"Moderate"
"Collared Myna",NA,NA,NA,NA
"Collared Owlet","Insufficient Data","Insufficient Data",NA,"Low"
"Collared Pratincole",NA,NA,NA,NA
"Collared Scops-Owl",NA,NA,NA,NA
"Collared Treepie","Insufficient Data","Insufficient Data",NA,"Moderate"
"Common Babbler",NA,NA,NA,NA
"Common Buzzard",NA,NA,NA,NA
"Common Chaffinch",NA,NA,NA,NA
"Common Chiffchaff",NA,NA,NA,NA
"Common Crane",NA,NA,NA,NA
"Common Cuckoo",NA,NA,NA,NA
"Common Flameback","Insufficient Data","Insufficient Data",NA,"Low"
"Common Goldeneye",NA,NA,NA,NA
"Common Grasshopper Warbler",NA,NA,NA,NA
"Common Green-Magpie","Trend Inconclusive","Stable",NA,"Low"
"Common Greenshank",NA,NA,NA,NA
"Common Gull",NA,NA,NA,NA
"Common Hawk-Cuckoo","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Common Hill Myna","Trend Inconclusive","Stable",NA,"Low"
"Common Hoopoe",NA,NA,NA,NA
"Common Iora","Stable","Increase",NA,"Low"
"Common Kingfisher",NA,NA,NA,NA
"Common Merganser",NA,NA,NA,NA
"Common Myna",NA,NA,NA,NA
"Common Pochard",NA,NA,NA,NA
"Common Quail",NA,NA,NA,NA
"Common Raven",NA,NA,NA,NA
"Common Redshank",NA,NA,NA,NA
"Common Redstart",NA,NA,NA,NA
"Common Ringed Plover",NA,NA,NA,NA
"Common Rosefinch",NA,NA,NA,NA
"Common Sandpiper",NA,NA,NA,NA
"Common Shelduck",NA,NA,NA,NA
"Common Snipe",NA,NA,NA,NA
"Common Swift",NA,NA,NA,NA
"Common Tailorbird",NA,NA,NA,NA
"Common Tern",NA,NA,NA,NA
"Common Wood-Pigeon",NA,NA,NA,NA
"Common Woodshrike","Decline","Stable",NA,"Low"
"Coppersmith Barbet","Stable","Trend Inconclusive",NA,"Low"
"Corn Crake",NA,NA,NA,NA
"Cory's Shearwater",NA,NA,NA,NA
"Cotton Pygmy-Goose",NA,NA,NA,NA
"Crab-Plover",NA,NA,NA,NA
"Cream-colored Courser",NA,NA,NA,NA
"Crested Bunting",NA,NA,NA,NA
"Crested Finchbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"Crested Goshawk","Decline","Stable",NA,"Moderate"
"Crested Kingfisher",NA,NA,NA,NA
"Crested Lark",NA,NA,NA,NA
"Crested Serpent-Eagle","Trend Inconclusive","Stable",NA,"Low"
"Crested Tit-Warbler",NA,NA,NA,NA
"Crested Treeswift","Rapid Decline","Stable",NA,"Moderate"
"Crimson Sunbird",NA,NA,NA,NA
"Crimson-backed Sunbird","Decline","Stable",NA,"Moderate"
"Crimson-browed Finch","Insufficient Data","Insufficient Data",NA,"Moderate"
"Crimson-naped Woodpecker","Insufficient Data","Insufficient Data",NA,"Moderate"
"Crimson-winged Finch",NA,NA,NA,NA
"Crow-billed Drongo",NA,NA,NA,NA
"Curlew Sandpiper",NA,NA,NA,NA
"Dalmatian Pelican",NA,NA,NA,NA
"Darjeeling Woodpecker","Insufficient Data","Insufficient Data",NA,"Moderate"
"Dark-breasted Rosefinch","Insufficient Data","Trend Inconclusive",NA,"Low"
"Dark-fronted Babbler","Rapid Decline","Stable",NA,"Moderate"
"Dark-necked Tailorbird","Insufficient Data","Insufficient Data",NA,"Moderate"
"Dark-rumped Rosefinch","Insufficient Data","Insufficient Data",NA,"Moderate"
"Dark-rumped Swift","Insufficient Data","Trend Inconclusive",NA,"High"
"Dark-sided Flycatcher","Stable","Trend Inconclusive",NA,"Low"
"Dark-sided Thrush","Insufficient Data","Insufficient Data",NA,"Moderate"
"Daurian Redstart",NA,NA,NA,NA
"Daurian Starling",NA,NA,NA,NA
"Delicate Prinia",NA,NA,NA,NA
"Demoiselle Crane",NA,NA,NA,NA
"Derbyan Parakeet",NA,NA,NA,NA
"Desert Finch",NA,NA,NA,NA
"Desert Lark",NA,NA,NA,NA
"Desert Wheatear",NA,NA,NA,NA
"Dollarbird","Stable","Stable",NA,"Low"
"Dunlin",NA,NA,NA,NA
"Dusky Crag-Martin",NA,NA,NA,NA
"Dusky Eagle-Owl","Insufficient Data","Insufficient Data",NA,"Moderate"
"Dusky Thrush",NA,NA,NA,NA
"Dusky Warbler",NA,NA,NA,NA
"Eared Grebe",NA,NA,NA,NA
"Eastern Barn Owl",NA,NA,NA,NA
"Eastern Cattle-Egret",NA,NA,NA,NA
"Eastern Marsh Harrier",NA,NA,NA,NA
"Eastern Orphean Warbler",NA,NA,NA,NA
"Eastern Red-rumped Swallow",NA,NA,NA,NA
"Eastern Spot-billed Duck",NA,NA,NA,NA
"Eastern Yellow Wagtail",NA,NA,NA,NA
"Egyptian Vulture",NA,NA,NA,NA
"Elliot's Laughingthrush",NA,NA,NA,NA
"Eurasian Bittern",NA,NA,NA,NA
"Eurasian Blackcap",NA,NA,NA,NA
"Eurasian Collared-Dove",NA,NA,NA,NA
"Eurasian Coot",NA,NA,NA,NA
"Eurasian Crag-Martin",NA,NA,NA,NA
"Eurasian Curlew",NA,NA,NA,NA
"Eurasian Eagle-Owl",NA,NA,NA,NA
"Eurasian Golden Oriole",NA,NA,NA,NA
"Eurasian Goshawk",NA,NA,NA,NA
"Eurasian Griffon",NA,NA,NA,NA
"Eurasian Hobby",NA,NA,NA,NA
"Eurasian Jackdaw",NA,NA,NA,NA
"Eurasian Jay","Insufficient Data","Stable",NA,"Low"
"Eurasian Kestrel",NA,NA,NA,NA
"Eurasian Linnet",NA,NA,NA,NA
"Eurasian Magpie",NA,NA,NA,NA
"Eurasian Moorhen",NA,NA,NA,NA
"Eurasian Nightjar",NA,NA,NA,NA
"Eurasian Oystercatcher",NA,NA,NA,NA
"Eurasian Scops-Owl",NA,NA,NA,NA
"Eurasian Siskin",NA,NA,NA,NA
"Eurasian Skylark",NA,NA,NA,NA
"Eurasian Sparrowhawk",NA,NA,NA,NA
"Eurasian Spoonbill",NA,NA,NA,NA
"Eurasian Tree Sparrow",NA,NA,NA,NA
"Eurasian Whimbrel",NA,NA,NA,NA
"Eurasian Wigeon",NA,NA,NA,NA
"Eurasian Woodcock",NA,NA,NA,NA
"Eurasian Wren",NA,NA,NA,NA
"Eurasian Wryneck",NA,NA,NA,NA
"European Bee-eater",NA,NA,NA,NA
"European Golden-Plover",NA,NA,NA,NA
"European Honey-buzzard",NA,NA,NA,NA
"European Roller",NA,NA,NA,NA
"European Starling",NA,NA,NA,NA
"European Turtle-Dove",NA,NA,NA,NA
"Eyebrowed Thrush",NA,NA,NA,NA
"Eyebrowed Wren-Babbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"Falcated Duck",NA,NA,NA,NA
"Ferruginous Duck",NA,NA,NA,NA
"Ferruginous Flycatcher",NA,NA,NA,NA
"Fieldfare",NA,NA,NA,NA
"Finn's Weaver",NA,NA,NA,NA
"Finsch's Wheatear",NA,NA,NA,NA
"Fire-breasted Flowerpecker","Stable","Stable",NA,"Low"
"Fire-capped Tit",NA,NA,NA,NA
"Fire-fronted Serin",NA,NA,NA,NA
"Fire-tailed Myzornis","Trend Inconclusive","Trend Inconclusive",NA,"Moderate"
"Fire-tailed Sunbird","Insufficient Data","Trend Inconclusive",NA,"Low"
"Firethroat",NA,NA,NA,NA
"Flame-throated Bulbul","Decline","Stable",NA,"Moderate"
"Flavescent Bulbul",NA,NA,NA,NA
"Flesh-footed Shearwater",NA,NA,NA,NA
"Forest Owlet","Insufficient Data","Insufficient Data",NA,"High"
"Forest Wagtail","Rapid Decline","Rapid Decline",NA,"High"
"Fork-tailed Drongo-Cuckoo","Insufficient Data","Trend Inconclusive",NA,"Low"
"Franklin's Gull",NA,NA,NA,NA
"Freckle-breasted Woodpecker",NA,NA,NA,NA
"Fulvous Parrotbill","Insufficient Data","Insufficient Data",NA,"High"
"Fulvous Whistling-Duck",NA,NA,NA,NA
"Fulvous-breasted Woodpecker","Trend Inconclusive","Stable",NA,"Low"
"Gadwall",NA,NA,NA,NA
"Garden Warbler",NA,NA,NA,NA
"Garganey",NA,NA,NA,NA
"Glossy Ibis",NA,NA,NA,NA
"Godlewski's Bunting",NA,NA,NA,NA
"Gold-naped Finch","Insufficient Data","Insufficient Data",NA,"Moderate"
"Goldcrest","Insufficient Data","Insufficient Data",NA,"Low"
"Golden Babbler","Insufficient Data","Insufficient Data",NA,"Low"
"Golden Bush-Robin",NA,NA,NA,NA
"Golden Eagle",NA,NA,NA,NA
"Golden-breasted Fulvetta","Insufficient Data","Insufficient Data",NA,"Moderate"
"Golden-crested Myna",NA,NA,NA,NA
"Golden-fronted Leafbird","Trend Inconclusive","Stable",NA,"Low"
"Golden-headed Cisticola",NA,NA,NA,NA
"Golden-throated Barbet","Insufficient Data","Decline",NA,"Moderate"
"Goliath Heron",NA,NA,NA,NA
"Gould's Shortwing","Insufficient Data","Insufficient Data",NA,"Moderate"
"Grandala",NA,NA,NA,NA
"Gray Bushchat",NA,NA,NA,NA
"Gray Francolin",NA,NA,NA,NA
"Gray Heron",NA,NA,NA,NA
"Gray Junglefowl","Trend Inconclusive","Stable",NA,"Low"
"Gray Nightjar",NA,NA,NA,NA
"Gray Peacock-Pheasant","Insufficient Data","Insufficient Data",NA,"Moderate"
"Gray Sibia","Insufficient Data","Insufficient Data",NA,"Moderate"
"Gray Treepie","Rapid Increase","Trend Inconclusive",NA,"Low"
"Gray Wagtail",NA,NA,NA,NA
"Gray-backed Shrike",NA,NA,NA,NA
"Gray-bellied Cuckoo",NA,NA,NA,NA
"Gray-bellied Tesia","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Gray-breasted Prinia",NA,NA,NA,NA
"Gray-capped Pygmy Woodpecker","Stable","Stable",NA,"Low"
"Gray-cheeked Warbler","Insufficient Data","Trend Inconclusive",NA,"Low"
"Gray-chinned Minivet",NA,NA,NA,NA
"Gray-crested Tit","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Gray-crowned Goldfinch",NA,NA,NA,NA
"Gray-crowned Prinia",NA,NA,NA,NA
"Gray-crowned Warbler",NA,NA,NA,NA
"Gray-eyed Bulbul",NA,NA,NA,NA
"Gray-faced Buzzard",NA,NA,NA,NA
