"eBird.English.Name.2025","SoIB.Major.Update.Long.Term.Status","SoIB.Major.Update.Current.Status","SoIB.Major.Update.Range.Status","SoIB.Major.Update.Priority.Status"
"Gray-headed Bullfinch",NA,NA,NA,NA
"Gray-headed Canary-Flycatcher","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-headed Fish-Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Gray-headed Lapwing","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-headed Parakeet",NA,NA,NA,NA
"Gray-headed Parrotbill",NA,NA,NA,NA
"Gray-headed Swamphen","Insufficient Data","Stable",NA,"Low"
"Gray-headed Woodpecker",NA,NA,NA,NA
"Gray-hooded Warbler",NA,NA,NA,NA
"Gray-lored Broadbill",NA,NA,NA,NA
"Gray-necked Bunting","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-sided Bush Warbler",NA,NA,NA,NA
"Gray-sided Laughingthrush",NA,NA,NA,NA
"Gray-sided Thrush",NA,NA,NA,NA
"Gray-tailed Tattler",NA,NA,NA,NA
"Gray-throated Babbler",NA,NA,NA,NA
"Gray-throated Martin","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-winged Blackbird",NA,NA,NA,NA
"Graylag Goose",NA,NA,NA,NA
"Great Barbet",NA,NA,NA,NA
"Great Cormorant","Insufficient Data","Insufficient Data",NA,"Low"
"Great Crested Grebe",NA,NA,NA,NA
"Great Crested Tern","Insufficient Data","Insufficient Data",NA,"Low"
"Great Eared-Nightjar",NA,NA,NA,NA
"Great Egret","Insufficient Data","Stable",NA,"Low"
"Great Frigatebird",NA,NA,NA,NA
"Great Gray Shrike",NA,NA,NA,NA
"Great Hornbill","Trend Inconclusive","Trend Inconclusive",NA,"Moderate"
"Great Indian Bustard",NA,NA,NA,NA
"Great Knot","Insufficient Data","Insufficient Data",NA,"High"
"Great Myna",NA,NA,NA,NA
"Great Parrotbill",NA,NA,NA,NA
"Great Reed Warbler",NA,NA,NA,NA
"Great Rosefinch",NA,NA,NA,NA
"Great Slaty Woodpecker",NA,NA,NA,NA
"Great Snipe",NA,NA,NA,NA
"Great Spotted Woodpecker",NA,NA,NA,NA
"Great Thick-knee","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Great White Pelican","Insufficient Data","Insufficient Data",NA,"Low"
"Greater Adjutant",NA,NA,NA,NA
"Greater Coucal","Stable","Rapid Increase",NA,"Low"
"Greater Flameback","Insufficient Data","Trend Inconclusive",NA,"Low"
"Greater Flamingo","Insufficient Data","Insufficient Data",NA,"Low"
"Greater Hoopoe-Lark",NA,NA,NA,NA
"Greater Necklaced Laughingthrush",NA,NA,NA,NA
"Greater Painted-Snipe","Insufficient Data","Insufficient Data",NA,"Low"
"Greater Racket-tailed Drongo","Insufficient Data","Rapid Increase",NA,"Low"
"Greater Sand-Plover",NA,NA,NA,NA
"Greater Scaup",NA,NA,NA,NA
"Greater Short-toed Lark","Insufficient Data","Insufficient Data",NA,"Low"
"Greater Spotted Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Greater White-fronted Goose",NA,NA,NA,NA
"Greater Whitethroat",NA,NA,NA,NA
"Greater Yellownape",NA,NA,NA,NA
"Green Avadavat",NA,NA,NA,NA
"Green Cochoa",NA,NA,NA,NA
"Green Imperial-Pigeon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Green Peafowl",NA,NA,NA,NA
"Green Sandpiper","Insufficient Data","Rapid Decline",NA,"Moderate"
"Green Shrike-Babbler",NA,NA,NA,NA
"Green Warbler",NA,NA,NA,NA
"Green-backed Tit",NA,NA,NA,NA
"Green-billed Malkoha",NA,NA,NA,NA
"Green-crowned Warbler",NA,NA,NA,NA
"Green-tailed Sunbird",NA,NA,NA,NA
"Green-winged Teal","Insufficient Data","Insufficient Data",NA,"Low"
"Greenish Warbler","Insufficient Data","Stable",NA,"Low"
"Ground Tit",NA,NA,NA,NA
"Gull-billed Tern","Insufficient Data","Insufficient Data",NA,"Low"
"Hair-crested Drongo","Insufficient Data","Insufficient Data",NA,"Low"
"Hawfinch",NA,NA,NA,NA
"Heart-spotted Woodpecker","Insufficient Data","Insufficient Data",NA,"Low"
"Hen Harrier",NA,NA,NA,NA
"Hill Blue Flycatcher",NA,NA,NA,NA
"Hill Partridge",NA,NA,NA,NA
"Hill Pigeon",NA,NA,NA,NA
"Hill Prinia",NA,NA,NA,NA
"Hill Swallow","Stable","Trend Inconclusive",NA,"Low"
"Himalayan Beautiful Rosefinch",NA,NA,NA,NA
"Himalayan Black-lored Tit",NA,NA,NA,NA
"Himalayan Bluetail",NA,NA,NA,NA
"Himalayan Bulbul",NA,NA,NA,NA
"Himalayan Buzzard",NA,NA,NA,NA
"Himalayan Cuckoo",NA,NA,NA,NA
"Himalayan Cutia",NA,NA,NA,NA
"Himalayan Flameback",NA,NA,NA,NA
"Himalayan Griffon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Himalayan Monal",NA,NA,NA,NA
"Himalayan Owl",NA,NA,NA,NA
"Himalayan Prinia",NA,NA,NA,NA
"Himalayan Quail",NA,NA,NA,NA
"Himalayan Rubythroat",NA,NA,NA,NA
"Himalayan Shortwing",NA,NA,NA,NA
"Himalayan Snowcock",NA,NA,NA,NA
"Himalayan Swiftlet",NA,NA,NA,NA
"Himalayan Thrush",NA,NA,NA,NA
"Himalayan White-browed Rosefinch",NA,NA,NA,NA
"Himalayan Woodpecker",NA,NA,NA,NA
"Hoary-throated Barwing",NA,NA,NA,NA
"Hodgson's Frogmouth",NA,NA,NA,NA
"Hodgson's Hawk-Cuckoo",NA,NA,NA,NA
"Hodgson's Redstart",NA,NA,NA,NA
"Hodgson's Treecreeper",NA,NA,NA,NA
"Hooded Crow",NA,NA,NA,NA
"Horned Grebe",NA,NA,NA,NA
"Horned Lark",NA,NA,NA,NA
"Horsfield's Bronze-Cuckoo",NA,NA,NA,NA
"House Crow","Insufficient Data","Trend Inconclusive",NA,"Low"
"House Sparrow","Insufficient Data","Rapid Decline",NA,"Moderate"
"House Swift",NA,NA,NA,NA
"Hume's Boobook",NA,NA,NA,NA
"Hume's Bush Warbler",NA,NA,NA,NA
"Hume's Lark",NA,NA,NA,NA
"Hume's Treecreeper",NA,NA,NA,NA
"Hume's Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Hume's Wheatear",NA,NA,NA,NA
"Hypocolius",NA,NA,NA,NA
"Ibisbill",NA,NA,NA,NA
"Immaculate Cupwing",NA,NA,NA,NA
"Imperial Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Indian Blackbird","Insufficient Data","Insufficient Data",NA,"Moderate"
"Indian Blue Robin","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Bushlark",NA,NA,NA,NA
"Indian Cormorant","Insufficient Data","Trend Inconclusive",NA,"Low"
"Indian Courser","Insufficient Data","Insufficient Data",NA,"Moderate"
"Indian Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Cuckooshrike","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Golden Oriole","Stable","Stable",NA,"Low"
"Indian Grassbird",NA,NA,NA,NA
"Indian Gray Hornbill","Stable","Trend Inconclusive",NA,"Low"
"Indian Nightjar",NA,NA,NA,NA
"Indian Nuthatch","Insufficient Data","Trend Inconclusive",NA,"Low"
"Indian Paradise-Flycatcher","Insufficient Data","Stable",NA,"Low"
"Indian Peafowl","Insufficient Data","Trend Inconclusive",NA,"Low"
"Indian Pied Starling",NA,NA,NA,NA
"Indian Pitta","Insufficient Data","Trend Inconclusive",NA,"Low"
"Indian Pond-Heron","Stable","Stable",NA,"Low"
"Indian Robin","Insufficient Data","Stable",NA,"Low"
"Indian Roller","Insufficient Data","Decline",NA,"Moderate"
"Indian Scimitar-Babbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"Indian Scops-Owl",NA,NA,NA,NA
"Indian Silverbill","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Skimmer",NA,NA,NA,NA
"Indian Spot-billed Duck","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Spotted Creeper",NA,NA,NA,NA
"Indian Spotted Eagle","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Indian Swiftlet","Insufficient Data","Stable",NA,"Low"
"Indian Thick-knee","Insufficient Data","Trend Inconclusive",NA,"Low"
"Indian Vulture","Insufficient Data","Insufficient Data",NA,"High"
"Indian White-eye","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Yellow Tit","Insufficient Data","Insufficient Data",NA,"Moderate"
"Indochinese Roller",NA,NA,NA,NA
"Isabelline Shrike",NA,NA,NA,NA
"Isabelline Wheatear","Insufficient Data","Insufficient Data",NA,"Low"
"Jack Snipe",NA,NA,NA,NA
"Japanese Quail",NA,NA,NA,NA
"Japanese Sparrowhawk",NA,NA,NA,NA
"Japanese Thrush",NA,NA,NA,NA
"Javan Pond-Heron",NA,NA,NA,NA
"Jerdon's Babbler",NA,NA,NA,NA
"Jerdon's Baza","Insufficient Data","Insufficient Data",NA,"Low"
"Jerdon's Bushchat",NA,NA,NA,NA
"Jerdon's Bushlark","Insufficient Data","Insufficient Data",NA,"Moderate"
"Jerdon's Courser",NA,NA,NA,NA
"Jerdon's Leafbird","Insufficient Data","Trend Inconclusive",NA,"Low"
"Jerdon's Nightjar",NA,NA,NA,NA
"Jouanin's Petrel",NA,NA,NA,NA
"Jungle Babbler","Insufficient Data","Trend Inconclusive",NA,"Low"
"Jungle Bush-Quail","Insufficient Data","Insufficient Data",NA,"Moderate"
"Jungle Myna","Insufficient Data","Stable",NA,"Low"
"Jungle Nightjar",NA,NA,NA,NA
"Jungle Owlet","Insufficient Data","Rapid Increase",NA,"Low"
"Jungle Prinia","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Kalij Pheasant",NA,NA,NA,NA
"Kashmir Flycatcher","Insufficient Data","Insufficient Data",NA,"High"
"Kashmir Nutcracker",NA,NA,NA,NA
"Kashmir Nuthatch",NA,NA,NA,NA
"Kentish Plover","Insufficient Data","Insufficient Data",NA,"Low"
"Knob-billed Duck","Insufficient Data","Insufficient Data",NA,"Low"
"Koklass Pheasant",NA,NA,NA,NA
"Laggar Falcon",NA,NA,NA,NA
"Lanceolated Warbler",NA,NA,NA,NA
"Large Blue Flycatcher",NA,NA,NA,NA
"Large Gray Babbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"Large Hawk-Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Large Niltava",NA,NA,NA,NA
"Large Scimitar-Babbler",NA,NA,NA,NA
"Large Woodshrike",NA,NA,NA,NA
"Large-billed Crow","Stable","Stable",NA,"Low"
"Large-billed Leaf Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Large-billed Reed Warbler",NA,NA,NA,NA
"Large-tailed Nightjar",NA,NA,NA,NA
"Laughing Dove","Insufficient Data","Insufficient Data",NA,"Low"
"Legge's Hawk-Eagle","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Lemon-rumped Warbler",NA,NA,NA,NA
"Lesser Adjutant","Insufficient Data","Insufficient Data",NA,"Moderate"
"Lesser Black-backed Gull","Insufficient Data","Insufficient Data",NA,"Low"
"Lesser Coucal","Insufficient Data","Insufficient Data",NA,"Low"
"Lesser Crested Tern","Insufficient Data","Insufficient Data",NA,"Low"
"Lesser Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Lesser Fish-Eagle","Trend Inconclusive","Trend Inconclusive",NA,"Moderate"
"Lesser Flamingo",NA,NA,NA,NA
"Lesser Florican","Insufficient Data","Insufficient Data",NA,"High"
"Lesser Frigatebird",NA,NA,NA,NA
"Lesser Gray Shrike",NA,NA,NA,NA
"Lesser Kestrel",NA,NA,NA,NA
"Lesser Necklaced Laughingthrush",NA,NA,NA,NA
"Lesser Noddy",NA,NA,NA,NA
"Lesser Racket-tailed Drongo",NA,NA,NA,NA
"Lesser Shortwing",NA,NA,NA,NA
"Lesser Whistling-Duck","Insufficient Data","Stable",NA,"Low"
"Lesser White-fronted Goose",NA,NA,NA,NA
"Lesser Whitethroat","Insufficient Data","Insufficient Data",NA,"Low"
"Lesser Yellownape","Insufficient Data","Insufficient Data",NA,"Low"
"Light-mantled Albatross",NA,NA,NA,NA
"Lineated Barbet",NA,NA,NA,NA
"Little Bittern",NA,NA,NA,NA
"Little Bunting",NA,NA,NA,NA
"Little Bustard",NA,NA,NA,NA
"Little Cormorant","Increase","Trend Inconclusive",NA,"Low"
"Little Crake",NA,NA,NA,NA
"Little Egret","Insufficient Data","Trend Inconclusive",NA,"Low"
"Little Forktail",NA,NA,NA,NA
"Little Grebe","Insufficient Data","Decline",NA,"Moderate"
"Little Gull",NA,NA,NA,NA
"Little Heron","Insufficient Data","Insufficient Data",NA,"Low"
"Little Owl",NA,NA,NA,NA
"Little Pied Flycatcher",NA,NA,NA,NA
"Little Ringed Plover","Insufficient Data","Rapid Decline",NA,"Moderate"
"Little Spiderhunter","Insufficient Data","Trend Inconclusive",NA,"Low"
"Little Stint","Insufficient Data","Insufficient Data",NA,"Low"
"Little Swift","Insufficient Data","Trend Inconclusive",NA,"Low"
"Little Tern","Insufficient Data","Insufficient Data",NA,"Low"
"Long-billed Bush Warbler",NA,NA,NA,NA
"Long-billed Dowitcher",NA,NA,NA,NA
"Long-billed Pipit","Insufficient Data","Insufficient Data",NA,"Low"
"Long-billed Plover",NA,NA,NA,NA
"Long-billed Thrush",NA,NA,NA,NA
"Long-billed Wren-Babbler",NA,NA,NA,NA
"Long-eared Owl",NA,NA,NA,NA
"Long-legged Buzzard",NA,NA,NA,NA
"Long-tailed Broadbill",NA,NA,NA,NA
"Long-tailed Duck",NA,NA,NA,NA
"Long-tailed Jaeger",NA,NA,NA,NA
"Long-tailed Minivet",NA,NA,NA,NA
"Long-tailed Parakeet",NA,NA,NA,NA
"Long-tailed Shrike","Insufficient Data","Insufficient Data",NA,"Low"
"Long-tailed Sibia",NA,NA,NA,NA
"Long-tailed Thrush",NA,NA,NA,NA
"Long-toed Stint",NA,NA,NA,NA
"Loten's Sunbird","Stable","Rapid Increase",NA,"Low"
"Malabar Barbet","Insufficient Data","Insufficient Data",NA,"Moderate"
"Malabar Gray Hornbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"Malabar Imperial-Pigeon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Malabar Lark","Insufficient Data","Insufficient Data",NA,"Moderate"
"Malabar Parakeet","Insufficient Data","Insufficient Data",NA,"Moderate"
"Malabar Pied-Hornbill","Trend Inconclusive","Trend Inconclusive",NA,"Moderate"
"Malabar Starling","Insufficient Data","Trend Inconclusive",NA,"Low"
"Malabar Trogon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Malabar Whistling-Thrush","Insufficient Data","Trend Inconclusive",NA,"Low"
"Malabar Woodshrike","Insufficient Data","Insufficient Data",NA,"Moderate"
"Malayan Night Heron",NA,NA,NA,NA
"Mallard",NA,NA,NA,NA
"Manchurian Bush Warbler",NA,NA,NA,NA
"Mandarin Duck",NA,NA,NA,NA
"Mangrove Pitta",NA,NA,NA,NA
"Mangrove Whistler",NA,NA,NA,NA
"Manipur Bush-Quail",NA,NA,NA,NA
"Manipur Fulvetta",NA,NA,NA,NA
"Marbled Duck",NA,NA,NA,NA
"Maroon Oriole",NA,NA,NA,NA
"Maroon-backed Accentor",NA,NA,NA,NA
"Marsh Babbler",NA,NA,NA,NA
"Marsh Sandpiper","Insufficient Data","Insufficient Data",NA,"Low"
"Masked Booby",NA,NA,NA,NA
"Masked Finfoot",NA,NA,NA,NA
"Masked Shrike",NA,NA,NA,NA
"Meadow Pipit",NA,NA,NA,NA
"Medium Egret","Insufficient Data","Stable",NA,"Low"
"Merlin",NA,NA,NA,NA
"Mishmi Wren-Babbler",NA,NA,NA,NA
"Mistle Thrush",NA,NA,NA,NA
"Mongolian Finch",NA,NA,NA,NA
"Mongolian Gull",NA,NA,NA,NA
"Mongolian Short-toed Lark",NA,NA,NA,NA
"Montagu's Harrier","Insufficient Data","Insufficient Data",NA,"Low"
"Mottled Wood-Owl",NA,NA,NA,NA
"Mount Victoria Babax",NA,NA,NA,NA
"Mountain Bamboo-Partridge",NA,NA,NA,NA
"Mountain Bulbul",NA,NA,NA,NA
"Mountain Chiffchaff",NA,NA,NA,NA
"Mountain Hawk-Eagle",NA,NA,NA,NA
"Mountain Imperial-Pigeon",NA,NA,NA,NA
"Mountain Scops-Owl",NA,NA,NA,NA
"Mountain Tailorbird",NA,NA,NA,NA
"Moustached Laughingthrush",NA,NA,NA,NA
"Moustached Warbler",NA,NA,NA,NA
"Mrs. Gould's Sunbird",NA,NA,NA,NA
"Mrs. Hume's Pheasant",NA,NA,NA,NA
"Mugimaki Flycatcher",NA,NA,NA,NA
"Mute Swan",NA,NA,NA,NA
"Naga Wren-Babbler",NA,NA,NA,NA
"Namaqua Dove",NA,NA,NA,NA
"Narcondam Hornbill",NA,NA,NA,NA
"Naumann's Thrush",NA,NA,NA,NA
"Nepal Fulvetta",NA,NA,NA,NA
"Nepal House-Martin",NA,NA,NA,NA
"Nicobar Bulbul",NA,NA,NA,NA
"Nicobar Imperial-Pigeon",NA,NA,NA,NA
"Nicobar Jungle Flycatcher",NA,NA,NA,NA
"Nicobar Megapode",NA,NA,NA,NA
"Nicobar Parakeet",NA,NA,NA,NA
"Nicobar Pigeon",NA,NA,NA,NA
"Nicobar Scops-Owl",NA,NA,NA,NA
"Nicobar Serpent-Eagle",NA,NA,NA,NA
"Nicobar Sparrowhawk",NA,NA,NA,NA
"Nilgiri Flowerpecker","Insufficient Data","Insufficient Data",NA,"Moderate"
"Nilgiri Flycatcher","Trend Inconclusive","Rapid Decline",NA,"High"
"Nilgiri Laughingthrush","Insufficient Data","Insufficient Data",NA,"High"
"Nilgiri Pipit","Trend Inconclusive","Trend Inconclusive",NA,"High"
"Nilgiri Sholakili","Insufficient Data","Insufficient Data",NA,"High"
"Nilgiri Thrush","Insufficient Data","Insufficient Data",NA,"Moderate"
"Nilgiri Wood-Pigeon","Stable","Trend Inconclusive",NA,"Low"
"Nordmann's Greenshank",NA,NA,NA,NA
"Northern Lapwing",NA,NA,NA,NA
"Northern Pintail","Insufficient Data","Insufficient Data",NA,"Low"
"Northern Shoveler","Insufficient Data","Insufficient Data",NA,"Low"
"Northern Wheatear",NA,NA,NA,NA
"Olive-backed Pipit","Insufficient Data","Insufficient Data",NA,"Low"
"Orange Bullfinch",NA,NA,NA,NA
"Orange Minivet","Insufficient Data","Stable",NA,"Low"
"Orange-bellied Leafbird",NA,NA,NA,NA
"Orange-breasted Green-Pigeon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Orange-headed Thrush","Insufficient Data","Stable",NA,"Low"
"Oriental Bay-Owl",NA,NA,NA,NA
"Oriental Darter","Insufficient Data","Stable",NA,"Low"
"Oriental Hobby","Insufficient Data","Insufficient Data",NA,"Low"
"Oriental Honey-buzzard","Insufficient Data","Trend Inconclusive",NA,"Low"
"Oriental Magpie-Robin","Stable","Increase",NA,"Low"
"Oriental Pied-Hornbill",NA,NA,NA,NA
"Oriental Plover",NA,NA,NA,NA
"Oriental Pratincole","Insufficient Data","Insufficient Data",NA,"Low"
"Oriental Reed Warbler",NA,NA,NA,NA
"Oriental Scops-Owl",NA,NA,NA,NA
"Oriental Skylark","Insufficient Data","Insufficient Data",NA,"Low"
"Oriental Turtle-Dove","Insufficient Data","Insufficient Data",NA,"Low"
"Ornate Sunbird",NA,NA,NA,NA
"Ortolan Bunting",NA,NA,NA,NA
"Osprey","Insufficient Data","Insufficient Data",NA,"Low"
"Pacific Golden-Plover","Insufficient Data","Insufficient Data",NA,"Low"
"Pacific Reef-Heron",NA,NA,NA,NA
"Pacific Swallow",NA,NA,NA,NA
"Pacific Swift",NA,NA,NA,NA
"Paddyfield Pipit","Insufficient Data","Stable",NA,"Low"
"Paddyfield Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Painted Bush-Quail","Insufficient Data","Insufficient Data",NA,"Moderate"
"Painted Francolin",NA,NA,NA,NA
"Painted Sandgrouse",NA,NA,NA,NA
"Painted Spurfowl","Insufficient Data","Insufficient Data",NA,"Moderate"
"Painted Stork","Insufficient Data","Insufficient Data",NA,"Moderate"
"Palani Laughingthrush","Trend Inconclusive","Trend Inconclusive",NA,"Moderate"
"Pale Blue Flycatcher",NA,NA,NA,NA
"Pale Martin",NA,NA,NA,NA
"Pale Rockfinch",NA,NA,NA,NA
"Pale Rosefinch",NA,NA,NA,NA
"Pale-billed Flowerpecker","Insufficient Data","Stable",NA,"Low"
"Pale-billed Parrotbill",NA,NA,NA,NA
"Pale-capped Pigeon",NA,NA,NA,NA
"Pale-chinned Flycatcher",NA,NA,NA,NA
"Pale-footed Bush Warbler",NA,NA,NA,NA
"Pale-headed Woodpecker",NA,NA,NA,NA
"Pale-legged Leaf Warbler",NA,NA,NA,NA
"Pallas's Fish-Eagle",NA,NA,NA,NA
"Pallas's Grasshopper Warbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"Pallas's Gull","Insufficient Data","Insufficient Data",NA,"Low"
"Pallas's Leaf Warbler",NA,NA,NA,NA
"Pallas's Sandgrouse",NA,NA,NA,NA
"Pallid Harrier","Insufficient Data","Insufficient Data",NA,"Moderate"
"Pallid Scops-Owl",NA,NA,NA,NA
"Parasitic Jaeger",NA,NA,NA,NA
"Pectoral Sandpiper",NA,NA,NA,NA
"Peregrine Falcon","Insufficient Data","Insufficient Data",NA,"Low"
"Persian Shearwater",NA,NA,NA,NA
"Persian Wheatear",NA,NA,NA,NA
"Pheasant-tailed Jacana","Insufficient Data","Insufficient Data",NA,"Low"
"Pied Avocet","Insufficient Data","Insufficient Data",NA,"Low"
"Pied Bushchat","Insufficient Data","Trend Inconclusive",NA,"Low"
"Pied Crow",NA,NA,NA,NA
"Pied Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Pied Falconet",NA,NA,NA,NA
"Pied Harrier","Insufficient Data","Insufficient Data",NA,"Low"
"Pied Imperial-Pigeon",NA,NA,NA,NA
"Pied Kingfisher","Decline","Rapid Decline",NA,"Moderate"
"Pied Thrush","Insufficient Data","Insufficient Data",NA,"High"
"Pied Triller",NA,NA,NA,NA
"Pied Wheatear",NA,NA,NA,NA
"Pin-striped Tit-Babbler",NA,NA,NA,NA
"Pin-tailed Green-Pigeon",NA,NA,NA,NA
"Pin-tailed Sandgrouse",NA,NA,NA,NA
"Pin-tailed Snipe","Insufficient Data","Insufficient Data",NA,"Low"
"Pine Bunting",NA,NA,NA,NA
"Pink-browed Rosefinch",NA,NA,NA,NA
"Pink-headed Duck",NA,NA,NA,NA
"Pink-rumped Rosefinch",NA,NA,NA,NA
"Plain Flowerpecker",NA,NA,NA,NA
"Plain Leaf Warbler",NA,NA,NA,NA
"Plain Mountain Finch",NA,NA,NA,NA
"Plain Prinia","Insufficient Data","Trend Inconclusive",NA,"Low"
"Plaintive Cuckoo",NA,NA,NA,NA
"Plum-headed Parakeet","Insufficient Data","Increase",NA,"Low"
"Plumbeous Redstart",NA,NA,NA,NA
"Plume-toed Swiftlet",NA,NA,NA,NA
"Pomarine Jaeger",NA,NA,NA,NA
"Puff-throated Babbler","Insufficient Data","Trend Inconclusive",NA,"Low"
"Purple Cochoa",NA,NA,NA,NA
"Purple Heron","Insufficient Data","Trend Inconclusive",NA,"Low"
"Purple Sunbird","Insufficient Data","Trend Inconclusive",NA,"Low"
"Purple-rumped Sunbird","Stable","Stable",NA,"Low"
"Pygmy Cupwing",NA,NA,NA,NA
"Pygmy Flycatcher",NA,NA,NA,NA
"Rain Quail","Insufficient Data","Insufficient Data",NA,"Low"
"Red Avadavat","Insufficient Data","Insufficient Data",NA,"Low"
"Red Collared-Dove","Insufficient Data","Insufficient Data",NA,"Low"
"Red Crossbill",NA,NA,NA,NA
"Red Junglefowl",NA,NA,NA,NA
"Red Kite",NA,NA,NA,NA
"Red Knot",NA,NA,NA,NA
"Red Phalarope",NA,NA,NA,NA
"Red Spurfowl","Insufficient Data","Stable",NA,"Low"
"Red-backed Shrike",NA,NA,NA,NA
"Red-billed Blue-Magpie",NA,NA,NA,NA
"Red-billed Chough",NA,NA,NA,NA
"Red-billed Leiothrix",NA,NA,NA,NA
"Red-billed Scimitar-Babbler",NA,NA,NA,NA
"Red-billed Starling",NA,NA,NA,NA
"Red-billed Tropicbird",NA,NA,NA,NA
"Red-breasted Flycatcher","Insufficient Data","Insufficient Data",NA,"Low"
"Red-breasted Goose",NA,NA,NA,NA
"Red-breasted Merganser",NA,NA,NA,NA
"Red-breasted Parakeet",NA,NA,NA,NA
"Red-crested Pochard",NA,NA,NA,NA
"Red-faced Liocichla",NA,NA,NA,NA
"Red-flanked Bluetail",NA,NA,NA,NA
"Red-footed Booby",NA,NA,NA,NA
"Red-footed Falcon",NA,NA,NA,NA
"Red-fronted Rosefinch",NA,NA,NA,NA
"Red-headed Bullfinch",NA,NA,NA,NA
"Red-headed Bunting","Insufficient Data","Insufficient Data",NA,"Low"
"Red-headed Trogon",NA,NA,NA,NA
"Red-headed Vulture","Insufficient Data","Trend Inconclusive",NA,"High"
"Red-legged Crake",NA,NA,NA,NA
"Red-naped Ibis","Insufficient Data","Insufficient Data",NA,"Moderate"
"Red-necked Falcon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Red-necked Grebe",NA,NA,NA,NA
"Red-necked Phalarope",NA,NA,NA,NA
"Red-necked Stint",NA,NA,NA,NA
"Red-tailed Minla",NA,NA,NA,NA
"Red-tailed Shrike",NA,NA,NA,NA
"Red-tailed Tropicbird",NA,NA,NA,NA
"Red-throated Loon",NA,NA,NA,NA
"Red-throated Pipit",NA,NA,NA,NA
"Red-throated Thrush",NA,NA,NA,NA
"Red-vented Bulbul","Insufficient Data","Trend Inconclusive",NA,"Low"
"Red-wattled Lapwing","Stable","Stable",NA,"Low"
"Red-whiskered Bulbul","Stable","Rapid Increase",NA,"Low"
"Reed Bunting",NA,NA,NA,NA
"Richard's Pipit","Insufficient Data","Insufficient Data",NA,"Low"
"River Lapwing",NA,NA,NA,NA
"River Tern","Insufficient Data","Insufficient Data",NA,"Moderate"
"Robin Accentor",NA,NA,NA,NA
"Rock Bunting",NA,NA,NA,NA
"Rock Bush-Quail",NA,NA,NA,NA
"Rock Eagle-Owl",NA,NA,NA,NA
"Rock Pigeon","Insufficient Data","Insufficient Data",NA,"Low"
"Rock Sparrow",NA,NA,NA,NA
"Rook",NA,NA,NA,NA
"Rose-ringed Parakeet","Stable","Trend Inconclusive",NA,"Low"
"Roseate Tern",NA,NA,NA,NA
"Rosy Minivet",NA,NA,NA,NA
"Rosy Pipit",NA,NA,NA,NA
"Rosy Starling","Insufficient Data","Insufficient Data",NA,"Low"
"Rough-legged Hawk",NA,NA,NA,NA
"Ruby-cheeked Sunbird",NA,NA,NA,NA
"Ruddy Kingfisher",NA,NA,NA,NA
"Ruddy Shelduck","Insufficient Data","Insufficient Data",NA,"Low"
"Ruddy Turnstone","Insufficient Data","Insufficient Data",NA,"Low"
"Ruddy-breasted Crake","Insufficient Data","Insufficient Data",NA,"Low"
"Rufescent Prinia",NA,NA,NA,NA
"Ruff","Insufficient Data","Insufficient Data",NA,"Low"
"Rufous Babbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"Rufous Sibia",NA,NA,NA,NA
"Rufous Treepie","Trend Inconclusive","Stable",NA,"Low"
"Rufous Woodpecker","Insufficient Data","Trend Inconclusive",NA,"Low"
"Rufous-backed Dwarf-Kingfisher",NA,NA,NA,NA
"Rufous-backed Redstart",NA,NA,NA,NA
"Rufous-backed Sibia",NA,NA,NA,NA
"Rufous-bellied Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
