"COMMON.NAME","SCIENTIFIC.NAME","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km"
"Andaman Wood-Pigeon","Columba palumboides","","","",NA,NA,NA,NA,NA,NA
"European Turtle-Dove","Streptopelia turtur","","","",NA,NA,NA,NA,NA,NA
"Oriental Turtle-Dove","Streptopelia orientalis","","","",NA,NA,NA,NA,NA,NA
"Eurasian Collared-Dove","Streptopelia decaocto","","","",NA,NA,NA,NA,NA,NA
"Red Collared-Dove","Streptopelia tranquebarica","","","",NA,NA,NA,NA,NA,NA
"Spotted Dove","Spilopelia chinensis","","","",NA,NA,NA,NA,NA,NA
"Laughing Dove","Spilopelia senegalensis","","","",NA,NA,NA,NA,NA,NA
"Barred Cuckoo-Dove","Macropygia unchall","","","",NA,NA,NA,NA,NA,NA
"Andaman Cuckoo-Dove","Macropygia rufipennis","","","",NA,NA,NA,NA,NA,NA
"Namaqua Dove","Oena capensis","","","",NA,NA,NA,NA,NA,NA
"Asian Emerald Dove","Chalcophaps indica","","","",NA,NA,NA,NA,NA,NA
"Nicobar Pigeon","Caloenas nicobarica","","","",NA,NA,NA,NA,NA,NA
"Orange-breasted Green-Pigeon","Treron bicinctus","","","",NA,NA,NA,NA,NA,NA
"Gray-fronted Green-Pigeon","Treron affinis","","","",NA,NA,NA,NA,NA,NA
"Andaman Green-Pigeon","Treron chloropterus","","","",NA,NA,NA,NA,NA,NA
"Ashy-headed Green-Pigeon","Treron phayrei","","","",NA,NA,NA,NA,NA,NA
"Thick-billed Green-Pigeon","Treron curvirostra","","","",NA,NA,NA,NA,NA,NA
"Yellow-footed Green-Pigeon","Treron phoenicopterus","","","",NA,NA,NA,NA,NA,NA
"Pin-tailed Green-Pigeon","Treron apicauda","","","",NA,NA,NA,NA,NA,NA
"Wedge-tailed Green-Pigeon","Treron sphenurus","","","",NA,NA,NA,NA,NA,NA
"Green Imperial-Pigeon","Ducula aenea","","","",NA,NA,NA,NA,NA,NA
"Nicobar Imperial-Pigeon","Ducula nicobarica","","","",NA,NA,NA,NA,NA,NA
"Malabar Imperial-Pigeon","Ducula cuprea","","","",NA,NA,NA,NA,NA,NA
"Mountain Imperial-Pigeon","Ducula badia","","","",NA,NA,NA,NA,NA,NA
"Pied Imperial-Pigeon","Ducula bicolor","","","",NA,NA,NA,NA,NA,NA
"Tibetan Sandgrouse","Syrrhaptes tibetanus","","","",NA,NA,NA,NA,NA,NA
"Pallas's Sandgrouse","Syrrhaptes paradoxus","","","",NA,NA,NA,NA,NA,NA
"Pin-tailed Sandgrouse","Pterocles alchata","","","",NA,NA,NA,NA,NA,NA
"Chestnut-bellied Sandgrouse","Pterocles exustus","","","",NA,NA,NA,NA,NA,NA
"Spotted Sandgrouse","Pterocles senegallus","","","",NA,NA,NA,NA,NA,NA
"Black-bellied Sandgrouse","Pterocles orientalis","","","",NA,NA,NA,NA,NA,NA
"Painted Sandgrouse","Pterocles indicus","","","",NA,NA,NA,NA,NA,NA
"Great Indian Bustard","Ardeotis nigriceps","","","",NA,NA,NA,NA,NA,NA
"Macqueen's Bustard","Chlamydotis macqueenii","","","",NA,NA,NA,NA,NA,NA
"Bengal Florican","Houbaropsis bengalensis","","","",NA,NA,NA,NA,NA,NA
"Lesser Florican","Sypheotides indicus","","","",NA,NA,NA,NA,NA,NA
"Little Bustard","Tetrax tetrax","","","",NA,NA,NA,NA,NA,NA
"Andaman Coucal","Centropus andamanensis","","","",NA,NA,NA,NA,NA,NA
"Greater Coucal","Centropus sinensis","","","",NA,NA,NA,NA,NA,NA
"Lesser Coucal","Centropus bengalensis","","","",NA,NA,NA,NA,NA,NA
"Sirkeer Malkoha","Taccocua leschenaultii","","","",NA,NA,NA,NA,NA,NA
"Blue-faced Malkoha","Phaenicophaeus viridirostris","","","",NA,NA,NA,NA,NA,NA
"Green-billed Malkoha","Phaenicophaeus tristis","","","",NA,NA,NA,NA,NA,NA
"Chestnut-winged Cuckoo","Clamator coromandus","","","",NA,NA,NA,NA,NA,NA
"Pied Cuckoo","Clamator jacobinus","","","",NA,NA,NA,NA,NA,NA
"Asian Koel","Eudynamys scolopaceus","","","X",7,0.142857142857143,0.469387755102041,0.571428571428571,2.28571428571429,1.10827192812354
"Asian Emerald Cuckoo","Chrysococcyx maculatus","","","",NA,NA,NA,NA,NA,NA
"Violet Cuckoo","Chrysococcyx xanthorhynchus","","","",NA,NA,NA,NA,NA,NA
"Horsfield's Bronze-Cuckoo","Chrysococcyx basalis","","","",NA,NA,NA,NA,NA,NA
"Banded Bay Cuckoo","Cacomantis sonneratii","","","",NA,NA,NA,NA,NA,NA
"Plaintive Cuckoo","Cacomantis merulinus","","","",NA,NA,NA,NA,NA,NA
"Gray-bellied Cuckoo","Cacomantis passerinus","","","X",3,0.333333333333333,0.333333333333333,0.333333333333333,2.66666666666667,0.653333333333333
"Fork-tailed Drongo-Cuckoo","Surniculus dicruroides","","","",NA,NA,NA,NA,NA,NA
"Square-tailed Drongo-Cuckoo","Surniculus lugubris","","","",NA,NA,NA,NA,NA,NA
"Large Hawk-Cuckoo","Hierococcyx sparverioides","","","",NA,NA,NA,NA,NA,NA
"Common Hawk-Cuckoo","Hierococcyx varius","","","",NA,NA,NA,NA,NA,NA
"Hodgson's Hawk-Cuckoo","Hierococcyx nisicolor","","","",NA,NA,NA,NA,NA,NA
"Lesser Cuckoo","Cuculus poliocephalus","","","",NA,NA,NA,NA,NA,NA
"Indian Cuckoo","Cuculus micropterus","","","",NA,NA,NA,NA,NA,NA
"Himalayan Cuckoo","Cuculus saturatus","","","",NA,NA,NA,NA,NA,NA
"Common Cuckoo","Cuculus canorus","","","",NA,NA,NA,NA,NA,NA
"Sri Lanka Frogmouth","Batrachostomus moniliger","","","",NA,NA,NA,NA,NA,NA
"Hodgson's Frogmouth","Batrachostomus hodgsoni","","","",NA,NA,NA,NA,NA,NA
"Great Eared-Nightjar","Lyncornis macrotis","","","",NA,NA,NA,NA,NA,NA
"Jungle Nightjar","Caprimulgus indicus","","","",NA,NA,NA,NA,NA,NA
"Gray Nightjar","Caprimulgus jotaka","","","",NA,NA,NA,NA,NA,NA
"Eurasian Nightjar","Caprimulgus europaeus","","","",NA,NA,NA,NA,NA,NA
"Sykes's Nightjar","Caprimulgus mahrattensis","","","",NA,NA,NA,NA,NA,NA
"Large-tailed Nightjar","Caprimulgus macrurus","","","",NA,NA,NA,NA,NA,NA
"Andaman Nightjar","Caprimulgus andamanicus","","","",NA,NA,NA,NA,NA,NA
"Jerdon's Nightjar","Caprimulgus atripennis","","","",NA,NA,NA,NA,NA,NA
"Indian Nightjar","Caprimulgus asiaticus","","","",NA,NA,NA,NA,NA,NA
"Savanna Nightjar","Caprimulgus affinis","","","",NA,NA,NA,NA,NA,NA
"White-rumped Needletail","Zoonavena sylvatica","","","",NA,NA,NA,NA,NA,NA
"White-throated Needletail","Hirundapus caudacutus","","","",NA,NA,NA,NA,NA,NA
"Silver-backed Needletail","Hirundapus cochinchinensis","","","",NA,NA,NA,NA,NA,NA
"Brown-backed Needletail","Hirundapus giganteus","","","",NA,NA,NA,NA,NA,NA
"Plume-toed Swiftlet","Collocalia affinis","","","",NA,NA,NA,NA,NA,NA
"Indian Swiftlet","Aerodramus unicolor","","","",NA,NA,NA,NA,NA,NA
"Himalayan Swiftlet","Aerodramus brevirostris","","","",NA,NA,NA,NA,NA,NA
"White-nest Swiftlet","Aerodramus fuciphagus","","","",NA,NA,NA,NA,NA,NA
"Alpine Swift","Apus melba","","","",NA,NA,NA,NA,NA,NA
"Common Swift","Apus apus","","","",NA,NA,NA,NA,NA,NA
"Pacific Swift","Apus pacificus","","","",NA,NA,NA,NA,NA,NA
"Blyth's Swift","Apus leuconyx","","","",NA,NA,NA,NA,NA,NA
"Dark-rumped Swift","Apus acuticauda","","","",NA,NA,NA,NA,NA,NA
"Little Swift","Apus affinis","","","",5,0.2,1,NA,1.8,0.733364847807693
"House Swift","Apus nipalensis","","","",NA,NA,NA,NA,NA,NA
"Asian Palm Swift","Cypsiurus balasiensis","","","",NA,NA,NA,NA,NA,NA
"Crested Treeswift","Hemiprocne coronata","","","",NA,NA,NA,NA,NA,NA
"Water Rail","Rallus aquaticus","","","",NA,NA,NA,NA,NA,NA
"Brown-cheeked Rail","Rallus indicus","","","",NA,NA,NA,NA,NA,NA
"Corn Crake","Crex crex","","","",NA,NA,NA,NA,NA,NA
"Slaty-breasted Rail","Lewinia striata","","","",NA,NA,NA,NA,NA,NA
"Spotted Crake","Porzana porzana","","","",NA,NA,NA,NA,NA,NA
"Eurasian Moorhen","Gallinula chloropus","","","",1,NA,1,NA,3,NA
"Eurasian Coot","Fulica atra","","","",NA,NA,NA,NA,NA,NA
"Gray-headed Swamphen","Porphyrio poliocephalus","","","",NA,NA,NA,NA,NA,NA
"White-browed Crake","Poliolimnas cinereus","","","",NA,NA,NA,NA,NA,NA
"Watercock","Gallicrex cinerea","","","",NA,NA,NA,NA,NA,NA
"White-breasted Waterhen","Amaurornis phoenicurus","","","",7,0.142857142857143,0.183673469387755,0.142857142857143,2.42857142857143,1.03511674059821
"Andaman Crake","Rallina canningi","","","",NA,NA,NA,NA,NA,NA
"Red-legged Crake","Rallina fasciata","","","",NA,NA,NA,NA,NA,NA
"Slaty-legged Crake","Rallina eurizonoides","","","",NA,NA,NA,NA,NA,NA
"Ruddy-breasted Crake","Zapornia fusca","","","",NA,NA,NA,NA,NA,NA
"Brown Crake","Zapornia akool","","","",NA,NA,NA,NA,NA,NA
"Little Crake","Zapornia parva","","","",NA,NA,NA,NA,NA,NA
"Baillon's Crake","Zapornia pusilla","","","",NA,NA,NA,NA,NA,NA
"Black-tailed Crake","Zapornia bicolor","","","",NA,NA,NA,NA,NA,NA
"Masked Finfoot","Heliopais personatus","","","",NA,NA,NA,NA,NA,NA
"Demoiselle Crane","Anthropoides virgo","","","",NA,NA,NA,NA,NA,NA
"Siberian Crane","Leucogeranus leucogeranus","","","",NA,NA,NA,NA,NA,NA
"Sarus Crane","Antigone antigone","","","",NA,NA,NA,NA,NA,NA
"Common Crane","Grus grus","","","",NA,NA,NA,NA,NA,NA
"Black-necked Crane","Grus nigricollis","","","",NA,NA,NA,NA,NA,NA
"Indian Thick-knee","Burhinus indicus","","","",NA,NA,NA,NA,NA,NA
"Great Thick-knee","Esacus recurvirostris","","","",NA,NA,NA,NA,NA,NA
"Beach Thick-knee","Esacus magnirostris","","","",NA,NA,NA,NA,NA,NA
"Black-winged Stilt","Himantopus himantopus","","","",1,NA,1,NA,2,NA
"Pied Avocet","Recurvirostra avosetta","","","",NA,NA,NA,NA,NA,NA
"Ibisbill","Ibidorhyncha struthersii","","","",NA,NA,NA,NA,NA,NA
"Eurasian Oystercatcher","Haematopus ostralegus","","","",NA,NA,NA,NA,NA,NA
"Black-bellied Plover","Pluvialis squatarola","","","",4,0.75,0.5,1,3.25,1.23313962442756
"European Golden-Plover","Pluvialis apricaria","","","",NA,NA,NA,NA,NA,NA
"American Golden-Plover","Pluvialis dominica","","","",NA,NA,NA,NA,NA,NA
"Pacific Golden-Plover","Pluvialis fulva","","","",5,0.6,0.314285714285714,0.8,2.8,1.30011691781932
"Northern Lapwing","Vanellus vanellus","","","",NA,NA,NA,NA,NA,NA
"River Lapwing","Vanellus duvaucelii","","","",NA,NA,NA,NA,NA,NA
"Yellow-wattled Lapwing","Vanellus malabaricus","","","",NA,NA,NA,NA,NA,NA
"Gray-headed Lapwing","Vanellus cinereus","","","",NA,NA,NA,NA,NA,NA
"Red-wattled Lapwing","Vanellus indicus","","","",NA,NA,NA,NA,NA,NA
"Sociable Lapwing","Vanellus gregarius","","","",NA,NA,NA,NA,NA,NA
"White-tailed Lapwing","Vanellus leucurus","","","",NA,NA,NA,NA,NA,NA
"Lesser Sand-Plover","Charadrius mongolus","","","",7,0.571428571428571,0.303571428571429,0.571428571428571,2.28571428571429,1.10827192812354
"Greater Sand-Plover","Charadrius leschenaultii","","","",NA,NA,NA,NA,NA,NA
"Caspian Plover","Charadrius asiaticus","","","",NA,NA,NA,NA,NA,NA
"Kentish Plover","Charadrius alexandrinus","","","X",2,0.5,NA,NA,2.5,0.98
"Common Ringed Plover","Charadrius hiaticula","","","",NA,NA,NA,NA,NA,NA
"Long-billed Plover","Charadrius placidus","","","",NA,NA,NA,NA,NA,NA
"Little Ringed Plover","Charadrius dubius","","","",NA,NA,NA,NA,NA,NA
"Oriental Plover","Charadrius veredus","","","",NA,NA,NA,NA,NA,NA
"Greater Painted-Snipe","Rostratula benghalensis","","","",NA,NA,NA,NA,NA,NA
"Pheasant-tailed Jacana","Hydrophasianus chirurgus","","","",NA,NA,NA,NA,NA,NA
"Bronze-winged Jacana","Metopidius indicus","","","",NA,NA,NA,NA,NA,NA
"Whimbrel","Numenius phaeopus","","","",7,0.428571428571429,0.375,0.571428571428571,2.28571428571429,1.10827192812354
"Eurasian Curlew","Numenius arquata","","","",3,1,NA,NA,2,1.13160652761167
"Bar-tailed Godwit","Limosa lapponica","","","",NA,NA,NA,NA,NA,NA
"Black-tailed Godwit","Limosa limosa","","","",NA,NA,NA,NA,NA,NA
"Ruddy Turnstone","Arenaria interpres","","","",7,0.571428571428571,0.375,0.571428571428571,2.28571428571429,1.10827192812354
"Great Knot","Calidris tenuirostris","","","",NA,NA,NA,NA,NA,NA
"Red Knot","Calidris canutus","","","",NA,NA,NA,NA,NA,NA
"Ruff","Calidris pugnax","","","",NA,NA,NA,NA,NA,NA
"Broad-billed Sandpiper","Calidris falcinellus","","","",NA,NA,NA,NA,NA,NA
"Sharp-tailed Sandpiper","Calidris acuminata","","","",NA,NA,NA,NA,NA,NA
"Curlew Sandpiper","Calidris ferruginea","","","",NA,NA,NA,NA,NA,NA
"Temminck's Stint","Calidris temminckii","","","",NA,NA,NA,NA,NA,NA
"Long-toed Stint","Calidris subminuta","","","",NA,NA,NA,NA,NA,NA
"Spoon-billed Sandpiper","Calidris pygmaea","","","",NA,NA,NA,NA,NA,NA
"Red-necked Stint","Calidris ruficollis","","","",NA,NA,NA,NA,NA,NA
"Sanderling","Calidris alba","","","",2,0.5,NA,NA,2.5,0.98
"Dunlin","Calidris alpina","","","",NA,NA,NA,NA,NA,NA
"Little Stint","Calidris minuta","","","",2,1,NA,NA,2.5,0.98
"Buff-breasted Sandpiper","Calidris subruficollis","","","",NA,NA,NA,NA,NA,NA
"Pectoral Sandpiper","Calidris melanotos","","","",NA,NA,NA,NA,NA,NA
"Asian Dowitcher","Limnodromus semipalmatus","","","",NA,NA,NA,NA,NA,NA
"Long-billed Dowitcher","Limnodromus scolopaceus","","","",NA,NA,NA,NA,NA,NA
"Jack Snipe","Lymnocryptes minimus","","","",NA,NA,NA,NA,NA,NA
"Eurasian Woodcock","Scolopax rusticola","","","",NA,NA,NA,NA,NA,NA
"Solitary Snipe","Gallinago solitaria","","","",NA,NA,NA,NA,NA,NA
"Wood Snipe","Gallinago nemoricola","","","",NA,NA,NA,NA,NA,NA
"Great Snipe","Gallinago media","","","",NA,NA,NA,NA,NA,NA
"Common Snipe","Gallinago gallinago","","","",NA,NA,NA,NA,NA,NA
"Pin-tailed Snipe","Gallinago stenura","","","",NA,NA,NA,NA,NA,NA
"Swinhoe's Snipe","Gallinago megala","","","",NA,NA,NA,NA,NA,NA
"Terek Sandpiper","Xenus cinereus","","","",1,1,NA,NA,3,NA
"Red-necked Phalarope","Phalaropus lobatus","","","",NA,NA,NA,NA,NA,NA
"Red Phalarope","Phalaropus fulicarius","","","",NA,NA,NA,NA,NA,NA
"Common Sandpiper","Actitis hypoleucos","","","",7,0.428571428571429,0.375,0.571428571428571,2.28571428571429,1.10827192812354
"Green Sandpiper","Tringa ochropus","","","",NA,NA,NA,NA,NA,NA
"Gray-tailed Tattler","Tringa brevipes","","","",NA,NA,NA,NA,NA,NA
"Spotted Redshank","Tringa erythropus","","","",NA,NA,NA,NA,NA,NA
"Common Greenshank","Tringa nebularia","","","",5,0.6,0.44,0.8,2.8,1.30011691781932
"Nordmann's Greenshank","Tringa guttifer","","","",NA,NA,NA,NA,NA,NA
"Marsh Sandpiper","Tringa stagnatilis","","","",NA,NA,NA,NA,NA,NA
"Wood Sandpiper","Tringa glareola","","","",NA,NA,NA,NA,NA,NA
"Common Redshank","Tringa totanus","","","",1,NA,NA,NA,3,NA
"Small Buttonquail","Turnix sylvaticus","","","",NA,NA,NA,NA,NA,NA
"Yellow-legged Buttonquail","Turnix tanki","","","",NA,NA,NA,NA,NA,NA
"Barred Buttonquail","Turnix suscitator","","","",NA,NA,NA,NA,NA,NA
"Crab-Plover","Dromas ardeola","","","X",1,1,NA,NA,3,NA
"Cream-colored Courser","Cursorius cursor","","","",NA,NA,NA,NA,NA,NA
"Indian Courser","Cursorius coromandelicus","","","",NA,NA,NA,NA,NA,NA
"Jerdon's Courser","Rhinoptilus bitorquatus","","","",NA,NA,NA,NA,NA,NA
"Collared Pratincole","Glareola pratincola","","","",NA,NA,NA,NA,NA,NA
"Oriental Pratincole","Glareola maldivarum","","","",NA,NA,NA,NA,NA,NA
"Small Pratincole","Glareola lactea","","","",NA,NA,NA,NA,NA,NA
"South Polar Skua","Stercorarius maccormicki","","","",NA,NA,NA,NA,NA,NA
"Brown Skua","Stercorarius antarcticus","","","",NA,NA,NA,NA,NA,NA
"Pomarine Jaeger","Stercorarius pomarinus","","","",NA,NA,NA,NA,NA,NA
"Parasitic Jaeger","Stercorarius parasiticus","","","",NA,NA,NA,NA,NA,NA
"Long-tailed Jaeger","Stercorarius longicaudus","","","",NA,NA,NA,NA,NA,NA
"Black-legged Kittiwake","Rissa tridactyla","","","",NA,NA,NA,NA,NA,NA
"Sabine's Gull","Xema sabini","","","",NA,NA,NA,NA,NA,NA
"Slender-billed Gull","Chroicocephalus genei","","","",NA,NA,NA,NA,NA,NA
"Black-headed Gull","Chroicocephalus ridibundus","","","",NA,NA,NA,NA,NA,NA
"Brown-headed Gull","Chroicocephalus brunnicephalus","","","",NA,NA,NA,NA,NA,NA
"Little Gull","Hydrocoloeus minutus","","","",NA,NA,NA,NA,NA,NA
"Franklin's Gull","Leucophaeus pipixcan","","","",NA,NA,NA,NA,NA,NA
"White-eyed Gull","Ichthyaetus leucophthalmus","","","",NA,NA,NA,NA,NA,NA
"Sooty Gull","Ichthyaetus hemprichii","","","",NA,NA,NA,NA,NA,NA
"Pallas's Gull","Ichthyaetus ichthyaetus","","","",NA,NA,NA,NA,NA,NA
"Common Gull","Larus canus","","","",NA,NA,NA,NA,NA,NA
"Herring Gull","Larus argentatus","","","",NA,NA,NA,NA,NA,NA
"Caspian Gull","Larus cachinnans","","","",NA,NA,NA,NA,NA,NA
"Lesser Black-backed Gull","Larus fuscus","","","",NA,NA,NA,NA,NA,NA
"Brown Noddy","Anous stolidus","","","",4,0.5,0.375,0.25,1.75,0.938278565601211
"Black Noddy","Anous minutus","","","",NA,NA,NA,NA,NA,NA
