"eBird.English.Name.2024","eBird.Scientific.Name.2024","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","proj2025.lci","proj2025.mean","proj2025.rci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","rangelci","rangemean","rangerci","SoIB.Latest.Long.Term.Status","SoIB.Latest.Current.Status","SoIB.Latest.Range.Status","SoIB.Latest.Priority.Status","SoIB.Major.Update.Long.Term.Status","SoIB.Major.Update.Current.Status","SoIB.Major.Update.Range.Status","SoIB.Major.Update.Priority.Status"
"Greater Racket-tailed Drongo","Dicrurus paradiseus","grtdro1","Passeriformes","Dicruridae (Drongos)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Greater Racket-tailed Drongo","Dicrurus paradiseus","Greater Racquet-tailed Drongo","Dicrurus paradiseus","Least Concern","Schedule-II","","",NA,"","","X",21,0.0476190476190476,0.380952380952381,0.904761904761905,13.3333333333333,3.23289206610909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9702,9748,9794,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Black-naped Monarch","Hypothymis azurea","blnmon1","Passeriformes","Monarchidae (Monarch Flycatchers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Within-India Migrant",NA,NA,NA,"Black-naped Monarch","Hypothymis azurea","Black-naped Monarch","Hypothymis azurea","Least Concern","Schedule-II","","",NA,"","","X",18,0.0555555555555556,0.402777777777778,0.555555555555556,17.8888888888889,2.48978088590949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318,14394,14470,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Amur Paradise-Flycatcher","Terpsiphone incei","amupaf1","Passeriformes","Monarchidae (Monarch Flycatchers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Winter Migrant",NA,1,NA,"Amur Paradise-Flycatcher","Terpsiphone incei","Chinese Paradise-flycatcher","Terpsiphone incei","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blyth's Paradise-Flycatcher","Terpsiphone affinis","blypaf1","Passeriformes","Monarchidae (Monarch Flycatchers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Summer Migrant",NA,NA,NA,"Blyth's Paradise-Flycatcher","Terpsiphone affinis","Oriental Paradise-flycatcher","Terpsiphone affinis","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indian Paradise-Flycatcher","Terpsiphone paradisi","aspfly1","Passeriformes","Monarchidae (Monarch Flycatchers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Within-India Migrant",1,NA,NA,"Indian Paradise-Flycatcher","Terpsiphone paradisi","Indian Paradise-flycatcher","Terpsiphone paradisi","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",65,0.107692307692308,0.471153846153846,0.569230769230769,13.4923076923077,1.44025064797558,74.2393183545776,98.3566218925354,130.737315035977,72.7989236128998,100.429322079972,139.144875401565,71.3343770802091,102.567275705373,148.288968289227,69.8713612918907,104.772792194238,158.190738552944,68.4253710169855,107.048274506752,168.885641426935,67.0058931647436,109.396223217855,180.419590551077,65.6187447373382,111.819240790034,192.84697732135,-12.8767280066564,33.300935509438,100.858104476164,-1.87583514642852,2.33171921734599,6.53927358112049,42384,42472,42560,"Trend Inconclusive","Trend Inconclusive",NA,"Low","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Tiger Shrike","Lanius tigrinus","tigshr1","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Uncertain",NA,1,NA,"Tiger Shrike","Lanius tigrinus","Tiger Shrike","Lanius tigrinus","Least Concern","Recent addition","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red-backed Shrike","Lanius collurio","rebshr1","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Passage Migrant",NA,NA,NA,"Red-backed Shrike","Lanius collurio","Red-backed Shrike","Lanius collurio","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red-tailed Shrike","Lanius phoenicuroides","rutshr2","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Passage Migrant",NA,NA,NA,"Red-tailed Shrike","Lanius phoenicuroides","Red-tailed Shrike","Lanius phoenicuroides","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isabelline Shrike","Lanius isabellinus","isashr1","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Winter Migrant",NA,NA,NA,"Isabelline Shrike","Lanius isabellinus","Isabelline Shrike","Lanius isabellinus","Least Concern","Schedule-II","","",NA,"","","X",1,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,989,1030,1071,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Brown Shrike","Lanius cristatus","brnshr","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Winter Migrant",NA,NA,NA,"Brown Shrike","Lanius cristatus","Brown Shrike","Lanius cristatus","Least Concern","Schedule-II","","",NA,"","","X",24,0.0416666666666667,0.286458333333333,0.583333333333333,16.7916666666667,2.45207038124712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23484,23557,23630,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Burmese Shrike","Lanius collurioides","burshr1","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Burmese Shrike","Lanius collurioides","Burmese Shrike","Lanius collurioides","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bay-backed Shrike","Lanius vittatus","babshr1","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Resident & Local Migrant",1,NA,NA,"Bay-backed Shrike","Lanius vittatus","Bay-backed Shrike","Lanius vittatus","Least Concern","Schedule-II","","",NA,"X","X","X",24,0.208333333333333,0.380208333333333,0.5,17.6666666666667,1.95881606754525,225.01926344157,595.26446009651,1644.11853021021,206.611545257198,631.388645988774,2045.06505854155,189.250714687908,671.03041661228,2568.47102737717,173.120623865446,714.583818517994,3254.64122849377,158.267855859444,762.494051032036,4159.5701564687,144.666941575323,815.264761711846,5361.44532434706,132.255695599223,873.466470643051,6970.22866151303,-88.0590164848029,-69.6644434056721,-23.831006355584,-7.1736573933477,0.296731674089615,7.76712074152693,17789,17874,17959,"Trend Inconclusive","Trend Inconclusive",NA,"Low","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Long-tailed Shrike","Lanius schach","lotshr1","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Resident & Within-India Migrant",NA,NA,NA,"Long-tailed Shrike","Lanius schach","Long-tailed Shrike","Lanius schach","Least Concern","Schedule-II","","",NA,"","","X",84,0.178571428571429,0.535714285714286,0.761904761904762,11.9880952380952,1.30589083393186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47151,47235,47319,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-backed Shrike","Lanius tephronotus","gybshr1","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Grey-backed Shrike","Lanius tephronotus","Grey-backed Shrike","Lanius tephronotus","Least Concern","Schedule-II","","",NA,"","","X",24,0.125,0.28125,0.333333333333333,17.2916666666667,2.21497208300746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18804,18961,19118,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Great Gray Shrike","Lanius excubitor","norshr1","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Grassland","Resident & Winter Migrant",1,NA,NA,"Great Grey Shrike","Lanius excubitor","Great Grey Shrike","Lanius excubitor","Least Concern","Schedule-II","","",NA,"","","X",1,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2100,2136,2172,"Insufficient Data","Insufficient Data",NA,"High","Insufficient Data","Insufficient Data",NA,"Low"
"Lesser Gray Shrike","Lanius minor","legshr2","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Grassland","Uncertain",NA,1,NA,"Lesser Grey Shrike","Lanius minor","Lesser Grey Shrike","Lanius minor","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Giant Shrike","Lanius giganteus","chgshr3","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Uncertain",NA,1,NA,"Giant Shrike","Lanius giganteus","Giant Grey Shrike","Lanius giganteus","Least Concern","Recent addition","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Masked Shrike","Lanius nubicus","masshr1","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Uncertain",NA,1,NA,"Masked Shrike","Lanius nubicus","Masked Shrike","Lanius nubicus","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woodchat Shrike","Lanius senator","wooshr1","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Uncertain",NA,1,NA,"Woodchat Shrike","Lanius senator","Woodchat Shrike","Lanius senator","Near Threatened","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasian Jay","Garrulus glandarius","eurjay1","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Eurasian Jay","Garrulus glandarius","Eurasian Jay","Garrulus glandarius","Least Concern","Schedule-II","","",NA,"","","X",61,0.147540983606557,0.448770491803279,0.573770491803279,11.9016393442623,1.66128701393999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37258,37389,37520,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Black-headed Jay","Garrulus lanceolatus","blhjay1","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","Yes","Western Himalayas","Forest & Plantation","Resident & Altitudinal Migrant",NA,NA,NA,"Black-headed Jay","Garrulus lanceolatus","Black-headed Jay","Garrulus lanceolatus","Least Concern","Schedule-II","","",NA,"X","X","X",62,0.17741935483871,0.536290322580645,0.67741935483871,11.5161290322581,1.5481171278838,85.0521593916051,108.56346422115,139.086418381001,82.5627292761915,109.15840216726,145.020979617094,80.1046931091467,109.791518471694,151.412002558817,77.7018279645205,110.463469130915,158.251930999196,75.3672608479347,111.174953156959,165.54578892675,73.1079343338603,111.926713797766,173.30681047767,70.9270894655135,112.719539834652,181.554063367265,-54.3290284500785,-24.8752246016112,26.329463511313,-3.45714216126642,0.452472441795661,4.36208704485775,36926,37024,37122,"Trend Inconclusive","Trend Inconclusive",NA,"Low","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Yellow-billed Blue-Magpie","Urocissa flavirostris","gobmag1","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","Yes","Himalayas","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Yellow-billed Blue-Magpie","Urocissa flavirostris","Yellow-billed Blue Magpie","Urocissa flavirostris","Least Concern","Schedule-II","","",NA,"X","X","X",55,0.0727272727272727,0.393181818181818,0.490909090909091,11.4909090909091,1.62827521666517,71.4152386640372,97.5702143516445,134.055601040289,67.8236129394872,96.9134078404982,139.505037401528,64.3754546724152,96.3050651028695,145.43533465884,61.0897141953502,95.7443679884526,151.833097083304,57.9729319488243,95.2305673638688,158.700687962479,55.0247959624711,94.7629813904184,166.050708234538,52.2411889536223,94.3409939553121,173.903009809578,-70.1104532941131,-31.1003157803472,66.100098892097,-4.95951203481806,-0.764586243571703,3.43033954767466,33903,34012,34121,"Trend Inconclusive","Trend Inconclusive",NA,"Low","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Red-billed Blue-Magpie","Urocissa erythroryncha","rbbmag","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Red-billed Blue-Magpie","Urocissa erythroryncha","Red-billed Blue Magpie","Urocissa erythroryncha","Least Concern","Schedule-II","","",NA,"","","X",80,0.2,0.5796875,0.7375,11.95,1.38017186601772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48288,48452,48616,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Common Green-Magpie","Cissa chinensis","gremag1","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Common Green-Magpie","Cissa chinensis","Common Green Magpie","Cissa chinensis","Least Concern","Schedule-II","","",NA,"","","X",14,0.214285714285714,0.589285714285714,0.571428571428571,16.3571428571429,3.41099128384426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16804,16951,17098,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Rufous Treepie","Dendrocitta vagabunda","ruftre2","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Non-specialized","Resident",1,NA,NA,"Rufous Treepie","Dendrocitta vagabunda","Rufous Treepie","Dendrocitta vagabunda","Least Concern","Schedule-II","","",NA,"X","X","X",47,0.191489361702128,0.638297872340426,0.829787234042553,13.5106382978723,1.93157453590831,57.030530151343,74.0186799632286,96.4668363115148,53.9680302710403,72.7223372745132,98.5286808182169,51.0478947608283,71.4806671032532,100.789844735687,48.2796616431591,70.2916959001422,103.230488623394,45.6646669412985,69.1535506710255,105.840609677969,43.1998238031823,68.0644541589204,108.616184749615,40.8796816019442,67.0227203055201,111.557044158535,-41.5259869736421,2.998035184377,86.353990037919,-5.84760982935445,-1.84613620310382,2.15533742314681,29888,29919,29950,"Trend Inconclusive","Trend Inconclusive",NA,"Low","Stable","Trend Inconclusive",NA,"Low"
"Gray Treepie","Dendrocitta formosae","grytre1","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Grey Treepie","Dendrocitta formosae","Grey Treepie","Dendrocitta formosae","Least Concern","Schedule-II","","",NA,"","","X",79,0.139240506329114,0.579113924050633,0.759493670886076,12.3291139240506,1.33516810477593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49260,49358,49456,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"White-bellied Treepie","Dendrocitta leucogastra","whbtre1","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","Yes","Yes","No","Western Ghats","Forest","Resident",NA,NA,NA,"White-bellied Treepie","Dendrocitta leucogastra","White-bellied Treepie","Dendrocitta leucogastra","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",NA,NA,NA,NA
"Collared Treepie","Dendrocitta frontalis","coltre1","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Collared Treepie","Dendrocitta frontalis","Collared Treepie","Dendrocitta frontalis","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"Andaman Treepie","Dendrocitta bayleii","andtre1","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","Yes","Yes","No","Andaman Islands","Forest","Resident",NA,NA,1,"Andaman Treepie","Dendrocitta bayleii","Andaman Treepie","Dendrocitta bayleii","Vulnerable","Schedule-I","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",NA,NA,NA,NA
"Black-rumped Magpie","Pica bottanensis","eurmag6","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Alpine & Cold Desert","Uncertain",NA,NA,NA,"Black-rumped Magpie","Pica bottanensis","","","Not recognized","Recent addition","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasian Magpie","Pica pica","eurmag1","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Alpine & Cold Desert","Resident",NA,NA,NA,"Eurasian Magpie","Pica pica","Eurasian Magpie","Pica pica","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southern Nutcracker","Nucifraga hemispila","eurnut4","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Spotted Nutcracker","Nucifraga hemispila","Southern Nutcracker","Nucifraga hemispila","Least Concern","Schedule-II","","",NA,"","","X",33,0.0303030303030303,0.291666666666667,0.545454545454545,10.3636363636364,2.19104475878204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26109,26294,26479,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Kashmir Nutcracker","Nucifraga multipunctata","sponut1","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","Yes","Western Himalayas","Forest","Resident",NA,NA,NA,"Kashmir Nutcracker","Nucifraga multipunctata","Large-spotted Nutcracker","Nucifraga multipunctata","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"Red-billed Chough","Pyrrhocorax pyrrhocorax","rebcho1","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Alpine & Cold Desert","Resident & Altitudinal Migrant",NA,NA,NA,"Red-billed Chough","Pyrrhocorax pyrrhocorax","Red-billed Chough","Pyrrhocorax pyrrhocorax","Least Concern","Schedule-II","","",NA,"","","X",31,0.161290322580645,0.298387096774194,0.387096774193548,9.38709677419355,2.37485645256902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20916,21008,21100,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Yellow-billed Chough","Pyrrhocorax graculus","yebcho1","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Alpine & Cold Desert","Resident & Altitudinal Migrant",NA,NA,NA,"Yellow-billed Chough","Pyrrhocorax graculus","Yellow-billed Chough","Pyrrhocorax graculus","Least Concern","Schedule-II","","",NA,"","","X",33,0.121212121212121,0.306818181818182,0.393939393939394,9.72727272727273,2.41300442563347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25122,25248,25374,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Jackdaw","Coloeus monedula","eurjac","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Eurasian Jackdaw","Coloeus monedula","Eurasian Jackdaw","Corvus monedula","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
