"eBird.English.Name.2024","SoIB.Major.Update.Long.Term.Status","SoIB.Major.Update.Current.Status","SoIB.Major.Update.Range.Status","SoIB.Major.Update.Priority.Status"
"Red-breasted Merganser",NA,NA,NA,NA
"White-headed Duck",NA,NA,NA,NA
"Nicobar Megapode",NA,NA,NA,NA
"Hill Partridge","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Chestnut-breasted Partridge",NA,NA,NA,NA
"Rufous-throated Partridge","Insufficient Data","Insufficient Data",NA,"Low"
"White-cheeked Partridge",NA,NA,NA,NA
"Snow Partridge",NA,NA,NA,NA
"Blood Pheasant",NA,NA,NA,NA
"Western Tragopan","Insufficient Data","Insufficient Data",NA,"High"
"Satyr Tragopan","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Blyth's Tragopan",NA,NA,NA,NA
"Temminck's Tragopan",NA,NA,NA,NA
"Himalayan Monal","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Sclater's Monal",NA,NA,NA,NA
"Koklass Pheasant","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Tibetan Partridge",NA,NA,NA,NA
"Mrs. Hume's Pheasant",NA,NA,NA,NA
"Cheer Pheasant","Insufficient Data","Insufficient Data",NA,"High"
"Kalij Pheasant","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Peafowl","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Green Peafowl",NA,NA,NA,NA
"Red Spurfowl",NA,NA,NA,NA
"Painted Spurfowl",NA,NA,NA,NA
"Gray Peacock-Pheasant",NA,NA,NA,NA
"Mountain Bamboo-Partridge",NA,NA,NA,NA
"Red Junglefowl","Insufficient Data","Insufficient Data",NA,"Low"
"Gray Junglefowl",NA,NA,NA,NA
"Gray Francolin","Insufficient Data","Insufficient Data",NA,"Low"
"Swamp Francolin","Insufficient Data","Insufficient Data",NA,"High"
"Chinese Francolin",NA,NA,NA,NA
"Black Francolin","Decline","Trend Inconclusive",NA,"Moderate"
"Painted Francolin",NA,NA,NA,NA
"Tibetan Snowcock",NA,NA,NA,NA
"Himalayan Snowcock","Insufficient Data","Insufficient Data",NA,"Moderate"
"Blue-breasted Quail",NA,NA,NA,NA
"Common Quail",NA,NA,NA,NA
"Japanese Quail",NA,NA,NA,NA
"Rain Quail",NA,NA,NA,NA
"Chukar","Insufficient Data","Insufficient Data",NA,"Low"
"Jungle Bush-Quail","Insufficient Data","Insufficient Data",NA,"Moderate"
"Rock Bush-Quail",NA,NA,NA,NA
"Painted Bush-Quail",NA,NA,NA,NA
"Manipur Bush-Quail",NA,NA,NA,NA
"Himalayan Quail","Insufficient Data","Insufficient Data",NA,"High"
"Greater Flamingo",NA,NA,NA,NA
"Lesser Flamingo",NA,NA,NA,NA
"Little Grebe","Insufficient Data","Insufficient Data",NA,"Low"
"Horned Grebe",NA,NA,NA,NA
"Red-necked Grebe",NA,NA,NA,NA
"Great Crested Grebe","Insufficient Data","Insufficient Data",NA,"Low"
"Eared Grebe",NA,NA,NA,NA
"Rock Pigeon","Insufficient Data","Insufficient Data",NA,"Low"
"Hill Pigeon","Insufficient Data","Insufficient Data",NA,"Low"
"Snow Pigeon","Insufficient Data","Insufficient Data",NA,"Low"
"Yellow-eyed Pigeon",NA,NA,NA,NA
"Common Wood-Pigeon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Speckled Wood-Pigeon","Insufficient Data","Insufficient Data",NA,"Low"
"Ashy Wood-Pigeon","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Nilgiri Wood-Pigeon",NA,NA,NA,NA
"Pale-capped Pigeon",NA,NA,NA,NA
"Andaman Wood-Pigeon",NA,NA,NA,NA
"European Turtle-Dove",NA,NA,NA,NA
"Oriental Turtle-Dove","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Collared-Dove","Insufficient Data","Insufficient Data",NA,"Low"
"Red Collared-Dove","Insufficient Data","Insufficient Data",NA,"Low"
"Spotted Dove","Insufficient Data","Insufficient Data",NA,"Low"
"Laughing Dove","Insufficient Data","Insufficient Data",NA,"Low"
"Barred Cuckoo-Dove",NA,NA,NA,NA
"Andaman Cuckoo-Dove",NA,NA,NA,NA
"Namaqua Dove",NA,NA,NA,NA
"Asian Emerald Dove","Insufficient Data","Insufficient Data",NA,"Low"
"Nicobar Pigeon",NA,NA,NA,NA
"Orange-breasted Green-Pigeon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Gray-fronted Green-Pigeon",NA,NA,NA,NA
"Andaman Green-Pigeon",NA,NA,NA,NA
"Ashy-headed Green-Pigeon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Thick-billed Green-Pigeon",NA,NA,NA,NA
"Yellow-footed Green-Pigeon","Insufficient Data","Insufficient Data",NA,"Low"
"Pin-tailed Green-Pigeon","Insufficient Data","Insufficient Data",NA,"Low"
"Wedge-tailed Green-Pigeon","Insufficient Data","Insufficient Data",NA,"Low"
"Green Imperial-Pigeon",NA,NA,NA,NA
"Nicobar Imperial-Pigeon",NA,NA,NA,NA
"Malabar Imperial-Pigeon",NA,NA,NA,NA
"Mountain Imperial-Pigeon",NA,NA,NA,NA
"Pied Imperial-Pigeon",NA,NA,NA,NA
"Tibetan Sandgrouse",NA,NA,NA,NA
"Pallas's Sandgrouse",NA,NA,NA,NA
"Pin-tailed Sandgrouse",NA,NA,NA,NA
"Chestnut-bellied Sandgrouse",NA,NA,NA,NA
"Spotted Sandgrouse",NA,NA,NA,NA
"Black-bellied Sandgrouse",NA,NA,NA,NA
"Painted Sandgrouse",NA,NA,NA,NA
"Great Indian Bustard",NA,NA,NA,NA
"Asian Houbara",NA,NA,NA,NA
"Bengal Florican",NA,NA,NA,NA
"Lesser Florican",NA,NA,NA,NA
"Little Bustard",NA,NA,NA,NA
"Andaman Coucal",NA,NA,NA,NA
"Greater Coucal","Rapid Increase","Trend Inconclusive",NA,"Low"
"Lesser Coucal","Insufficient Data","Insufficient Data",NA,"Low"
"Sirkeer Malkoha","Insufficient Data","Insufficient Data",NA,"Moderate"
"Blue-faced Malkoha",NA,NA,NA,NA
"Green-billed Malkoha","Insufficient Data","Insufficient Data",NA,"Low"
"Chestnut-winged Cuckoo","Insufficient Data","Insufficient Data",NA,"Moderate"
"Pied Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Asian Koel","Trend Inconclusive","Stable",NA,"Low"
"Asian Emerald Cuckoo",NA,NA,NA,NA
"Violet Cuckoo",NA,NA,NA,NA
"Horsfield's Bronze-Cuckoo",NA,NA,NA,NA
"Banded Bay Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Plaintive Cuckoo",NA,NA,NA,NA
"Gray-bellied Cuckoo","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Fork-tailed Drongo-Cuckoo",NA,NA,NA,NA
"Square-tailed Drongo-Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Large Hawk-Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Common Hawk-Cuckoo","Stable","Trend Inconclusive",NA,"Low"
"Hodgson's Hawk-Cuckoo",NA,NA,NA,NA
"Lesser Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Himalayan Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Common Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Sri Lanka Frogmouth",NA,NA,NA,NA
"Hodgson's Frogmouth",NA,NA,NA,NA
"Great Eared-Nightjar",NA,NA,NA,NA
"Jungle Nightjar",NA,NA,NA,NA
"Gray Nightjar",NA,NA,NA,NA
"Eurasian Nightjar",NA,NA,NA,NA
"Sykes's Nightjar",NA,NA,NA,NA
"Large-tailed Nightjar",NA,NA,NA,NA
"Andaman Nightjar",NA,NA,NA,NA
"Jerdon's Nightjar",NA,NA,NA,NA
"Indian Nightjar",NA,NA,NA,NA
"Savanna Nightjar",NA,NA,NA,NA
"White-rumped Spinetail","Insufficient Data","Insufficient Data",NA,"Moderate"
"White-throated Needletail",NA,NA,NA,NA
"Silver-backed Needletail",NA,NA,NA,NA
"Brown-backed Needletail",NA,NA,NA,NA
"Plume-toed Swiftlet",NA,NA,NA,NA
"Indian Swiftlet",NA,NA,NA,NA
"Himalayan Swiftlet","Insufficient Data","Insufficient Data",NA,"Low"
"White-nest Swiftlet",NA,NA,NA,NA
"Alpine Swift","Insufficient Data","Insufficient Data",NA,"Low"
"Common Swift",NA,NA,NA,NA
"Pacific Swift",NA,NA,NA,NA
"Blyth's Swift","Insufficient Data","Insufficient Data",NA,"Moderate"
"Dark-rumped Swift",NA,NA,NA,NA
"Little Swift","Insufficient Data","Insufficient Data",NA,"Low"
"House Swift",NA,NA,NA,NA
"Asian Palm Swift","Insufficient Data","Insufficient Data",NA,"Low"
"Crested Treeswift","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Water Rail",NA,NA,NA,NA
"Brown-cheeked Rail",NA,NA,NA,NA
"Corn Crake",NA,NA,NA,NA
"Slaty-breasted Rail",NA,NA,NA,NA
"Spotted Crake",NA,NA,NA,NA
"Eurasian Moorhen","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Coot","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-headed Swamphen","Insufficient Data","Insufficient Data",NA,"Low"
"White-browed Crake",NA,NA,NA,NA
"Watercock","Insufficient Data","Insufficient Data",NA,"Low"
"White-breasted Waterhen","Insufficient Data","Insufficient Data",NA,"Low"
"Andaman Crake",NA,NA,NA,NA
"Red-legged Crake",NA,NA,NA,NA
"Slaty-legged Crake",NA,NA,NA,NA
"Ruddy-breasted Crake","Insufficient Data","Insufficient Data",NA,"Low"
"Brown Crake","Insufficient Data","Insufficient Data",NA,"Low"
"Little Crake",NA,NA,NA,NA
"Baillon's Crake","Insufficient Data","Insufficient Data",NA,"Low"
"Black-tailed Crake",NA,NA,NA,NA
"Masked Finfoot",NA,NA,NA,NA
"Demoiselle Crane","Insufficient Data","Insufficient Data",NA,"Low"
"Siberian Crane",NA,NA,NA,NA
"Sarus Crane","Insufficient Data","Insufficient Data",NA,"Moderate"
"Common Crane","Insufficient Data","Insufficient Data",NA,"Low"
"Black-necked Crane",NA,NA,NA,NA
"Indian Thick-knee","Insufficient Data","Trend Inconclusive",NA,"Low"
"Great Thick-knee","Insufficient Data","Insufficient Data",NA,"Moderate"
"Beach Thick-knee",NA,NA,NA,NA
"Black-winged Stilt","Insufficient Data","Insufficient Data",NA,"Low"
"Pied Avocet","Insufficient Data","Insufficient Data",NA,"Low"
"Ibisbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"Eurasian Oystercatcher",NA,NA,NA,NA
"Black-bellied Plover",NA,NA,NA,NA
"European Golden-Plover",NA,NA,NA,NA
"American Golden-Plover",NA,NA,NA,NA
"Pacific Golden-Plover",NA,NA,NA,NA
"Northern Lapwing","Insufficient Data","Insufficient Data",NA,"Moderate"
"River Lapwing","Insufficient Data","Insufficient Data",NA,"Moderate"
"Yellow-wattled Lapwing","Insufficient Data","Trend Inconclusive",NA,"Low"
"Gray-headed Lapwing","Insufficient Data","Insufficient Data",NA,"Low"
"Red-wattled Lapwing","Insufficient Data","Insufficient Data",NA,"Low"
"Sociable Lapwing",NA,NA,NA,NA
"White-tailed Lapwing","Insufficient Data","Insufficient Data",NA,"Low"
"Tibetan Sand-Plover",NA,NA,NA,NA
"Greater Sand-Plover",NA,NA,NA,NA
"Caspian Plover",NA,NA,NA,NA
"Kentish Plover","Insufficient Data","Insufficient Data",NA,"Low"
"Common Ringed Plover",NA,NA,NA,NA
"Long-billed Plover",NA,NA,NA,NA
"Little Ringed Plover","Insufficient Data","Insufficient Data",NA,"Low"
"Oriental Plover",NA,NA,NA,NA
"Greater Painted-Snipe","Insufficient Data","Insufficient Data",NA,"Low"
"Pheasant-tailed Jacana","Insufficient Data","Insufficient Data",NA,"Low"
"Bronze-winged Jacana","Insufficient Data","Insufficient Data",NA,"Low"
"Whimbrel",NA,NA,NA,NA
"Eurasian Curlew","Insufficient Data","Insufficient Data",NA,"Moderate"
"Bar-tailed Godwit",NA,NA,NA,NA
"Black-tailed Godwit","Insufficient Data","Insufficient Data",NA,"Moderate"
"Ruddy Turnstone",NA,NA,NA,NA
"Great Knot",NA,NA,NA,NA
"Red Knot",NA,NA,NA,NA
"Ruff","Insufficient Data","Insufficient Data",NA,"Low"
"Broad-billed Sandpiper",NA,NA,NA,NA
"Sharp-tailed Sandpiper",NA,NA,NA,NA
"Curlew Sandpiper","Insufficient Data","Insufficient Data",NA,"Moderate"
"Temminck's Stint","Insufficient Data","Insufficient Data",NA,"Low"
"Long-toed Stint",NA,NA,NA,NA
"Spoon-billed Sandpiper",NA,NA,NA,NA
"Red-necked Stint",NA,NA,NA,NA
"Sanderling",NA,NA,NA,NA
"Dunlin","Insufficient Data","Insufficient Data",NA,"Low"
"Little Stint","Insufficient Data","Insufficient Data",NA,"Low"
"Buff-breasted Sandpiper",NA,NA,NA,NA
"Pectoral Sandpiper",NA,NA,NA,NA
"Asian Dowitcher",NA,NA,NA,NA
"Long-billed Dowitcher",NA,NA,NA,NA
"Jack Snipe",NA,NA,NA,NA
"Eurasian Woodcock",NA,NA,NA,NA
"Solitary Snipe",NA,NA,NA,NA
"Wood Snipe",NA,NA,NA,NA
"Great Snipe",NA,NA,NA,NA
"Common Snipe","Insufficient Data","Insufficient Data",NA,"Low"
"Pin-tailed Snipe","Insufficient Data","Insufficient Data",NA,"Low"
"Swinhoe's Snipe",NA,NA,NA,NA
"Terek Sandpiper","Insufficient Data","Insufficient Data",NA,"Low"
"Red-necked Phalarope",NA,NA,NA,NA
"Red Phalarope",NA,NA,NA,NA
"Common Sandpiper","Insufficient Data","Insufficient Data",NA,"Low"
"Green Sandpiper","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-tailed Tattler",NA,NA,NA,NA
"Spotted Redshank","Insufficient Data","Insufficient Data",NA,"Low"
"Common Greenshank","Insufficient Data","Insufficient Data",NA,"Low"
"Nordmann's Greenshank",NA,NA,NA,NA
"Marsh Sandpiper","Insufficient Data","Insufficient Data",NA,"Low"
"Wood Sandpiper","Insufficient Data","Insufficient Data",NA,"Low"
"Common Redshank","Insufficient Data","Insufficient Data",NA,"Low"
"Small Buttonquail",NA,NA,NA,NA
"Yellow-legged Buttonquail","Insufficient Data","Insufficient Data",NA,"Moderate"
"Barred Buttonquail","Insufficient Data","Insufficient Data",NA,"Low"
"Crab-Plover",NA,NA,NA,NA
"Cream-colored Courser",NA,NA,NA,NA
"Indian Courser","Insufficient Data","Insufficient Data",NA,"Moderate"
"Jerdon's Courser",NA,NA,NA,NA
"Collared Pratincole",NA,NA,NA,NA
"Oriental Pratincole","Insufficient Data","Insufficient Data",NA,"Low"
"Small Pratincole","Insufficient Data","Insufficient Data",NA,"Low"
"South Polar Skua",NA,NA,NA,NA
"Brown Skua",NA,NA,NA,NA
"Pomarine Jaeger",NA,NA,NA,NA
"Parasitic Jaeger",NA,NA,NA,NA
"Long-tailed Jaeger",NA,NA,NA,NA
"Black-legged Kittiwake",NA,NA,NA,NA
"Sabine's Gull",NA,NA,NA,NA
"Slender-billed Gull",NA,NA,NA,NA
"Black-headed Gull","Insufficient Data","Insufficient Data",NA,"Low"
"Brown-headed Gull","Insufficient Data","Insufficient Data",NA,"Low"
"Little Gull",NA,NA,NA,NA
"Franklin's Gull",NA,NA,NA,NA
"White-eyed Gull",NA,NA,NA,NA
"Sooty Gull",NA,NA,NA,NA
"Pallas's Gull","Insufficient Data","Insufficient Data",NA,"Low"
"Common Gull",NA,NA,NA,NA
"Mongolian Gull",NA,NA,NA,NA
"Caspian Gull",NA,NA,NA,NA
"Lesser Black-backed Gull","Insufficient Data","Insufficient Data",NA,"Low"
"Brown Noddy",NA,NA,NA,NA
"Black Noddy",NA,NA,NA,NA
"Lesser Noddy",NA,NA,NA,NA
"White Tern",NA,NA,NA,NA
"Sooty Tern",NA,NA,NA,NA
"Bridled Tern",NA,NA,NA,NA
"Little Tern",NA,NA,NA,NA
"Saunders's Tern",NA,NA,NA,NA
"Gull-billed Tern","Insufficient Data","Insufficient Data",NA,"Low"
"Caspian Tern",NA,NA,NA,NA
"Black Tern",NA,NA,NA,NA
"White-winged Tern",NA,NA,NA,NA
"Whiskered Tern","Insufficient Data","Insufficient Data",NA,"Low"
"Roseate Tern",NA,NA,NA,NA
"Black-naped Tern",NA,NA,NA,NA
"Common Tern",NA,NA,NA,NA
"Arctic Tern",NA,NA,NA,NA
"Black-bellied Tern","Insufficient Data","Insufficient Data",NA,"High"
"River Tern","Insufficient Data","Insufficient Data",NA,"Moderate"
"White-cheeked Tern",NA,NA,NA,NA
"Great Crested Tern",NA,NA,NA,NA
"Sandwich Tern",NA,NA,NA,NA
"Lesser Crested Tern",NA,NA,NA,NA
"Indian Skimmer","Insufficient Data","Insufficient Data",NA,"High"
"White-tailed Tropicbird",NA,NA,NA,NA
"Red-billed Tropicbird",NA,NA,NA,NA
"Red-tailed Tropicbird",NA,NA,NA,NA
"Red-throated Loon",NA,NA,NA,NA
"Arctic Loon",NA,NA,NA,NA
"Light-mantled Albatross",NA,NA,NA,NA
"Wilson's Storm-Petrel",NA,NA,NA,NA
"White-faced Storm-Petrel",NA,NA,NA,NA
"Black-bellied Storm-Petrel",NA,NA,NA,NA
"Swinhoe's Storm-Petrel",NA,NA,NA,NA
"Barau's Petrel",NA,NA,NA,NA
"Jouanin's Petrel",NA,NA,NA,NA
"Streaked Shearwater",NA,NA,NA,NA
"Cory's Shearwater",NA,NA,NA,NA
"Flesh-footed Shearwater",NA,NA,NA,NA
"Wedge-tailed Shearwater",NA,NA,NA,NA
"Sooty Shearwater",NA,NA,NA,NA
"Short-tailed Shearwater",NA,NA,NA,NA
"Tropical Shearwater",NA,NA,NA,NA
"Persian Shearwater",NA,NA,NA,NA
"Asian Openbill","Insufficient Data","Insufficient Data",NA,"Low"
"Black Stork","Insufficient Data","Insufficient Data",NA,"Low"
"Asian Woolly-necked Stork","Insufficient Data","Insufficient Data",NA,"Moderate"
"White Stork",NA,NA,NA,NA
"Black-necked Stork","Insufficient Data","Insufficient Data",NA,"Moderate"
"Lesser Adjutant","Insufficient Data","Insufficient Data",NA,"Moderate"
"Greater Adjutant",NA,NA,NA,NA
"Painted Stork","Insufficient Data","Insufficient Data",NA,"Moderate"
"Lesser Frigatebird",NA,NA,NA,NA
"Christmas Island Frigatebird",NA,NA,NA,NA
"Great Frigatebird",NA,NA,NA,NA
"Masked Booby",NA,NA,NA,NA
"Brown Booby",NA,NA,NA,NA
"Red-footed Booby",NA,NA,NA,NA
"Oriental Darter","Insufficient Data","Insufficient Data",NA,"Moderate"
"Little Cormorant","Insufficient Data","Insufficient Data",NA,"Low"
"Great Cormorant","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Cormorant","Insufficient Data","Insufficient Data",NA,"Low"
"Great White Pelican","Insufficient Data","Insufficient Data",NA,"Low"
"Spot-billed Pelican",NA,NA,NA,NA
"Dalmatian Pelican",NA,NA,NA,NA
"Eurasian Bittern",NA,NA,NA,NA
"Yellow Bittern","Insufficient Data","Insufficient Data",NA,"Low"
"Little Bittern",NA,NA,NA,NA
"Cinnamon Bittern","Insufficient Data","Insufficient Data",NA,"Low"
"Black Bittern","Insufficient Data","Insufficient Data",NA,"Low"
"Gray Heron","Insufficient Data","Insufficient Data",NA,"Low"
"White-bellied Heron",NA,NA,NA,NA
"Goliath Heron",NA,NA,NA,NA
"Purple Heron","Insufficient Data","Insufficient Data",NA,"Low"
"Great Egret","Insufficient Data","Insufficient Data",NA,"Low"
"Medium Egret","Insufficient Data","Insufficient Data",NA,"Low"
"Chinese Egret",NA,NA,NA,NA
"Little Egret","Insufficient Data","Insufficient Data",NA,"Low"
"Western Reef-Heron","Insufficient Data","Insufficient Data",NA,"Low"
"Pacific Reef-Heron",NA,NA,NA,NA
"Eastern Cattle-Egret","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Pond-Heron","Decline","Stable",NA,"Low"
"Chinese Pond-Heron",NA,NA,NA,NA
"Javan Pond-Heron",NA,NA,NA,NA
"Striated Heron","Insufficient Data","Insufficient Data",NA,"Low"
"Black-crowned Night Heron","Insufficient Data","Insufficient Data",NA,"Low"
"White-eared Night Heron",NA,NA,NA,NA
"Malayan Night Heron",NA,NA,NA,NA
"Glossy Ibis","Insufficient Data","Insufficient Data",NA,"Low"
"Black-headed Ibis","Insufficient Data","Insufficient Data",NA,"Moderate"
"Red-naped Ibis","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Eurasian Spoonbill","Insufficient Data","Insufficient Data",NA,"Low"
"Osprey","Insufficient Data","Insufficient Data",NA,"Low"
"Black-winged Kite","Insufficient Data","Insufficient Data",NA,"Low"
"Bearded Vulture","Insufficient Data","Insufficient Data",NA,"Moderate"
"Egyptian Vulture","Insufficient Data","Insufficient Data",NA,"High"
"European Honey-buzzard",NA,NA,NA,NA
"Oriental Honey-buzzard","Insufficient Data","Insufficient Data",NA,"Low"
"Jerdon's Baza",NA,NA,NA,NA
"Black Baza",NA,NA,NA,NA
"Red-headed Vulture","Rapid Decline","Trend Inconclusive",NA,"Moderate"
"Cinereous Vulture","Insufficient Data","Insufficient Data",NA,"Moderate"
"White-rumped Vulture","Rapid Decline","Trend Inconclusive",NA,"Moderate"
"Indian Vulture","Insufficient Data","Insufficient Data",NA,"High"
"Slender-billed Vulture","Insufficient Data","Insufficient Data",NA,"High"
"Himalayan Griffon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Eurasian Griffon","Insufficient Data","Insufficient Data",NA,"Low"
"Nicobar Serpent-Eagle",NA,NA,NA,NA
"Crested Serpent-Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"Andaman Serpent-Eagle",NA,NA,NA,NA
"Short-toed Snake-Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"Changeable Hawk-Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"Mountain Hawk-Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Legge's Hawk-Eagle",NA,NA,NA,NA
"Rufous-bellied Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Black Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Spotted Eagle","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Greater Spotted Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Booted Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"Tawny Eagle",NA,NA,NA,NA
"Steppe Eagle","Insufficient Data","Insufficient Data",NA,"High"
"Imperial Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Golden Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"Bonelli's Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"White-eyed Buzzard","Insufficient Data","Insufficient Data",NA,"Low"
"Rufous-winged Buzzard",NA,NA,NA,NA
"Gray-faced Buzzard",NA,NA,NA,NA
"Western Marsh Harrier","Insufficient Data","Insufficient Data",NA,"Low"
"Eastern Marsh Harrier",NA,NA,NA,NA
"Hen Harrier","Insufficient Data","Insufficient Data",NA,"Low"
"Pallid Harrier","Insufficient Data","Insufficient Data",NA,"Moderate"
"Pied Harrier","Insufficient Data","Insufficient Data",NA,"Low"
"Montagu's Harrier",NA,NA,NA,NA
"Crested Goshawk",NA,NA,NA,NA
"Shikra","Insufficient Data","Insufficient Data",NA,"Low"
"Nicobar Sparrowhawk",NA,NA,NA,NA
"Chinese Sparrowhawk",NA,NA,NA,NA
"Japanese Sparrowhawk",NA,NA,NA,NA
"Besra","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Sparrowhawk","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Goshawk",NA,NA,NA,NA
"Red Kite",NA,NA,NA,NA
"Black Kite","Stable","Stable",NA,"Low"
"Brahminy Kite","Insufficient Data","Insufficient Data",NA,"Low"
"White-tailed Eagle",NA,NA,NA,NA
"Pallas's Fish-Eagle","Insufficient Data","Insufficient Data",NA,"High"
"White-bellied Sea-Eagle",NA,NA,NA,NA
"Lesser Fish-Eagle","Trend Inconclusive","Trend Inconclusive",NA,"Moderate"
"Gray-headed Fish-Eagle",NA,NA,NA,NA
"Rough-legged Hawk",NA,NA,NA,NA
"Common Buzzard","Insufficient Data","Insufficient Data",NA,"Low"
"Himalayan Buzzard",NA,NA,NA,NA
"Long-legged Buzzard","Insufficient Data","Insufficient Data",NA,"Low"
"Upland Buzzard",NA,NA,NA,NA
"Australasian Grass-Owl",NA,NA,NA,NA
"Eastern Barn Owl",NA,NA,NA,NA
"Andaman Masked-Owl",NA,NA,NA,NA
"Oriental Bay-Owl",NA,NA,NA,NA
"Sri Lanka Bay-Owl",NA,NA,NA,NA
"Andaman Scops-Owl",NA,NA,NA,NA
"Mountain Scops-Owl",NA,NA,NA,NA
"Indian Scops-Owl",NA,NA,NA,NA
"Collared Scops-Owl",NA,NA,NA,NA
"Nicobar Scops-Owl",NA,NA,NA,NA
"Eurasian Scops-Owl",NA,NA,NA,NA
"Pallid Scops-Owl",NA,NA,NA,NA
"Oriental Scops-Owl",NA,NA,NA,NA
