"TAXONOMIC.ORDER","CATEGORY","COMMON.NAME","SCIENTIFIC.NAME","EXOTIC.CODE","OBSERVATION.COUNT","STATE","STATE.CODE","COUNTY","COUNTY.CODE","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","LATITUDE","LONGITUDE","OBSERVATION.DATE","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","OBSERVER.ID"
"delete","species","delete","Threskiornis melanocephalus","delete","4","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Threskiornis melanocephalus","delete","4","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Acrocephalus dumetorum","delete","1","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Acrocephalus dumetorum","delete","1","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Iduna caligata","delete","1","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Iduna caligata","delete","1","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Haliastur indus","delete","1","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Haliastur indus","delete","1","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Bubulcus coromandus","delete","X","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Bubulcus coromandus","delete","X","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Acridotheres tristis","delete","6","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Acridotheres tristis","delete","6","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Fulica atra","delete","4","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Fulica atra","delete","4","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Spatula querquedula","delete","12","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Spatula querquedula","delete","12","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Ardea cinerea","delete","2","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Ardea cinerea","delete","2","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Merops orientalis","delete","4","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Merops orientalis","delete","4","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Motacilla cinerea","delete","1","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Motacilla cinerea","delete","1","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Corvus splendens","delete","X","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Corvus splendens","delete","X","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Phalacrocorax fuscicollis","delete","3","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Phalacrocorax fuscicollis","delete","3","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Ardeola grayii","delete","8","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Ardeola grayii","delete","8","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Anas poecilorhyncha","delete","4","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Anas poecilorhyncha","delete","4","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Corvus macrorhynchos","delete","X","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Corvus macrorhynchos","delete","X","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Dendrocygna javanica","delete","20","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Dendrocygna javanica","delete","20","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Microcarbo niger","delete","4","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Microcarbo niger","delete","4","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Egretta garzetta","delete","3","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Egretta garzetta","delete","3","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Ardea purpurea","delete","2","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Ardea purpurea","delete","2","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Vanellus indicus","delete","2","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Vanellus indicus","delete","2","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","domestic","delete","Columba livia","delete","X","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","domestic","delete","Columba livia","delete","X","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Motacilla maderaspatensis","delete","1","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Motacilla maderaspatensis","delete","1","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Amaurornis phoenicurus","delete","1","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Amaurornis phoenicurus","delete","1","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Halcyon smyrnensis","delete","1","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S42193994","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr785271"
"delete","species","delete","Halcyon smyrnensis","delete","1","Karnataka","IN-KA","Haveri","IN-KA-HV","Tadas à²¤à²¡à²¸","L5294606","H",15.1307348,75.128594,2017-01-13,"S33813089","Traveling","P22",25,0.2,"delete",1,"G2156938","obsr508410"
"delete","species","delete","Eudynamys scolopaceus","delete","4","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Anastomus oscitans","delete","5","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Dicrurus macrocercus","delete","5","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Milvus migrans","delete","10","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Threskiornis melanocephalus","delete","2","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Haliastur indus","delete","5","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Sturnia pagodarum","delete","1","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Bubulcus coromandus","delete","15","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Acridotheres tristis","delete","5","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Actitis hypoleucos","delete","2","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Orthotomus sutorius","delete","3","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Fulica atra","delete","2","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Ardea cinerea","delete","1","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Phalacrocorax carbo","delete","2","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Ardea alba","delete","2","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Parus cinereus","delete","2","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Merops orientalis","delete","5","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Motacilla cinerea","delete","2","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Corvus splendens","delete","5","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Passer domesticus","delete","5","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Phalacrocorax fuscicollis","delete","5","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Ardeola grayii","delete","2","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Ardea intermedia","delete","2","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Anas poecilorhyncha","delete","3","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Spilopelia senegalensis","delete","2","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Microcarbo niger","delete","5","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Egretta garzetta","delete","4","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Apus affinis","delete","5","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Mycteria leucocephala","delete","3","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Saxicola caprata","delete","4","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Ardea purpurea","delete","1","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Pseudibis papillosa","delete","1","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Cecropis daurica","delete","12","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Pycnonotus cafer","delete","4","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Vanellus indicus","delete","4","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Sterna aurantia","delete","25","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","domestic","delete","Columba livia","delete","10","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Pastor roseus","delete","3","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Petrochelidon fluvicola","delete","4","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Motacilla maderaspatensis","delete","1","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Halcyon smyrnensis","delete","1","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Hirundo smithii","delete","6","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
"delete","species","delete","Ciconia episcopus","delete","1","Karnataka","IN-KA","Haveri","IN-KA-HV","Halasabalu, Harihar","L6501894","P",14.5126342,75.7847857,2017-11-23,"S40691184","Traveling","P22",20,5,"delete",1,NA,"obsr766087"
