"eBird.English.Name.2024","SoIB.Major.Update.Long.Term.Status","SoIB.Major.Update.Current.Status","SoIB.Major.Update.Range.Status","SoIB.Major.Update.Priority.Status"
"Brown Crake","Insufficient Data","Insufficient Data",NA,"Low"
"Little Crake",NA,NA,NA,NA
"Baillon's Crake","Insufficient Data","Insufficient Data",NA,"Low"
"Black-tailed Crake",NA,NA,NA,NA
"Masked Finfoot",NA,NA,NA,NA
"Demoiselle Crane","Insufficient Data","Insufficient Data",NA,"Low"
"Siberian Crane",NA,NA,NA,NA
"Sarus Crane",NA,NA,NA,NA
"Common Crane",NA,NA,NA,NA
"Black-necked Crane",NA,NA,NA,NA
"Indian Thick-knee","Insufficient Data","Trend Inconclusive",NA,"Low"
"Great Thick-knee","Insufficient Data","Insufficient Data",NA,"Moderate"
"Beach Thick-knee",NA,NA,NA,NA
"Black-winged Stilt","Insufficient Data","Insufficient Data",NA,"Low"
"Pied Avocet","Insufficient Data","Insufficient Data",NA,"Low"
"Ibisbill",NA,NA,NA,NA
"Eurasian Oystercatcher",NA,NA,NA,NA
"Black-bellied Plover","Insufficient Data","Insufficient Data",NA,"Low"
"European Golden-Plover",NA,NA,NA,NA
"American Golden-Plover",NA,NA,NA,NA
"Pacific Golden-Plover","Insufficient Data","Insufficient Data",NA,"Low"
"Northern Lapwing",NA,NA,NA,NA
"River Lapwing","Insufficient Data","Insufficient Data",NA,"Moderate"
"Yellow-wattled Lapwing","Insufficient Data","Insufficient Data",NA,"Moderate"
"Gray-headed Lapwing","Insufficient Data","Insufficient Data",NA,"Low"
"Red-wattled Lapwing","Insufficient Data","Insufficient Data",NA,"Low"
"Sociable Lapwing",NA,NA,NA,NA
"White-tailed Lapwing","Insufficient Data","Insufficient Data",NA,"Low"
"Tibetan Sand-Plover","Insufficient Data","Insufficient Data",NA,"Low"
"Greater Sand-Plover",NA,NA,NA,NA
"Caspian Plover",NA,NA,NA,NA
"Kentish Plover","Insufficient Data","Trend Inconclusive",NA,"Low"
"Common Ringed Plover",NA,NA,NA,NA
"Long-billed Plover",NA,NA,NA,NA
"Little Ringed Plover","Insufficient Data","Insufficient Data",NA,"Low"
"Oriental Plover",NA,NA,NA,NA
"Greater Painted-Snipe","Insufficient Data","Insufficient Data",NA,"Low"
"Pheasant-tailed Jacana","Insufficient Data","Insufficient Data",NA,"Low"
"Bronze-winged Jacana","Insufficient Data","Insufficient Data",NA,"Low"
"Whimbrel",NA,NA,NA,NA
"Eurasian Curlew","Insufficient Data","Insufficient Data",NA,"Moderate"
"Bar-tailed Godwit",NA,NA,NA,NA
"Black-tailed Godwit","Insufficient Data","Insufficient Data",NA,"Moderate"
"Ruddy Turnstone",NA,NA,NA,NA
"Great Knot",NA,NA,NA,NA
"Red Knot",NA,NA,NA,NA
"Ruff","Insufficient Data","Insufficient Data",NA,"Low"
"Broad-billed Sandpiper",NA,NA,NA,NA
"Sharp-tailed Sandpiper",NA,NA,NA,NA
"Curlew Sandpiper","Insufficient Data","Insufficient Data",NA,"Moderate"
"Temminck's Stint","Insufficient Data","Insufficient Data",NA,"Low"
"Long-toed Stint",NA,NA,NA,NA
"Spoon-billed Sandpiper",NA,NA,NA,NA
"Red-necked Stint",NA,NA,NA,NA
"Sanderling",NA,NA,NA,NA
"Dunlin","Insufficient Data","Insufficient Data",NA,"Low"
"Little Stint","Insufficient Data","Insufficient Data",NA,"Low"
"Buff-breasted Sandpiper",NA,NA,NA,NA
"Pectoral Sandpiper",NA,NA,NA,NA
"Asian Dowitcher",NA,NA,NA,NA
"Long-billed Dowitcher",NA,NA,NA,NA
"Jack Snipe",NA,NA,NA,NA
"Eurasian Woodcock",NA,NA,NA,NA
"Solitary Snipe",NA,NA,NA,NA
"Wood Snipe",NA,NA,NA,NA
"Great Snipe",NA,NA,NA,NA
"Common Snipe","Insufficient Data","Insufficient Data",NA,"Low"
"Pin-tailed Snipe","Insufficient Data","Insufficient Data",NA,"Low"
"Swinhoe's Snipe",NA,NA,NA,NA
"Terek Sandpiper",NA,NA,NA,NA
"Red-necked Phalarope",NA,NA,NA,NA
"Red Phalarope",NA,NA,NA,NA
"Common Sandpiper","Insufficient Data","Insufficient Data",NA,"Low"
"Green Sandpiper","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-tailed Tattler",NA,NA,NA,NA
"Spotted Redshank","Insufficient Data","Insufficient Data",NA,"Low"
"Common Greenshank","Insufficient Data","Insufficient Data",NA,"Low"
"Nordmann's Greenshank",NA,NA,NA,NA
"Marsh Sandpiper","Insufficient Data","Insufficient Data",NA,"Low"
"Wood Sandpiper","Insufficient Data","Insufficient Data",NA,"Low"
"Common Redshank","Insufficient Data","Insufficient Data",NA,"Low"
"Small Buttonquail",NA,NA,NA,NA
"Yellow-legged Buttonquail",NA,NA,NA,NA
"Barred Buttonquail","Insufficient Data","Insufficient Data",NA,"Low"
"Crab-Plover",NA,NA,NA,NA
"Cream-colored Courser",NA,NA,NA,NA
"Indian Courser","Insufficient Data","Insufficient Data",NA,"Moderate"
"Jerdon's Courser","Insufficient Data","Insufficient Data",NA,"High"
"Collared Pratincole",NA,NA,NA,NA
"Oriental Pratincole","Insufficient Data","Insufficient Data",NA,"Low"
"Small Pratincole","Insufficient Data","Insufficient Data",NA,"Low"
"South Polar Skua",NA,NA,NA,NA
"Brown Skua",NA,NA,NA,NA
"Pomarine Jaeger",NA,NA,NA,NA
"Parasitic Jaeger",NA,NA,NA,NA
"Long-tailed Jaeger",NA,NA,NA,NA
"Black-legged Kittiwake",NA,NA,NA,NA
"Sabine's Gull",NA,NA,NA,NA
"Slender-billed Gull",NA,NA,NA,NA
"Black-headed Gull","Insufficient Data","Insufficient Data",NA,"Low"
"Brown-headed Gull","Insufficient Data","Insufficient Data",NA,"Low"
"Little Gull",NA,NA,NA,NA
"Franklin's Gull",NA,NA,NA,NA
"White-eyed Gull",NA,NA,NA,NA
"Sooty Gull",NA,NA,NA,NA
"Pallas's Gull",NA,NA,NA,NA
"Common Gull",NA,NA,NA,NA
"Mongolian Gull",NA,NA,NA,NA
"Caspian Gull",NA,NA,NA,NA
"Lesser Black-backed Gull",NA,NA,NA,NA
"Brown Noddy",NA,NA,NA,NA
"Black Noddy",NA,NA,NA,NA
"Lesser Noddy",NA,NA,NA,NA
"White Tern",NA,NA,NA,NA
"Sooty Tern",NA,NA,NA,NA
"Bridled Tern",NA,NA,NA,NA
"Little Tern","Insufficient Data","Insufficient Data",NA,"Low"
"Saunders's Tern",NA,NA,NA,NA
"Gull-billed Tern","Insufficient Data","Insufficient Data",NA,"Low"
"Caspian Tern",NA,NA,NA,NA
"Black Tern",NA,NA,NA,NA
"White-winged Tern",NA,NA,NA,NA
"Whiskered Tern","Insufficient Data","Insufficient Data",NA,"Low"
"Roseate Tern",NA,NA,NA,NA
"Black-naped Tern",NA,NA,NA,NA
"Common Tern",NA,NA,NA,NA
"Arctic Tern",NA,NA,NA,NA
"Black-bellied Tern","Insufficient Data","Insufficient Data",NA,"High"
"River Tern","Insufficient Data","Insufficient Data",NA,"Moderate"
"White-cheeked Tern",NA,NA,NA,NA
"Great Crested Tern",NA,NA,NA,NA
"Sandwich Tern",NA,NA,NA,NA
"Lesser Crested Tern",NA,NA,NA,NA
"Indian Skimmer",NA,NA,NA,NA
"White-tailed Tropicbird",NA,NA,NA,NA
"Red-billed Tropicbird",NA,NA,NA,NA
"Red-tailed Tropicbird",NA,NA,NA,NA
"Red-throated Loon",NA,NA,NA,NA
"Arctic Loon",NA,NA,NA,NA
"Light-mantled Albatross",NA,NA,NA,NA
"Wilson's Storm-Petrel",NA,NA,NA,NA
"White-faced Storm-Petrel",NA,NA,NA,NA
"Black-bellied Storm-Petrel",NA,NA,NA,NA
"Swinhoe's Storm-Petrel",NA,NA,NA,NA
"Barau's Petrel",NA,NA,NA,NA
"Jouanin's Petrel",NA,NA,NA,NA
"Streaked Shearwater",NA,NA,NA,NA
"Cory's Shearwater",NA,NA,NA,NA
"Flesh-footed Shearwater",NA,NA,NA,NA
"Wedge-tailed Shearwater",NA,NA,NA,NA
"Sooty Shearwater",NA,NA,NA,NA
"Short-tailed Shearwater",NA,NA,NA,NA
"Tropical Shearwater",NA,NA,NA,NA
"Persian Shearwater",NA,NA,NA,NA
"Asian Openbill","Insufficient Data","Insufficient Data",NA,"Low"
"Black Stork","Insufficient Data","Insufficient Data",NA,"Low"
"Asian Woolly-necked Stork","Insufficient Data","Insufficient Data",NA,"Moderate"
"White Stork",NA,NA,NA,NA
"Black-necked Stork",NA,NA,NA,NA
"Lesser Adjutant","Insufficient Data","Insufficient Data",NA,"Moderate"
"Greater Adjutant",NA,NA,NA,NA
"Painted Stork","Insufficient Data","Insufficient Data",NA,"Moderate"
"Lesser Frigatebird",NA,NA,NA,NA
"Christmas Island Frigatebird",NA,NA,NA,NA
"Great Frigatebird",NA,NA,NA,NA
"Masked Booby",NA,NA,NA,NA
"Brown Booby",NA,NA,NA,NA
"Red-footed Booby",NA,NA,NA,NA
"Oriental Darter","Insufficient Data","Insufficient Data",NA,"Moderate"
"Little Cormorant","Insufficient Data","Insufficient Data",NA,"Low"
"Great Cormorant","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Cormorant","Insufficient Data","Insufficient Data",NA,"Low"
"Great White Pelican",NA,NA,NA,NA
"Spot-billed Pelican","Insufficient Data","Insufficient Data",NA,"Moderate"
"Dalmatian Pelican",NA,NA,NA,NA
"Eurasian Bittern",NA,NA,NA,NA
"Yellow Bittern","Insufficient Data","Insufficient Data",NA,"Low"
"Little Bittern",NA,NA,NA,NA
"Cinnamon Bittern","Insufficient Data","Insufficient Data",NA,"Low"
"Black Bittern","Insufficient Data","Insufficient Data",NA,"Low"
"Gray Heron","Insufficient Data","Insufficient Data",NA,"Low"
"White-bellied Heron",NA,NA,NA,NA
"Goliath Heron",NA,NA,NA,NA
"Purple Heron","Insufficient Data","Insufficient Data",NA,"Low"
"Great Egret","Insufficient Data","Insufficient Data",NA,"Low"
"Medium Egret","Insufficient Data","Insufficient Data",NA,"Low"
"Chinese Egret",NA,NA,NA,NA
"Little Egret","Insufficient Data","Insufficient Data",NA,"Low"
"Western Reef-Heron","Insufficient Data","Insufficient Data",NA,"Low"
"Pacific Reef-Heron",NA,NA,NA,NA
"Eastern Cattle-Egret","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Pond-Heron","Insufficient Data","Insufficient Data",NA,"Low"
"Chinese Pond-Heron",NA,NA,NA,NA
"Javan Pond-Heron",NA,NA,NA,NA
"Striated Heron","Insufficient Data","Insufficient Data",NA,"Low"
"Black-crowned Night Heron","Insufficient Data","Insufficient Data",NA,"Low"
"White-eared Night Heron",NA,NA,NA,NA
"Malayan Night Heron",NA,NA,NA,NA
"Glossy Ibis","Insufficient Data","Insufficient Data",NA,"Low"
"Black-headed Ibis","Insufficient Data","Insufficient Data",NA,"Moderate"
"Red-naped Ibis","Insufficient Data","Insufficient Data",NA,"Moderate"
"Eurasian Spoonbill","Insufficient Data","Insufficient Data",NA,"Low"
"Osprey","Insufficient Data","Insufficient Data",NA,"Low"
"Black-winged Kite","Insufficient Data","Insufficient Data",NA,"Low"
"Bearded Vulture",NA,NA,NA,NA
"Egyptian Vulture","Insufficient Data","Insufficient Data",NA,"High"
"European Honey-buzzard",NA,NA,NA,NA
"Oriental Honey-buzzard","Insufficient Data","Insufficient Data",NA,"Low"
"Jerdon's Baza","Insufficient Data","Insufficient Data",NA,"Low"
"Black Baza",NA,NA,NA,NA
"Red-headed Vulture","Insufficient Data","Insufficient Data",NA,"High"
"Cinereous Vulture","Insufficient Data","Insufficient Data",NA,"Moderate"
"White-rumped Vulture","Insufficient Data","Insufficient Data",NA,"High"
"Indian Vulture","Insufficient Data","Insufficient Data",NA,"High"
"Slender-billed Vulture",NA,NA,NA,NA
"Himalayan Griffon",NA,NA,NA,NA
"Eurasian Griffon","Insufficient Data","Insufficient Data",NA,"Low"
"Nicobar Serpent-Eagle",NA,NA,NA,NA
"Crested Serpent-Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"Andaman Serpent-Eagle",NA,NA,NA,NA
"Short-toed Snake-Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"Changeable Hawk-Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"Mountain Hawk-Eagle",NA,NA,NA,NA
"Legge's Hawk-Eagle",NA,NA,NA,NA
"Rufous-bellied Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Black Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Spotted Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Greater Spotted Eagle",NA,NA,NA,NA
"Booted Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"Tawny Eagle",NA,NA,NA,NA
"Steppe Eagle","Insufficient Data","Insufficient Data",NA,"High"
"Imperial Eagle",NA,NA,NA,NA
"Golden Eagle",NA,NA,NA,NA
"Bonelli's Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"White-eyed Buzzard","Insufficient Data","Insufficient Data",NA,"Low"
"Rufous-winged Buzzard",NA,NA,NA,NA
"Gray-faced Buzzard",NA,NA,NA,NA
"Western Marsh Harrier","Insufficient Data","Insufficient Data",NA,"Low"
"Eastern Marsh Harrier",NA,NA,NA,NA
"Hen Harrier","Insufficient Data","Insufficient Data",NA,"Low"
"Pallid Harrier","Insufficient Data","Insufficient Data",NA,"Moderate"
"Pied Harrier","Insufficient Data","Insufficient Data",NA,"Low"
"Montagu's Harrier","Insufficient Data","Insufficient Data",NA,"Low"
"Crested Goshawk","Insufficient Data","Insufficient Data",NA,"Low"
"Shikra","Insufficient Data","Insufficient Data",NA,"Low"
"Nicobar Sparrowhawk",NA,NA,NA,NA
"Chinese Sparrowhawk",NA,NA,NA,NA
"Japanese Sparrowhawk",NA,NA,NA,NA
"Besra","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Sparrowhawk","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Goshawk",NA,NA,NA,NA
"Red Kite",NA,NA,NA,NA
"Black Kite","Insufficient Data","Insufficient Data",NA,"Low"
"Brahminy Kite","Rapid Decline","Rapid Decline",NA,"High"
"White-tailed Eagle",NA,NA,NA,NA
"Pallas's Fish-Eagle",NA,NA,NA,NA
"White-bellied Sea-Eagle",NA,NA,NA,NA
"Lesser Fish-Eagle",NA,NA,NA,NA
"Gray-headed Fish-Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Rough-legged Hawk",NA,NA,NA,NA
"Common Buzzard",NA,NA,NA,NA
"Himalayan Buzzard",NA,NA,NA,NA
"Long-legged Buzzard","Insufficient Data","Insufficient Data",NA,"Low"
"Upland Buzzard",NA,NA,NA,NA
"Australasian Grass-Owl",NA,NA,NA,NA
"Eastern Barn Owl",NA,NA,NA,NA
"Andaman Masked-Owl",NA,NA,NA,NA
"Oriental Bay-Owl",NA,NA,NA,NA
"Sri Lanka Bay-Owl",NA,NA,NA,NA
"Andaman Scops-Owl",NA,NA,NA,NA
"Mountain Scops-Owl",NA,NA,NA,NA
"Indian Scops-Owl",NA,NA,NA,NA
"Collared Scops-Owl",NA,NA,NA,NA
"Nicobar Scops-Owl",NA,NA,NA,NA
"Eurasian Scops-Owl",NA,NA,NA,NA
"Pallid Scops-Owl",NA,NA,NA,NA
"Oriental Scops-Owl",NA,NA,NA,NA
"Eurasian Eagle-Owl",NA,NA,NA,NA
"Rock Eagle-Owl",NA,NA,NA,NA
"Spot-bellied Eagle-Owl",NA,NA,NA,NA
"Dusky Eagle-Owl","Insufficient Data","Insufficient Data",NA,"Moderate"
"Brown Fish-Owl","Insufficient Data","Insufficient Data",NA,"Low"
"Tawny Fish-Owl",NA,NA,NA,NA
"Buffy Fish-Owl",NA,NA,NA,NA
"Asian Barred Owlet",NA,NA,NA,NA
"Jungle Owlet","Insufficient Data","Insufficient Data",NA,"Moderate"
"Collared Owlet",NA,NA,NA,NA
"Spotted Owlet",NA,NA,NA,NA
"Little Owl",NA,NA,NA,NA
"Forest Owlet",NA,NA,NA,NA
"Mottled Wood-Owl",NA,NA,NA,NA
