"COMMON.NAME","SCIENTIFIC.NAME","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km"
"Swinhoe's Snipe","Gallinago megala",NA,NA,"",NA,NA,NA,NA,NA,NA
"Terek Sandpiper","Xenus cinereus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Red-necked Phalarope","Phalaropus lobatus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Red Phalarope","Phalaropus fulicarius",NA,NA,"",NA,NA,NA,NA,NA,NA
"Common Sandpiper","Actitis hypoleucos",NA,NA,"X",1,NA,NA,NA,17,NA
"Green Sandpiper","Tringa ochropus",NA,NA,"X",1,NA,1,1,17,NA
"Gray-tailed Tattler","Tringa brevipes",NA,NA,"",NA,NA,NA,NA,NA,NA
"Spotted Redshank","Tringa erythropus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Common Greenshank","Tringa nebularia",NA,NA,"",NA,NA,NA,NA,NA,NA
"Nordmann's Greenshank","Tringa guttifer",NA,NA,"",NA,NA,NA,NA,NA,NA
"Marsh Sandpiper","Tringa stagnatilis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Wood Sandpiper","Tringa glareola",NA,NA,"X",5,NA,0.4,0.6,13,4.84084290180956
"Common Redshank","Tringa totanus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Small Buttonquail","Turnix sylvaticus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Yellow-legged Buttonquail","Turnix tanki",NA,NA,"",NA,NA,NA,NA,NA,NA
"Barred Buttonquail","Turnix suscitator",NA,NA,"X",1,NA,NA,NA,8,NA
"Crab-Plover","Dromas ardeola",NA,NA,"",NA,NA,NA,NA,NA,NA
"Cream-colored Courser","Cursorius cursor",NA,NA,"",NA,NA,NA,NA,NA,NA
"Indian Courser","Cursorius coromandelicus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Jerdon's Courser","Rhinoptilus bitorquatus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Collared Pratincole","Glareola pratincola",NA,NA,"",NA,NA,NA,NA,NA,NA
"Oriental Pratincole","Glareola maldivarum",NA,NA,"",NA,NA,NA,NA,NA,NA
"Small Pratincole","Glareola lactea",NA,NA,"X",1,NA,1,1,17,NA
"South Polar Skua","Stercorarius maccormicki",NA,NA,"",NA,NA,NA,NA,NA,NA
"Brown Skua","Stercorarius antarcticus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Pomarine Jaeger","Stercorarius pomarinus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Parasitic Jaeger","Stercorarius parasiticus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Long-tailed Jaeger","Stercorarius longicaudus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Black-legged Kittiwake","Rissa tridactyla",NA,NA,"",NA,NA,NA,NA,NA,NA
"Sabine's Gull","Xema sabini",NA,NA,"",NA,NA,NA,NA,NA,NA
"Slender-billed Gull","Chroicocephalus genei",NA,NA,"",NA,NA,NA,NA,NA,NA
"Black-headed Gull","Chroicocephalus ridibundus",NA,NA,"X",1,NA,NA,NA,17,NA
"Brown-headed Gull","Chroicocephalus brunnicephalus",NA,NA,"X",1,NA,NA,NA,17,NA
"Little Gull","Hydrocoloeus minutus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Franklin's Gull","Leucophaeus pipixcan",NA,NA,"",NA,NA,NA,NA,NA,NA
"White-eyed Gull","Ichthyaetus leucophthalmus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Sooty Gull","Ichthyaetus hemprichii",NA,NA,"",NA,NA,NA,NA,NA,NA
"Pallas's Gull","Ichthyaetus ichthyaetus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Common Gull","Larus canus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Mongolian Gull","Larus mongolicus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Caspian Gull","Larus cachinnans",NA,NA,"",NA,NA,NA,NA,NA,NA
"Lesser Black-backed Gull","Larus fuscus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Brown Noddy","Anous stolidus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Black Noddy","Anous minutus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Lesser Noddy","Anous tenuirostris",NA,NA,"",NA,NA,NA,NA,NA,NA
"White Tern","Gygis alba",NA,NA,"",NA,NA,NA,NA,NA,NA
"Sooty Tern","Onychoprion fuscatus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Bridled Tern","Onychoprion anaethetus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Little Tern","Sternula albifrons",NA,NA,"",NA,NA,NA,NA,NA,NA
"Saunders's Tern","Sternula saundersi",NA,NA,"",NA,NA,NA,NA,NA,NA
"Gull-billed Tern","Gelochelidon nilotica",NA,NA,"",NA,NA,NA,NA,NA,NA
"Caspian Tern","Hydroprogne caspia",NA,NA,"",NA,NA,NA,NA,NA,NA
"Black Tern","Chlidonias niger",NA,NA,"",NA,NA,NA,NA,NA,NA
"White-winged Tern","Chlidonias leucopterus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Whiskered Tern","Chlidonias hybrida",NA,NA,"X",NA,NA,NA,NA,NA,NA
"Roseate Tern","Sterna dougallii",NA,NA,"",NA,NA,NA,NA,NA,NA
"Black-naped Tern","Sterna sumatrana",NA,NA,"",NA,NA,NA,NA,NA,NA
"Common Tern","Sterna hirundo",NA,NA,"",NA,NA,NA,NA,NA,NA
"Arctic Tern","Sterna paradisaea",NA,NA,"",NA,NA,NA,NA,NA,NA
"Black-bellied Tern","Sterna acuticauda",NA,NA,"",NA,NA,NA,NA,NA,NA
"River Tern","Sterna aurantia",NA,NA,"",NA,NA,NA,NA,NA,NA
"White-cheeked Tern","Sterna repressa",NA,NA,"",NA,NA,NA,NA,NA,NA
"Great Crested Tern","Thalasseus bergii",NA,NA,"",NA,NA,NA,NA,NA,NA
"Sandwich Tern","Thalasseus sandvicensis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Lesser Crested Tern","Thalasseus bengalensis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Indian Skimmer","Rynchops albicollis",NA,NA,"",NA,NA,NA,NA,NA,NA
"White-tailed Tropicbird","Phaethon lepturus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Red-billed Tropicbird","Phaethon aethereus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Red-tailed Tropicbird","Phaethon rubricauda",NA,NA,"",NA,NA,NA,NA,NA,NA
"Red-throated Loon","Gavia stellata",NA,NA,"",NA,NA,NA,NA,NA,NA
"Arctic Loon","Gavia arctica",NA,NA,"",NA,NA,NA,NA,NA,NA
"Light-mantled Albatross","Phoebetria palpebrata",NA,NA,"",NA,NA,NA,NA,NA,NA
"Wilson's Storm-Petrel","Oceanites oceanicus",NA,NA,"",NA,NA,NA,NA,NA,NA
"White-faced Storm-Petrel","Pelagodroma marina",NA,NA,"",NA,NA,NA,NA,NA,NA
"Black-bellied Storm-Petrel","Fregetta tropica",NA,NA,"",NA,NA,NA,NA,NA,NA
"Swinhoe's Storm-Petrel","Hydrobates monorhis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Barau's Petrel","Pterodroma baraui",NA,NA,"",NA,NA,NA,NA,NA,NA
"Jouanin's Petrel","Bulweria fallax",NA,NA,"",NA,NA,NA,NA,NA,NA
"Streaked Shearwater","Calonectris leucomelas",NA,NA,"",NA,NA,NA,NA,NA,NA
"Cory's Shearwater","Calonectris borealis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Flesh-footed Shearwater","Ardenna carneipes",NA,NA,"",NA,NA,NA,NA,NA,NA
"Wedge-tailed Shearwater","Ardenna pacifica",NA,NA,"",NA,NA,NA,NA,NA,NA
"Sooty Shearwater","Ardenna grisea",NA,NA,"",NA,NA,NA,NA,NA,NA
"Short-tailed Shearwater","Ardenna tenuirostris",NA,NA,"",NA,NA,NA,NA,NA,NA
"Tropical Shearwater","Puffinus bailloni",NA,NA,"",NA,NA,NA,NA,NA,NA
"Persian Shearwater","Puffinus persicus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Asian Openbill","Anastomus oscitans",NA,NA,"X",6,NA,0.520833333333333,0.666666666666667,12,4.41181444154972
"Black Stork","Ciconia nigra",NA,NA,"",NA,NA,NA,NA,NA,NA
"Asian Woolly-necked Stork","Ciconia episcopus",NA,NA,"",NA,NA,NA,NA,NA,NA
"White Stork","Ciconia ciconia",NA,NA,"",NA,NA,NA,NA,NA,NA
"Black-necked Stork","Ephippiorhynchus asiaticus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Lesser Adjutant","Leptoptilos javanicus",NA,NA,"X",NA,NA,NA,NA,NA,NA
"Greater Adjutant","Leptoptilos dubius",NA,NA,"",NA,NA,NA,NA,NA,NA
"Painted Stork","Mycteria leucocephala",NA,NA,"",NA,NA,NA,NA,NA,NA
"Lesser Frigatebird","Fregata ariel",NA,NA,"",NA,NA,NA,NA,NA,NA
"Christmas Island Frigatebird","Fregata andrewsi",NA,NA,"",NA,NA,NA,NA,NA,NA
"Great Frigatebird","Fregata minor",NA,NA,"",NA,NA,NA,NA,NA,NA
"Masked Booby","Sula dactylatra",NA,NA,"",NA,NA,NA,NA,NA,NA
"Brown Booby","Sula leucogaster",NA,NA,"",NA,NA,NA,NA,NA,NA
"Red-footed Booby","Sula sula",NA,NA,"",NA,NA,NA,NA,NA,NA
"Oriental Darter","Anhinga melanogaster",NA,NA,"X",2,NA,0.5,0.5,7,1.96
"Little Cormorant","Microcarbo niger",NA,NA,"X",6,0.166666666666667,0.466666666666667,0.5,9.5,4.82096255948955
"Great Cormorant","Phalacrocorax carbo",NA,NA,"X",3,NA,0.333333333333333,0.333333333333333,10.3333333333333,6.63060915586025
"Indian Cormorant","Phalacrocorax fuscicollis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Great White Pelican","Pelecanus onocrotalus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Spot-billed Pelican","Pelecanus philippensis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Dalmatian Pelican","Pelecanus crispus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Eurasian Bittern","Botaurus stellaris",NA,NA,"",NA,NA,NA,NA,NA,NA
"Yellow Bittern","Botaurus sinensis",NA,NA,"X",5,NA,0.466666666666667,0.8,13,4.84084290180956
"Little Bittern","Botaurus minutus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Cinnamon Bittern","Botaurus cinnamomeus",NA,NA,"X",5,NA,0.48,1,13,4.84084290180956
"Black Bittern","Botaurus flavicollis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Gray Heron","Ardea cinerea",NA,NA,"X",5,NA,0.64,0.8,13,4.84084290180956
"White-bellied Heron","Ardea insignis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Goliath Heron","Ardea goliath",NA,NA,"",NA,NA,NA,NA,NA,NA
"Purple Heron","Ardea purpurea",NA,NA,"X",5,NA,0.657142857142857,1,13,4.84084290180956
"Great Egret","Ardea alba",NA,NA,"X",5,NA,0.714285714285714,1,13,4.84084290180956
"Medium Egret","Ardea intermedia",NA,NA,"X",5,NA,0.833333333333333,1,13,4.84084290180956
"Chinese Egret","Egretta eulophotes",NA,NA,"",NA,NA,NA,NA,NA,NA
"Little Egret","Egretta garzetta",NA,NA,"X",5,0.2,0.685714285714286,1,13,4.84084290180956
"Western Reef-Heron","Egretta gularis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Pacific Reef-Heron","Egretta sacra",NA,NA,"",NA,NA,NA,NA,NA,NA
"Eastern Cattle-Egret","Ardea coromanda",NA,NA,"X",13,NA,0.317307692307692,0.384615384615385,8.15384615384615,3.08186961365692
"Indian Pond-Heron","Ardeola grayii",NA,NA,"X",10,NA,0.414285714285714,0.5,8.7,3.92054440664105
"Chinese Pond-Heron","Ardeola bacchus",NA,NA,"",1,NA,NA,NA,17,NA
"Javan Pond-Heron","Ardeola speciosa",NA,NA,"",NA,NA,NA,NA,NA,NA
"Striated Heron","Butorides striata",NA,NA,"X",1,NA,1,NA,3,NA
"Black-crowned Night Heron","Nycticorax nycticorax",NA,NA,"X",4,NA,0.55,0.5,14.25,5.39
"White-eared Night Heron","Oroanassa magnifica",NA,NA,"",NA,NA,NA,NA,NA,NA
"Malayan Night Heron","Gorsachius melanolophus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Glossy Ibis","Plegadis falcinellus",NA,NA,"X",5,NA,0.485714285714286,0.6,13,4.84084290180956
"Black-headed Ibis","Threskiornis melanocephalus",NA,NA,"X",3,NA,0.666666666666667,0.333333333333333,13.3333333333333,7.18666666666667
"Red-naped Ibis","Pseudibis papillosa",NA,NA,"",NA,NA,NA,NA,NA,NA
"Eurasian Spoonbill","Platalea leucorodia",NA,NA,"",NA,NA,NA,NA,NA,NA
"Osprey","Pandion haliaetus",NA,NA,"X",3,0.333333333333333,0.533333333333333,0.666666666666667,10.3333333333333,6.63060915586025
"Black-winged Kite","Elanus caeruleus",NA,NA,"X",8,NA,0.453125,0.625,10.875,3.63747508582533
"Bearded Vulture","Gypaetus barbatus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Egyptian Vulture","Neophron percnopterus",NA,NA,"",NA,NA,NA,NA,NA,NA
"European Honey-buzzard","Pernis apivorus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Oriental Honey-buzzard","Pernis ptilorhynchus",NA,NA,"X",18,NA,0.293650793650794,0.444444444444444,6.83333333333333,2.48655732293897
"Jerdon's Baza","Aviceda jerdoni",NA,NA,"X",1,NA,1,NA,10,NA
"Black Baza","Aviceda leuphotes",NA,NA,"",NA,NA,NA,NA,NA,NA
"Red-headed Vulture","Sarcogyps calvus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Cinereous Vulture","Aegypius monachus",NA,NA,"",NA,NA,NA,NA,NA,NA
"White-rumped Vulture","Gyps bengalensis",NA,NA,"X",1,NA,1,1,17,NA
"Indian Vulture","Gyps indicus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Slender-billed Vulture","Gyps tenuirostris",NA,NA,"",NA,NA,NA,NA,NA,NA
"Himalayan Griffon","Gyps himalayensis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Eurasian Griffon","Gyps fulvus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Nicobar Serpent-Eagle","Spilornis klossi",NA,NA,"",NA,NA,NA,NA,NA,NA
"Crested Serpent-Eagle","Spilornis cheela",NA,NA,"X",12,NA,0.202380952380952,0.166666666666667,7.75,2.80447748063591
"Andaman Serpent-Eagle","Spilornis elgini",NA,NA,"",NA,NA,NA,NA,NA,NA
"Short-toed Snake-Eagle","Circaetus gallicus",NA,NA,"X",2,NA,0.5,NA,11.5,10.78
"Changeable Hawk-Eagle","Nisaetus cirrhatus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Mountain Hawk-Eagle","Nisaetus nipalensis",NA,NA,"X",4,NA,0.3125,0.25,11.75,6.56794995920848
"Legge's Hawk-Eagle","Nisaetus kelaarti",NA,NA,"",NA,NA,NA,NA,NA,NA
"Rufous-bellied Eagle","Lophotriorchis kienerii",NA,NA,"X",NA,NA,NA,NA,NA,NA
"Black Eagle","Ictinaetus malaiensis",NA,NA,"X",11,0.0909090909090909,0.207792207792208,0.272727272727273,7.09090909090909,2.45735919533064
"Indian Spotted Eagle","Clanga hastata",NA,NA,"",NA,NA,NA,NA,NA,NA
"Greater Spotted Eagle","Clanga clanga",NA,NA,"",NA,NA,NA,NA,NA,NA
"Booted Eagle","Hieraaetus pennatus",NA,NA,"X",1,1,NA,NA,7,NA
"Tawny Eagle","Aquila rapax",NA,NA,"",NA,NA,NA,NA,NA,NA
"Steppe Eagle","Aquila nipalensis",NA,NA,"X",3,NA,0.416666666666667,0.333333333333333,14,5.88
"Imperial Eagle","Aquila heliaca",NA,NA,"",NA,NA,NA,NA,NA,NA
"Golden Eagle","Aquila chrysaetos",NA,NA,"",NA,NA,NA,NA,NA,NA
"Bonelli's Eagle","Aquila fasciata",NA,NA,"X",1,NA,1,NA,17,NA
"White-eyed Buzzard","Butastur teesa",NA,NA,"",NA,NA,NA,NA,NA,NA
"Rufous-winged Buzzard","Butastur liventer",NA,NA,"",NA,NA,NA,NA,NA,NA
"Gray-faced Buzzard","Butastur indicus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Western Marsh Harrier","Circus aeruginosus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Eastern Marsh Harrier","Circus spilonotus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Hen Harrier","Circus cyaneus",NA,NA,"X",4,NA,0.4375,0.25,14.25,5.39
"Pallid Harrier","Circus macrourus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Pied Harrier","Circus melanoleucos",NA,NA,"X",5,NA,0.32,0.4,13,4.84084290180956
"Montagu's Harrier","Circus pygargus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Crested Goshawk","Lophospiza trivirgata",NA,NA,"X",11,NA,0.309090909090909,0.363636363636364,7.72727272727273,3.07176359283196
"Shikra","Tachyspiza badia",NA,NA,"X",4,NA,0.4,0.5,12,5.71433285694839
"Nicobar Sparrowhawk","Tachyspiza butleri",NA,NA,"",NA,NA,NA,NA,NA,NA
"Chinese Sparrowhawk","Tachyspiza soloensis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Japanese Sparrowhawk","Tachyspiza gularis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Besra","Tachyspiza virgata",NA,NA,"X",4,NA,0.333333333333333,0.25,7.75,7.1288965953131
"Eurasian Sparrowhawk","Accipiter nisus",NA,NA,"X",3,NA,0.416666666666667,0.333333333333333,10.3333333333333,7.36269274412864
"Eurasian Goshawk","Astur gentilis",NA,NA,"",1,NA,NA,NA,6,NA
"Red Kite","Milvus milvus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Black Kite","Milvus migrans",NA,NA,"X",5,0.4,0.666666666666667,1,13,4.84084290180956
"Brahminy Kite","Haliastur indus",NA,NA,"X",NA,NA,NA,NA,NA,NA
"White-tailed Eagle","Haliaeetus albicilla",NA,NA,"",NA,NA,NA,NA,NA,NA
"Pallas's Fish-Eagle","Haliaeetus leucoryphus",NA,NA,"",NA,NA,NA,NA,NA,NA
"White-bellied Sea-Eagle","Icthyophaga leucogaster",NA,NA,"",NA,NA,NA,NA,NA,NA
"Lesser Fish-Eagle","Icthyophaga humilis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Gray-headed Fish-Eagle","Icthyophaga ichthyaetus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Rough-legged Hawk","Buteo lagopus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Common Buzzard","Buteo buteo",NA,NA,"X",9,NA,0.314814814814815,0.333333333333333,10.6666666666667,3.25029229454829
"Himalayan Buzzard","Buteo refectus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Long-legged Buzzard","Buteo rufinus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Upland Buzzard","Buteo hemilasius",NA,NA,"",NA,NA,NA,NA,NA,NA
"Australasian Grass-Owl","Tyto longimembris",NA,NA,"",4,NA,0.4375,0.5,14.75,4.41
"Eastern Barn Owl","Tyto javanica",NA,NA,"",1,NA,1,NA,17,NA
"Andaman Masked-Owl","Tyto deroepstorffi",NA,NA,"",NA,NA,NA,NA,NA,NA
"Oriental Bay-Owl","Phodilus badius",NA,NA,"",NA,NA,NA,NA,NA,NA
"Sri Lanka Bay-Owl","Phodilus assimilis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Andaman Scops-Owl","Otus balli",NA,NA,"",NA,NA,NA,NA,NA,NA
"Mountain Scops-Owl","Otus spilocephalus",NA,NA,"",4,NA,0.5,NA,8,5.93419469403108
"Indian Scops-Owl","Otus bakkamoena",NA,NA,"",NA,NA,NA,NA,NA,NA
"Collared Scops-Owl","Otus lettia",NA,NA,"",8,NA,0.3125,0.125,6.625,3.35288308773211
"Nicobar Scops-Owl","Otus alius",NA,NA,"",NA,NA,NA,NA,NA,NA
"Eurasian Scops-Owl","Otus scops",NA,NA,"",NA,NA,NA,NA,NA,NA
"Pallid Scops-Owl","Otus brucei",NA,NA,"",NA,NA,NA,NA,NA,NA
"Oriental Scops-Owl","Otus sunia",NA,NA,"",3,NA,0.333333333333333,NA,5,1.96
"Eurasian Eagle-Owl","Bubo bubo",NA,NA,"",NA,NA,NA,NA,NA,NA
"Rock Eagle-Owl","Bubo bengalensis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Spot-bellied Eagle-Owl","Ketupa nipalensis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Dusky Eagle-Owl","Ketupa coromanda",NA,NA,"",NA,NA,NA,NA,NA,NA
"Brown Fish-Owl","Ketupa zeylonensis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Tawny Fish-Owl","Ketupa flavipes",NA,NA,"",NA,NA,NA,NA,NA,NA
"Buffy Fish-Owl","Ketupa ketupu",NA,NA,"",NA,NA,NA,NA,NA,NA
"Asian Barred Owlet","Glaucidium cuculoides",NA,NA,"X",11,NA,0.25,0.454545454545455,5.81818181818182,2.71865985458988
"Jungle Owlet","Glaucidium radiatum",NA,NA,"",NA,NA,NA,NA,NA,NA
"Collared Owlet","Taenioptynx brodiei",NA,NA,"X",8,NA,0.375,0.625,6.25,3.528583285116
"Spotted Owlet","Athene brama",NA,NA,"",NA,NA,NA,NA,NA,NA
"Little Owl","Athene noctua",NA,NA,"",NA,NA,NA,NA,NA,NA
"Forest Owlet","Athene blewitti",NA,NA,"",NA,NA,NA,NA,NA,NA
"Mottled Wood-Owl","Strix ocellata",NA,NA,"",NA,NA,NA,NA,NA,NA
"Brown Wood-Owl","Strix leptogrammica",NA,NA,"",NA,NA,NA,NA,NA,NA
"Tawny Owl","Strix aluco",NA,NA,"",NA,NA,NA,NA,NA,NA
"Himalayan Owl","Strix nivicolum",NA,NA,"",NA,NA,NA,NA,NA,NA
"Long-eared Owl","Asio otus",NA,NA,"",1,NA,NA,NA,10,NA
"Short-eared Owl","Asio flammeus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Boreal Owl","Aegolius funereus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Andaman Boobook","Ninox affinis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Brown Boobook","Ninox scutulata",NA,NA,"",NA,NA,NA,NA,NA,NA
"Hume's Boobook","Ninox obscura",NA,NA,"",NA,NA,NA,NA,NA,NA
"Malabar Trogon","Harpactes fasciatus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Red-headed Trogon","Harpactes erythrocephalus",NA,NA,"X",1,NA,1,NA,17,NA
"Ward's Trogon","Harpactes wardi",NA,NA,"",NA,NA,NA,NA,NA,NA
"Eurasian Hoopoe","Upupa epops",NA,NA,"X",10,0.1,0.38,0.3,9.9,3.23317497894012
"Great Hornbill","Buceros bicornis",NA,NA,"X",3,0.333333333333333,0.333333333333333,0.333333333333333,3.66666666666667,3.45711504645773
"Brown Hornbill","Anorrhinus austeni",NA,NA,"X",2,0.5,0.5,NA,6.5,0.98
"Indian Gray Hornbill","Ocyceros birostris",NA,NA,"",NA,NA,NA,NA,NA,NA
"Malabar Gray Hornbill","Ocyceros griseus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Malabar Pied-Hornbill","Anthracoceros coronatus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Oriental Pied-Hornbill","Anthracoceros albirostris",NA,NA,"X",3,NA,0.555555555555556,0.666666666666667,4,1.96
"Rufous-necked Hornbill","Aceros nipalensis",NA,NA,"X",1,1,NA,NA,7,NA
"Wreathed Hornbill","Rhyticeros undulatus",NA,NA,"X",1,NA,1,NA,5,NA
"Narcondam Hornbill","Rhyticeros narcondami",NA,NA,"",NA,NA,NA,NA,NA,NA
"Blyth's Kingfisher","Alcedo hercules",NA,NA,"",NA,NA,NA,NA,NA,NA
"Common Kingfisher","Alcedo atthis",NA,NA,"X",9,0.111111111111111,0.416666666666667,0.555555555555556,8.77777777777778,4.2059875016692
"Blue-eared Kingfisher","Alcedo meninting",NA,NA,"X",3,NA,0.333333333333333,NA,3.66666666666667,2.35562683330314
"Black-backed Dwarf-Kingfisher","Ceyx erithaca",NA,NA,"",NA,NA,NA,NA,NA,NA
"Rufous-backed Dwarf-Kingfisher","Ceyx rufidorsa",NA,NA,"",NA,NA,NA,NA,NA,NA
"Brown-winged Kingfisher","Pelargopsis amauroptera",NA,NA,"",NA,NA,NA,NA,NA,NA
"Stork-billed Kingfisher","Pelargopsis capensis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Ruddy Kingfisher","Halcyon coromanda",NA,NA,"",NA,NA,NA,NA,NA,NA
"White-throated Kingfisher","Halcyon smyrnensis",NA,NA,"X",13,NA,0.326923076923077,0.461538461538462,8.15384615384615,3.10574856705041
"Black-capped Kingfisher","Halcyon pileata",NA,NA,"",NA,NA,NA,NA,NA,NA
"Collared Kingfisher","Todiramphus chloris",NA,NA,"",NA,NA,NA,NA,NA,NA
"Crested Kingfisher","Megaceryle lugubris",NA,NA,"X",NA,NA,NA,NA,NA,NA
"Pied Kingfisher","Ceryle rudis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Blue-bearded Bee-eater","Nyctyornis athertoni",NA,NA,"X",5,NA,0.266666666666667,NA,8,4.80099989585503
"Asian Green Bee-eater","Merops orientalis",NA,NA,"X",NA,NA,NA,NA,NA,NA
"Blue-throated Bee-eater","Merops viridis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Blue-cheeked Bee-eater","Merops persicus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Blue-tailed Bee-eater","Merops philippinus",NA,NA,"X",1,NA,NA,NA,3,NA
"European Bee-eater","Merops apiaster",NA,NA,"",NA,NA,NA,NA,NA,NA
"Chestnut-headed Bee-eater","Merops leschenaulti",NA,NA,"X",2,NA,NA,NA,2.5,0.98
"European Roller","Coracias garrulus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Indian Roller","Coracias benghalensis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Indochinese Roller","Coracias affinis",NA,NA,"X",2,NA,0.5,0.5,11,11.76
"Dollarbird","Eurystomus orientalis",NA,NA,"X",4,NA,0.25,0.25,5,3.48784556233023
"Malabar Barbet","Psilopogon malabaricus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Coppersmith Barbet","Psilopogon haemacephalus",NA,NA,"X",10,NA,0.34,0.3,8.8,3.76220171944272
"Blue-eared Barbet","Psilopogon cyanotis",NA,NA,"X",5,NA,0.25,NA,4.2,1.9002905041072
"Great Barbet","Psilopogon virens",NA,NA,"X",15,NA,0.288888888888889,0.4,5.86666666666667,2.0049077562599
"Lineated Barbet","Psilopogon lineatus",NA,NA,"X",3,NA,0.833333333333333,NA,4.33333333333333,1.72855752322887
"Brown-headed Barbet","Psilopogon zeylanicus",NA,NA,"",NA,NA,NA,NA,NA,NA
"White-cheeked Barbet","Psilopogon viridis",NA,NA,"",NA,NA,NA,NA,NA,NA
"Golden-throated Barbet","Psilopogon franklinii",NA,NA,"X",7,NA,0.342857142857143,0.285714285714286,6.85714285714286,1.78557180383951
"Blue-throated Barbet","Psilopogon asiaticus",NA,NA,"X",24,0.0416666666666667,0.317708333333333,0.583333333333333,6.375,1.879567962229
"Yellow-rumped Honeyguide","Indicator xanthonotus",NA,NA,"",NA,NA,NA,NA,NA,NA
"Eurasian Wryneck","Jynx torquilla",NA,NA,"X",4,NA,0.6875,0.75,12,5.71433285694839
"Speckled Piculet","Picumnus innominatus",NA,NA,"X",7,NA,0.228571428571429,NA,8.57142857142857,4.66293183880414
