"COMMON.NAME","SCIENTIFIC.NAME","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km"
"Great Slaty Woodpecker","Mulleripicus pulverulentus",NA,"","",NA,NA,NA,NA,NA,NA
"White-bellied Woodpecker","Dryocopus javensis",NA,"","",NA,NA,NA,NA,NA,NA
"Andaman Woodpecker","Dryocopus hodgei",NA,"","",NA,NA,NA,NA,NA,NA
"Collared Falconet","Microhierax caerulescens",NA,"","",NA,NA,NA,NA,NA,NA
"Pied Falconet","Microhierax melanoleucos",NA,"","",NA,NA,NA,NA,NA,NA
"Lesser Kestrel","Falco naumanni",NA,"","",NA,NA,NA,NA,NA,NA
"Eurasian Kestrel","Falco tinnunculus",NA,"","X",10,NA,0.257142857142857,0.3,7.9,2.27168425035992
"Red-necked Falcon","Falco chicquera",NA,"","",NA,NA,NA,NA,NA,NA
"Red-footed Falcon","Falco vespertinus",NA,"","",NA,NA,NA,NA,NA,NA
"Amur Falcon","Falco amurensis",NA,"","X",13,NA,0.336538461538462,0.538461538461538,6.92307692307692,2.00301902314995
"Merlin","Falco columbarius",NA,"","",NA,NA,NA,NA,NA,NA
"Eurasian Hobby","Falco subbuteo",NA,"","",NA,NA,NA,NA,NA,NA
"Oriental Hobby","Falco severus",NA,"","",NA,NA,NA,NA,NA,NA
"Laggar Falcon","Falco jugger",NA,"","",NA,NA,NA,NA,NA,NA
"Saker Falcon","Falco cherrug",NA,"","",NA,NA,NA,NA,NA,NA
"Peregrine Falcon","Falco peregrinus",NA,"","",NA,NA,NA,NA,NA,NA
"Alexandrine Parakeet","Psittacula eupatria",NA,"","",NA,NA,NA,NA,NA,NA
"Rose-ringed Parakeet","Psittacula krameri",NA,"","X",1,NA,1,NA,9,NA
"Slaty-headed Parakeet","Psittacula himalayana",NA,"","",NA,NA,NA,NA,NA,NA
"Gray-headed Parakeet","Psittacula finschii",NA,"","X",4,NA,0.35,0.75,6,2.1170419614799
"Plum-headed Parakeet","Psittacula cyanocephala",NA,"","",NA,NA,NA,NA,NA,NA
"Blossom-headed Parakeet","Psittacula roseata",NA,"","X",2,NA,0.5,NA,6,3.92
"Malabar Parakeet","Psittacula columboides",NA,"","",NA,NA,NA,NA,NA,NA
"Derbyan Parakeet","Psittacula derbiana",NA,"","",NA,NA,NA,NA,NA,NA
"Red-breasted Parakeet","Psittacula alexandri",NA,"","",NA,NA,NA,NA,NA,NA
"Nicobar Parakeet","Psittacula caniceps",NA,"","",NA,NA,NA,NA,NA,NA
"Long-tailed Parakeet","Psittacula longicauda",NA,"","",NA,NA,NA,NA,NA,NA
"Vernal Hanging-Parrot","Loriculus vernalis",NA,"","",NA,NA,NA,NA,NA,NA
"Long-tailed Broadbill","Psarisomus dalhousiae",NA,"","X",12,NA,0.277777777777778,0.583333333333333,7.5,1.829439390865
"Gray-lored Broadbill","Serilophus rubropygius",NA,"","",NA,NA,NA,NA,NA,NA
"Blue-naped Pitta","Hydrornis nipalensis",NA,"","X",3,NA,0.75,1,10.3333333333333,3.63760605038228
"Blue Pitta","Hydrornis cyaneus",NA,"","",NA,NA,NA,NA,NA,NA
"Indian Pitta","Pitta brachyura",NA,"","",NA,NA,NA,NA,NA,NA
"Blue-winged Pitta","Pitta moluccensis",NA,"","",NA,NA,NA,NA,NA,NA
"Western Hooded Pitta","Pitta sordida",NA,"","",NA,NA,NA,NA,NA,NA
"Mangrove Pitta","Pitta megarhyncha",NA,"","",NA,NA,NA,NA,NA,NA
"White-bellied Minivet","Pericrocotus erythropygius",NA,"","",NA,NA,NA,NA,NA,NA
"Small Minivet","Pericrocotus cinnamomeus",NA,"","",NA,NA,NA,NA,NA,NA
"Gray-chinned Minivet","Pericrocotus solaris",NA,"","",4,NA,0.25,0.25,8.25,3.95050629666629
"Short-billed Minivet","Pericrocotus brevirostris",NA,"","X",11,NA,0.261363636363636,0.545454545454545,8,1.77288670611725
"Long-tailed Minivet","Pericrocotus ethologus",NA,"","X",15,NA,0.241666666666667,0.333333333333333,7.13333333333333,1.74121081753793
"Orange Minivet","Pericrocotus flammeus",NA,"","",NA,NA,NA,NA,NA,NA
"Scarlet Minivet","Pericrocotus speciosus",NA,"","X",16,NA,0.302083333333333,0.5625,7.25,1.62514614727415
"Ashy Minivet","Pericrocotus divaricatus",NA,"","",NA,NA,NA,NA,NA,NA
"Brown-rumped Minivet","Pericrocotus cantonensis",NA,"","",NA,NA,NA,NA,NA,NA
"Rosy Minivet","Pericrocotus roseus",NA,"","",NA,NA,NA,NA,NA,NA
"Indian Cuckooshrike","Coracina macei",NA,"","X",4,NA,0.5,NA,9,3.66682423903846
"Andaman Cuckooshrike","Coracina dobsoni",NA,"","",NA,NA,NA,NA,NA,NA
"Pied Triller","Lalage nigra",NA,"","",NA,NA,NA,NA,NA,NA
"Black-winged Cuckooshrike","Lalage melaschistos",NA,"","X",7,NA,0.285714285714286,0.428571428571429,8.57142857142857,2.29759294335035
"Black-headed Cuckooshrike","Lalage melanoptera",NA,"","",NA,NA,NA,NA,NA,NA
"Black-headed Shrike-Babbler","Pteruthius rufiventer",NA,"","X",3,NA,0.555555555555556,0.666666666666667,9,5.1856725696866
"White-browed Shrike-Babbler","Pteruthius aeralatus",NA,"","X",9,NA,0.26984126984127,0.555555555555556,8.22222222222222,2.23421320423439
"Green Shrike-Babbler","Pteruthius xanthochlorus",NA,"","X",2,NA,0.5,0.5,6.5,2.94
"Black-eared Shrike-Babbler","Pteruthius melanotis",NA,"","X",7,NA,0.26530612244898,0.285714285714286,8.28571428571429,2.8918275651682
"Clicking Shrike-Babbler","Pteruthius intermedius",NA,"","",NA,NA,NA,NA,NA,NA
"White-bellied Erpornis","Erpornis zantholeuca",NA,"","X",4,NA,0.333333333333333,0.25,7.75,2.31564965686378
"Mangrove Whistler","Pachycephala cinerea",NA,"","",NA,NA,NA,NA,NA,NA
"Eurasian Golden Oriole","Oriolus oriolus",NA,"","",NA,NA,NA,NA,NA,NA
"Indian Golden Oriole","Oriolus kundoo",NA,"","",NA,NA,NA,NA,NA,NA
"Black-naped Oriole","Oriolus chinensis",NA,"","",NA,NA,NA,NA,NA,NA
"Slender-billed Oriole","Oriolus tenuirostris",NA,"","X",1,NA,NA,NA,14,NA
"Black-hooded Oriole","Oriolus xanthornus",NA,"","X",1,NA,1,1,9,NA
"Maroon Oriole","Oriolus traillii",NA,"","X",16,NA,0.285714285714286,0.625,6.8125,1.69002650373695
"Ashy Woodswallow","Artamus fuscus",NA,"","X",6,NA,0.285714285714286,0.333333333333333,8.33333333333333,2.84781397644657
"White-breasted Woodswallow","Artamus leucorynchus",NA,"","",NA,NA,NA,NA,NA,NA
"Malabar Woodshrike","Tephrodornis sylvicola",NA,"","",NA,NA,NA,NA,NA,NA
"Large Woodshrike","Tephrodornis virgatus",NA,"","",NA,NA,NA,NA,NA,NA
"Common Woodshrike","Tephrodornis pondicerianus",NA,"","",NA,NA,NA,NA,NA,NA
"Bar-winged Flycatcher-shrike","Hemipus picatus",NA,"","X",7,NA,0.326530612244898,0.428571428571429,7.14285714285714,1.88524092182759
"Common Iora","Aegithina tiphia",NA,"","X",8,NA,0.375,0.375,8.625,1.225
"White-tailed Iora","Aegithina nigrolutea",NA,"","",NA,NA,NA,NA,NA,NA
"White-throated Fantail","Rhipidura albicollis",NA,"","X",19,NA,0.401315789473684,0.736842105263158,6.57894736842105,1.58138058130745
"Spot-breasted Fantail","Rhipidura albogularis",NA,"","",NA,NA,NA,NA,NA,NA
"White-browed Fantail","Rhipidura aureola",NA,"","",NA,NA,NA,NA,NA,NA
"Black Drongo","Dicrurus macrocercus",NA,"","X",9,NA,0.26984126984127,0.555555555555556,5.77777777777778,2.23421320423439
"Ashy Drongo","Dicrurus leucophaeus",NA,"","X",17,NA,0.463235294117647,0.764705882352941,7.23529411764706,1.54522078242431
"White-bellied Drongo","Dicrurus caerulescens",NA,"","",NA,NA,NA,NA,NA,NA
"Crow-billed Drongo","Dicrurus annectens",NA,"","",1,NA,NA,NA,8,NA
"Bronzed Drongo","Dicrurus aeneus",NA,"","X",18,NA,0.26984126984127,0.5,6.05555555555556,1.63504050216447
"Lesser Racket-tailed Drongo","Dicrurus remifer",NA,"","X",7,NA,0.285714285714286,0.571428571428571,6.85714285714286,2.28046778826918
"Hair-crested Drongo","Dicrurus hottentottus",NA,"","X",9,NA,0.238095238095238,0.222222222222222,7,1.9047776189828
"Andaman Drongo","Dicrurus andamanensis",NA,"","",NA,NA,NA,NA,NA,NA
"Greater Racket-tailed Drongo","Dicrurus paradiseus",NA,"","X",2,NA,0.5,0.5,10,1.96
"Black-naped Monarch","Hypothymis azurea",NA,"","X",8,NA,0.3,0.375,8.375,2.28145238828252
"Amur Paradise-Flycatcher","Terpsiphone incei",NA,"","",NA,NA,NA,NA,NA,NA
"Blyth's Paradise-Flycatcher","Terpsiphone affinis",NA,"","",NA,NA,NA,NA,NA,NA
"Indian Paradise-Flycatcher","Terpsiphone paradisi",NA,"","",NA,NA,NA,NA,NA,NA
"Red-backed Shrike","Lanius collurio",NA,"","",NA,NA,NA,NA,NA,NA
"Red-tailed Shrike","Lanius phoenicuroides",NA,"","",NA,NA,NA,NA,NA,NA
"Isabelline Shrike","Lanius isabellinus",NA,"","",NA,NA,NA,NA,NA,NA
"Brown Shrike","Lanius cristatus",NA,"","X",11,NA,0.215909090909091,0.181818181818182,7,1.86878667492136
"Burmese Shrike","Lanius collurioides",NA,"","",NA,NA,NA,NA,NA,NA
"Bay-backed Shrike","Lanius vittatus",NA,"","",NA,NA,NA,NA,NA,NA
"Long-tailed Shrike","Lanius schach",NA,"","X",21,NA,0.31547619047619,0.571428571428571,6.14285714285714,1.57315818234107
"Gray-backed Shrike","Lanius tephronotus",NA,"","X",20,NA,0.30625,0.45,6.45,1.54117514971701
"Great Gray Shrike","Lanius excubitor",NA,"","",NA,NA,NA,NA,NA,NA
"Lesser Gray Shrike","Lanius minor",NA,"","",NA,NA,NA,NA,NA,NA
"Masked Shrike","Lanius nubicus",NA,"","",NA,NA,NA,NA,NA,NA
"Woodchat Shrike","Lanius senator",NA,"","",NA,NA,NA,NA,NA,NA
"Eurasian Jay","Garrulus glandarius",NA,"","",NA,NA,NA,NA,NA,NA
"Black-headed Jay","Garrulus lanceolatus",NA,"","",NA,NA,NA,NA,NA,NA
"Yellow-billed Blue-Magpie","Urocissa flavirostris",NA,"","",NA,NA,NA,NA,NA,NA
"Red-billed Blue-Magpie","Urocissa erythroryncha",NA,"","X",4,NA,0.4375,0.75,6.75,2.57735652688305
"Common Green-Magpie","Cissa chinensis",NA,"","X",3,NA,0.466666666666667,0.333333333333333,10,1.96
"Rufous Treepie","Dendrocitta vagabunda",NA,"","X",3,NA,0.380952380952381,0.333333333333333,4.66666666666667,4.28419316921064
"Gray Treepie","Dendrocitta formosae",NA,"","X",13,NA,0.355769230769231,0.692307692307692,7.46153846153846,1.87807068740858
"White-bellied Treepie","Dendrocitta leucogastra",NA,"","",NA,NA,NA,NA,NA,NA
"Collared Treepie","Dendrocitta frontalis",NA,"","",NA,NA,NA,NA,NA,NA
"Andaman Treepie","Dendrocitta bayleii",NA,"","",NA,NA,NA,NA,NA,NA
"Black-rumped Magpie","Pica bottanensis",NA,"","",NA,NA,NA,NA,NA,NA
"Eurasian Magpie","Pica pica",NA,"","",NA,NA,NA,NA,NA,NA
"Southern Nutcracker","Nucifraga hemispila",NA,"","",NA,NA,NA,NA,NA,NA
"Kashmir Nutcracker","Nucifraga multipunctata",NA,"","",NA,NA,NA,NA,NA,NA
"Red-billed Chough","Pyrrhocorax pyrrhocorax",NA,"","",NA,NA,NA,NA,NA,NA
"Yellow-billed Chough","Pyrrhocorax graculus",NA,"","",NA,NA,NA,NA,NA,NA
"Eurasian Jackdaw","Coloeus monedula",NA,"","",NA,NA,NA,NA,NA,NA
"House Crow","Corvus splendens",NA,"","X",1,NA,1,NA,9,NA
"Rook","Corvus frugilegus",NA,"","",NA,NA,NA,NA,NA,NA
"Carrion Crow","Corvus corone",NA,"","",NA,NA,NA,NA,NA,NA
"Hooded Crow","Corvus cornix",NA,"","",NA,NA,NA,NA,NA,NA
"Large-billed Crow","Corvus macrorhynchos",NA,"","X",17,NA,0.279411764705882,0.294117647058824,5.88235294117647,1.737559239487
"Pied Crow","Corvus albus",NA,"","",NA,NA,NA,NA,NA,NA
"Common Raven","Corvus corax",NA,"","",NA,NA,NA,NA,NA,NA
"Yellow-bellied Fairy-Fantail","Chelidorhynx hypoxanthus",NA,"","X",12,NA,0.3125,0.5,7.58333333333333,1.81279264443487
"Gray-headed Canary-Flycatcher","Culicicapa ceylonensis",NA,"","X",21,NA,0.303571428571429,0.523809523809524,6.33333333333333,1.44621498325034
"Fire-capped Tit","Cephalopyrus flammiceps",NA,"","",NA,NA,NA,NA,NA,NA
"Yellow-browed Tit","Sylviparus modestus",NA,"","X",1,NA,1,1,8,NA
"Sultan Tit","Melanochlora sultanea",NA,"","",NA,NA,NA,NA,NA,NA
"Coal Tit","Periparus ater",NA,"","",NA,NA,NA,NA,NA,NA
"Rufous-naped Tit","Periparus rufonuchalis",NA,"","",NA,NA,NA,NA,NA,NA
"Rufous-vented Tit","Periparus rubidiventris",NA,"","",NA,NA,NA,NA,NA,NA
"Gray-crested Tit","Lophophanes dichrous",NA,"","",NA,NA,NA,NA,NA,NA
"Azure Tit","Cyanistes cyanus",NA,"","",NA,NA,NA,NA,NA,NA
"Ground Tit","Pseudopodoces humilis",NA,"","",NA,NA,NA,NA,NA,NA
"Green-backed Tit","Parus monticolus",NA,"","X",16,NA,0.3984375,0.6875,6.9375,1.69239266030867
"Asian Tit","Parus cinereus",NA,"","X",5,NA,0.257142857142857,0.2,7,3.33775972772157
"White-naped Tit","Machlolophus nuchalis",NA,"","",NA,NA,NA,NA,NA,NA
"Himalayan Black-lored Tit","Machlolophus xanthogenys",NA,"","",NA,NA,NA,NA,NA,NA
"Indian Yellow Tit","Machlolophus aplonotus",NA,"","",NA,NA,NA,NA,NA,NA
"Yellow-cheeked Tit","Machlolophus spilonotus",NA,"","X",6,NA,0.416666666666667,0.5,8.83333333333333,2.6498285059813
"White-crowned Penduline-Tit","Remiz coronatus",NA,"","",NA,NA,NA,NA,NA,NA
"Greater Hoopoe-Lark","Alaemon alaudipes",NA,"","",NA,NA,NA,NA,NA,NA
"Rufous-tailed Lark","Ammomanes phoenicura",NA,"","",NA,NA,NA,NA,NA,NA
"Desert Lark","Ammomanes deserti",NA,"","",NA,NA,NA,NA,NA,NA
"Black-crowned Sparrow-Lark","Eremopterix nigriceps",NA,"","",NA,NA,NA,NA,NA,NA
"Ashy-crowned Sparrow-Lark","Eremopterix griseus",NA,"","",NA,NA,NA,NA,NA,NA
"Singing Bushlark","Mirafra javanica",NA,"","",NA,NA,NA,NA,NA,NA
"Bengal Bushlark","Plocealauda assamica",NA,"","X",1,NA,1,NA,9,NA
"Jerdon's Bushlark","Plocealauda affinis",NA,"","",NA,NA,NA,NA,NA,NA
"Indian Bushlark","Plocealauda erythroptera",NA,"","",NA,NA,NA,NA,NA,NA
"Horned Lark","Eremophila alpestris",NA,"","",NA,NA,NA,NA,NA,NA
"Greater Short-toed Lark","Calandrella brachydactyla",NA,"","",NA,NA,NA,NA,NA,NA
"Mongolian Short-toed Lark","Calandrella dukhunensis",NA,"","",NA,NA,NA,NA,NA,NA
"Hume's Lark","Calandrella acutirostris",NA,"","",NA,NA,NA,NA,NA,NA
"Bimaculated Lark","Melanocorypha bimaculata",NA,"","",NA,NA,NA,NA,NA,NA
"Tibetan Lark","Melanocorypha maxima",NA,"","",NA,NA,NA,NA,NA,NA
"Turkestan Short-toed Lark","Alaudala heinei",NA,"","",NA,NA,NA,NA,NA,NA
"Sand Lark","Alaudala raytal",NA,"","",NA,NA,NA,NA,NA,NA
"Eurasian Skylark","Alauda arvensis",NA,"","",NA,NA,NA,NA,NA,NA
"Oriental Skylark","Alauda gulgula",NA,"","",NA,NA,NA,NA,NA,NA
"Crested Lark","Galerida cristata",NA,"","",NA,NA,NA,NA,NA,NA
"Malabar Lark","Galerida malabarica",NA,"","",NA,NA,NA,NA,NA,NA
"Tawny Lark","Galerida deva",NA,"","",NA,NA,NA,NA,NA,NA
"Common Tailorbird","Orthotomus sutorius",NA,"","X",22,NA,0.289772727272727,0.727272727272727,6.22727272727273,1.42982285211482
"Dark-necked Tailorbird","Orthotomus atrogularis",NA,"","",NA,NA,NA,NA,NA,NA
"Himalayan Prinia","Prinia crinigera",NA,"","X",7,NA,0.244897959183673,0.285714285714286,7,2.96324146839234
"Black-throated Prinia","Prinia atrogularis",NA,"","",NA,NA,NA,NA,NA,NA
"Rufous-crowned Prinia","Prinia khasiana",NA,"X","X",11,NA,0.409090909090909,0.727272727272727,7,2.27347711266645
"Hill Prinia","Prinia superciliaris",NA,"","",NA,NA,NA,NA,NA,NA
"Gray-crowned Prinia","Prinia cinereocapilla",NA,"","",NA,NA,NA,NA,NA,NA
"Rufous-fronted Prinia","Prinia buchanani",NA,"","",NA,NA,NA,NA,NA,NA
"Rufescent Prinia","Prinia rufescens",NA,"X","X",15,NA,0.291666666666667,0.6,6.13333333333333,1.80314589290803
"Gray-breasted Prinia","Prinia hodgsonii",NA,"","X",14,NA,0.241071428571429,0.285714285714286,7.5,1.80000854698826
"Delicate Prinia","Prinia lepida",NA,"","",NA,NA,NA,NA,NA,NA
"Jungle Prinia","Prinia sylvatica",NA,"","",NA,NA,NA,NA,NA,NA
"Yellow-bellied Prinia","Prinia flaviventris",NA,"","",NA,NA,NA,NA,NA,NA
"Ashy Prinia","Prinia socialis",NA,"","",NA,NA,NA,NA,NA,NA
"Plain Prinia","Prinia inornata",NA,"","X",1,NA,1,NA,9,NA
"Zitting Cisticola","Cisticola juncidis",NA,"","X",1,NA,1,NA,9,NA
"Golden-headed Cisticola","Cisticola exilis",NA,"","",NA,NA,NA,NA,NA,NA
"Thick-billed Warbler","Arundinax aedon",NA,"","X",1,NA,NA,NA,14,NA
"Booted Warbler","Iduna caligata",NA,"","",NA,NA,NA,NA,NA,NA
"Sykes's Warbler","Iduna rama",NA,"","",NA,NA,NA,NA,NA,NA
"Black-browed Reed Warbler","Acrocephalus bistrigiceps",NA,"","",NA,NA,NA,NA,NA,NA
"Moustached Warbler","Acrocephalus melanopogon",NA,"","",NA,NA,NA,NA,NA,NA
"Sedge Warbler","Acrocephalus schoenobaenus",NA,"","",NA,NA,NA,NA,NA,NA
"Paddyfield Warbler","Acrocephalus agricola",NA,"","",NA,NA,NA,NA,NA,NA
"Blunt-winged Warbler","Acrocephalus concinens",NA,"","",NA,NA,NA,NA,NA,NA
"Blyth's Reed Warbler","Acrocephalus dumetorum",NA,"","",NA,NA,NA,NA,NA,NA
"Large-billed Reed Warbler","Acrocephalus orinus",NA,"","",NA,NA,NA,NA,NA,NA
"Great Reed Warbler","Acrocephalus arundinaceus",NA,"","",NA,NA,NA,NA,NA,NA
"Oriental Reed Warbler","Acrocephalus orientalis",NA,"","",NA,NA,NA,NA,NA,NA
"Clamorous Reed Warbler","Acrocephalus stentoreus",NA,"","",NA,NA,NA,NA,NA,NA
"Pallas's Grasshopper Warbler","Helopsaltes certhiola",NA,"","",NA,NA,NA,NA,NA,NA
"Lanceolated Warbler","Locustella lanceolata",NA,"","",NA,NA,NA,NA,NA,NA
"Brown Bush Warbler","Locustella luteoventris",NA,"","",2,NA,0.5,NA,11,5.88
"Common Grasshopper Warbler","Locustella naevia",NA,"","",NA,NA,NA,NA,NA,NA
"Long-billed Bush Warbler","Locustella major",NA,"","",NA,NA,NA,NA,NA,NA
"Chinese Bush Warbler","Locustella tacsanowskia",NA,"","",NA,NA,NA,NA,NA,NA
"Baikal Bush Warbler","Locustella davidi",NA,"","",NA,NA,NA,NA,NA,NA
"West Himalayan Bush Warbler","Locustella kashmirensis",NA,"","",NA,NA,NA,NA,NA,NA
"Spotted Bush Warbler","Locustella thoracica",NA,"","",NA,NA,NA,NA,NA,NA
"Russet Bush Warbler","Locustella mandelli",NA,"","",2,NA,0.666666666666667,NA,9.5,8.82
"Broad-tailed Grassbird","Schoenicola platyurus",NA,"","",NA,NA,NA,NA,NA,NA
"Bristled Grassbird","Schoenicola striatus",NA,"","",NA,NA,NA,NA,NA,NA
"Striated Grassbird","Megalurus palustris",NA,"","",NA,NA,NA,NA,NA,NA
"Scaly-breasted Cupwing","Pnoepyga albiventer",NA,"","X",2,NA,1,1,7.5,0.98
"Immaculate Cupwing","Pnoepyga immaculata",NA,"","",NA,NA,NA,NA,NA,NA
"Pygmy Cupwing","Pnoepyga pusilla",NA,"","X",10,NA,0.2375,0.4,8.1,1.94798539807441
"Gray-throated Martin","Riparia chinensis",NA,"","",NA,NA,NA,NA,NA,NA
"Bank Swallow","Riparia riparia",NA,"","",NA,NA,NA,NA,NA,NA
"Pale Martin","Riparia diluta",NA,"","",NA,NA,NA,NA,NA,NA
"Eurasian Crag-Martin","Ptyonoprogne rupestris",NA,"","",NA,NA,NA,NA,NA,NA
"Dusky Crag-Martin","Ptyonoprogne concolor",NA,"","",NA,NA,NA,NA,NA,NA
"Barn Swallow","Hirundo rustica",NA,"","X",10,NA,0.2,0.4,8.4,1.89804296872097
"Wire-tailed Swallow","Hirundo smithii",NA,"","",NA,NA,NA,NA,NA,NA
"Hill Swallow","Hirundo domicola",NA,"","",NA,NA,NA,NA,NA,NA
"Pacific Swallow","Hirundo javanica",NA,"","",NA,NA,NA,NA,NA,NA
"Eastern Red-rumped Swallow","Cecropis daurica",NA,"","X",17,NA,0.34453781512605,0.529411764705882,6.64705882352941,1.70522299630518
"Streak-throated Swallow","Petrochelidon fluvicola",NA,"","",NA,NA,NA,NA,NA,NA
"Western House-Martin","Delichon urbicum",NA,"","",NA,NA,NA,NA,NA,NA
"Asian House-Martin","Delichon dasypus",NA,"","X",2,NA,0.666666666666667,NA,5.5,4.9
"Nepal House-Martin","Delichon nipalense",NA,"","X",8,NA,0.321428571428571,0.5,7.5,2.69659043979615
"Gray-headed Bulbul","Microtarsus priocephalus",NA,"","",NA,NA,NA,NA,NA,NA
"Black-headed Bulbul","Microtarsus melanocephalos",NA,"","",1,NA,1,NA,14,NA
"Andaman Bulbul","Microtarsus fuscoflavescens",NA,"","",NA,NA,NA,NA,NA,NA
"Black-crested Bulbul","Rubigula flaviventris",NA,"","X",20,NA,0.3625,0.9,6.55,1.50130182105223
"Flame-throated Bulbul","Rubigula gularis",NA,"","",NA,NA,NA,NA,NA,NA
"Crested Finchbill","Spizixos canifrons",NA,"X","X",11,NA,0.409090909090909,0.727272727272727,7.09090909090909,2.02061638578737
"Striated Bulbul","Alcurus striatus",NA,"","X",8,NA,0.296875,0.625,7,2.77185858225127
"Red-vented Bulbul","Pycnonotus cafer",NA,"","X",28,NA,0.450892857142857,0.821428571428571,5.35714285714286,1.30749973443804
"Red-whiskered Bulbul","Pycnonotus jocosus",NA,"","X",19,NA,0.427631578947368,0.736842105263158,6.73684210526316,1.54201021601987
"White-eared Bulbul","Pycnonotus leucotis",NA,"","",NA,NA,NA,NA,NA,NA
"Himalayan Bulbul","Pycnonotus leucogenys",NA,"","",NA,NA,NA,NA,NA,NA
"Yellow-throated Bulbul","Pycnonotus xantholaemus",NA,"","",NA,NA,NA,NA,NA,NA
"Flavescent Bulbul","Pycnonotus flavescens",NA,"X","X",14,NA,0.428571428571429,0.857142857142857,7.64285714285714,1.61269006035544
"White-browed Bulbul","Pycnonotus luteolus",NA,"","",NA,NA,NA,NA,NA,NA
"White-throated Bulbul","Alophoixus flaveolus",NA,"","X",5,NA,0.233333333333333,NA,6.2,3.528
"Gray-eyed Bulbul","Iole propinqua",NA,"","",NA,NA,NA,NA,NA,NA
"Cachar Bulbul","Iole cacharensis",NA,"","",NA,NA,NA,NA,NA,NA
"Yellow-browed Bulbul","Acritillas indica",NA,"","",NA,NA,NA,NA,NA,NA
"Black Bulbul","Hypsipetes leucocephalus",NA,"","X",15,NA,0.466666666666667,1,7.2,1.72361171188099
"Square-tailed Bulbul","Hypsipetes ganeesa",NA,"","",NA,NA,NA,NA,NA,NA
"Nicobar Bulbul","Hypsipetes nicobariensis",NA,"","",NA,NA,NA,NA,NA,NA
"Ashy Bulbul","Hemixos flavala",NA,"","X",16,NA,0.25,0.5,6.9375,1.71120413257254
"Mountain Bulbul","Ixos mcclellandii",NA,"","X",10,NA,0.3375,0.5,7,2.10693669155535
"Wood Warbler","Phylloscopus sibilatrix",NA,"","",NA,NA,NA,NA,NA,NA
"Ashy-throated Warbler","Phylloscopus maculipennis",NA,"","X",5,NA,0.425,1,8,3.09903210696501
"Buff-barred Warbler","Phylloscopus pulcher",NA,"","X",10,NA,0.3375,0.7,7.6,1.94249964964962
"Yellow-browed Warbler","Phylloscopus inornatus",NA,"","X",19,NA,0.315789473684211,0.631578947368421,6.78947368421053,1.50318197435133
"Hume's Warbler","Phylloscopus humei",NA,"","X",1,NA,NA,NA,8,NA
"Brooks's Leaf Warbler","Phylloscopus subviridis",NA,"","",NA,NA,NA,NA,NA,NA
"Chinese Leaf Warbler","Phylloscopus yunnanensis",NA,"","",NA,NA,NA,NA,NA,NA
"Pallas's Leaf Warbler","Phylloscopus proregulus",NA,"","",NA,NA,NA,NA,NA,NA
"Lemon-rumped Warbler","Phylloscopus chloronotus",NA,"","X",13,NA,0.278846153846154,0.461538461538462,8,1.56925590728985
"Sichuan Leaf Warbler","Phylloscopus forresti",NA,"","",NA,NA,NA,NA,NA,NA
"Tytler's Leaf Warbler","Phylloscopus tytleri",NA,"","",NA,NA,NA,NA,NA,NA
"Sulphur-bellied Warbler","Phylloscopus griseolus",NA,"","",NA,NA,NA,NA,NA,NA
"Tickell's Leaf Warbler","Phylloscopus affinis",NA,"","X",8,NA,0.321428571428571,0.375,8.875,2.26636824015869
"Dusky Warbler","Phylloscopus fuscatus",NA,"","X",13,NA,0.269230769230769,0.615384615384615,6.76923076923077,2.14194919432857
"Smoky Warbler","Phylloscopus fuligiventer",NA,"","",NA,NA,NA,NA,NA,NA
"Plain Leaf Warbler","Phylloscopus neglectus",NA,"","",NA,NA,NA,NA,NA,NA
"Buff-throated Warbler","Phylloscopus subaffinis",NA,"","",NA,NA,NA,NA,NA,NA
"Willow Warbler","Phylloscopus trochilus",NA,"","",NA,NA,NA,NA,NA,NA
"Mountain Chiffchaff","Phylloscopus sindianus",NA,"","",NA,NA,NA,NA,NA,NA
"Common Chiffchaff","Phylloscopus collybita",NA,"","",NA,NA,NA,NA,NA,NA
"White-spectacled Warbler","Phylloscopus intermedius",NA,"","X",2,NA,0.666666666666667,1,9.5,2.94
"Gray-cheeked Warbler","Phylloscopus poliogenys",NA,"","X",8,NA,0.25,0.625,6.375,3.03048263482898
"Green-crowned Warbler","Phylloscopus burkii",NA,"","",NA,NA,NA,NA,NA,NA
"Gray-crowned Warbler","Phylloscopus tephrocephalus",NA,"","",7,NA,0.346938775510204,0.714285714285714,7.71428571428571,2.8918275651682
"Whistler's Warbler","Phylloscopus whistleri",NA,"","X",6,NA,0.305555555555556,0.166666666666667,7.16666666666667,2.83655033055608
"Green Warbler","Phylloscopus nitidus",NA,"","",NA,NA,NA,NA,NA,NA
"Greenish Warbler","Phylloscopus trochiloides",NA,"","X",1,NA,NA,NA,6,NA
"Two-barred Warbler","Phylloscopus plumbeitarsus",NA,"","",NA,NA,NA,NA,NA,NA
"Large-billed Leaf Warbler","Phylloscopus magnirostris",NA,"","",NA,NA,NA,NA,NA,NA
"Pale-legged Leaf Warbler","Phylloscopus tenellipes",NA,"","",NA,NA,NA,NA,NA,NA
"Sakhalin Leaf Warbler","Phylloscopus borealoides",NA,"","",NA,NA,NA,NA,NA,NA
