"timegroups","COMMON.NAME","timegroupsf","lci","mean","rci","lci_std","mean_std","rci_std","lci_std_recent","mean_std_recent","rci_std_recent","lci_ext_std","mean_ext_std","rci_ext_std","lci_std_comb","mean_std_comb","rci_std_comb"
2030,"Ruddy Shelduck","2030",NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6983859752252,54.0220643133966,68.4472405919201,42.6983859752252,54.0220643133966,68.4472405919201
2031,"Ruddy Shelduck","2031",NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7692999867832,51.5589145379587,66.9568490979248,39.7692999867832,51.5589145379587,66.9568490979248
2032,"Ruddy Shelduck","2032",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1314267369444,49.1190762068989,65.2896782427189,37.1314267369444,49.1190762068989,65.2896782427189
2033,"Ruddy Shelduck","2033",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6370342771201,46.8131478751131,63.7056897630842,34.6370342771201,46.8131478751131,63.7056897630842
1994,"Indian Spot-billed Duck","before 2000",0.019594017753421,0.0382904648719379,0.07156455341554,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"Indian Spot-billed Duck","2000-2006",0.016130783768568,0.0329558136689758,0.0591873901136254,48.8537661171577,85.050360614866,148.531757273235,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Indian Spot-billed Duck","2007-2010",0.0121897535455289,0.0242075998851312,0.045134698640192,37.7541191055724,62.838512797575,110.619877090705,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Indian Spot-billed Duck","2011-2012",0.0152663403735777,0.0322290376469526,0.0592384774723836,47.4759488678503,83.506325687018,144.282994721579,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Indian Spot-billed Duck","2013",0.0104967963350797,0.0229960034847503,0.0450566086628765,32.9745386587682,59.5055612080405,113.749311381307,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Indian Spot-billed Duck","2014",0.0183117831471355,0.0331968294666935,0.0581666133323951,55.6483270204889,86.6627455657283,137.81071784429,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Indian Spot-billed Duck","2015",0.0173892903201825,0.0315983932149072,0.054758998808263,54.2663217855866,81.5952080640888,128.720875214907,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Indian Spot-billed Duck","2016",0.0133688078809252,0.0247191246855099,0.0424462447226421,41.331867278539,63.8170880147042,100.50808629403,100,100,100,NA,NA,NA,100,100,100
2017,"Indian Spot-billed Duck","2017",0.0152107584668904,0.0286688163964518,0.0492212187430138,50.3168868857612,74.064736918177,111.72179228337,86.2383550299272,115.624758139724,155.964553925127,NA,NA,NA,86.2383550299272,115.624758139724,155.964553925127
2018,"Indian Spot-billed Duck","2018",0.0138260616661925,0.024986899023583,0.0434980628860987,42.6613461132045,64.1677771955167,99.4562271030271,75.1188673612664,100.0732956042,137.061510645841,NA,NA,NA,75.1188673612664,100.0732956042,137.061510645841
2019,"Indian Spot-billed Duck","2019",0.0178958031389586,0.0308605038670208,0.0543358676061045,55.2281093421955,81.0264721882456,122.335972260548,97.5652332115004,125.901490514073,170.351374479557,NA,NA,NA,97.5652332115004,125.901490514073,170.351374479557
2020,"Indian Spot-billed Duck","2020",0.0158402222490061,0.0269785055935225,0.0455850116502843,47.4007557972866,69.4050604605,108.519880135266,86.0904148942273,109.161690828956,143.086134248012,NA,NA,NA,86.0904148942273,109.161690828956,143.086134248012
2021,"Indian Spot-billed Duck","2021",0.0155240829503836,0.0273005557521624,0.0447475593205862,47.954022545892,70.2230832747107,107.164803229594,86.5808438022505,109.785095262503,145.166380078523,NA,NA,NA,86.5808438022505,109.785095262503,145.166380078523
2022,"Indian Spot-billed Duck","2022",0.0157039950863592,0.0268515919690462,0.0458714864683107,48.6609686076722,69.8644992492042,103.684858904826,87.5657681914326,109.053906632125,138.891148655547,NA,NA,NA,87.5657681914326,109.053906632125,138.891148655547
2023,"Indian Spot-billed Duck","2023",0.016912638569543,0.0289561661646709,0.0482303763255606,51.3608165521595,74.4207200433639,111.53967692488,93.487836277053,116.069249728523,148.250773329516,NA,NA,NA,93.487836277053,116.069249728523,148.250773329516
2024,"Indian Spot-billed Duck","2024",0.0157674633873453,0.0269964381416841,0.0452019607542946,47.9230329980088,69.4837561861261,104.365364270684,87.3912153797693,108.390382539124,139.86806728316,NA,NA,NA,87.3912153797693,108.390382539124,139.86806728316
2025,"Indian Spot-billed Duck","2025",0.0151619366390977,0.0258184365018492,0.0435286560782042,46.2617084914209,66.5072943322809,100.821226884326,84.5073500866177,103.937870453703,133.334973431625,NA,NA,NA,84.5073500866177,103.937870453703,133.334973431625
2026,"Indian Spot-billed Duck","2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,96.4747130746599,110.309170034717,126.055693992672,96.4747130746599,110.309170034717,126.055693992672
2027,"Indian Spot-billed Duck","2027",NA,NA,NA,NA,NA,NA,NA,NA,NA,94.868900555904,110.797663679085,128.629706554239,94.868900555904,110.797663679085,128.629706554239
2028,"Indian Spot-billed Duck","2028",NA,NA,NA,NA,NA,NA,NA,NA,NA,92.9214449612629,110.907061888415,131.594004966196,92.9214449612629,110.907061888415,131.594004966196
2029,"Indian Spot-billed Duck","2029",NA,NA,NA,NA,NA,NA,NA,NA,NA,91.3954722147992,111.231937942908,134.546396756376,91.3954722147992,111.231937942908,134.546396756376
2030,"Indian Spot-billed Duck","2030",NA,NA,NA,NA,NA,NA,NA,NA,NA,89.7155277469786,111.378652337592,137.229511708792,89.7155277469786,111.378652337592,137.229511708792
2031,"Indian Spot-billed Duck","2031",NA,NA,NA,NA,NA,NA,NA,NA,NA,88.0397897831995,111.54896092389,140.278415963831,88.0397897831995,111.54896092389,140.278415963831
2032,"Indian Spot-billed Duck","2032",NA,NA,NA,NA,NA,NA,NA,NA,NA,86.415465330634,111.839918088013,143.316791155265,86.415465330634,111.839918088013,143.316791155265
2033,"Indian Spot-billed Duck","2033",NA,NA,NA,NA,NA,NA,NA,NA,NA,84.9016009004748,112.041172378612,146.461346523648,84.9016009004748,112.041172378612,146.461346523648
1994,"White-winged Duck","before 2000",1.08518835149108e-10,0.00497413892624874,0.0182816235392914,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"White-winged Duck","2000-2006",5.44266945399278e-11,1.91353617137294e-10,5.47420033214474e-10,9.61114536223505e-07,3.77382972004653e-06,75.696480492908,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"White-winged Duck","2007-2010",1.79248352954528e-10,0.00957345668091924,0.0269835481059184,3.57538086710794e-06,210.343977018668,8716380716.84505,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"White-winged Duck","2011-2012",7.51698084809154e-11,0.00322987630559542,0.0122013324864781,1.32209581623262e-06,68.5248872469233,3173405617.53284,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"White-winged Duck","2013",8.12061971168787e-11,0.00394130723309749,0.017891688590073,1.36788136303606e-06,73.1484527764036,4974511644.50138,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"White-winged Duck","2014",7.15456101016534e-11,0.00227263505817941,0.00972505604681848,1.25485019803294e-06,50.6660877201292,2698969250.18615,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"White-winged Duck","2015",1.65858388504692e-10,0.00398596189574796,0.0118698926112703,2.00632081168155e-06,80.9127834888842,3677629940.32104,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"White-winged Duck","2016",7.42447220609141e-11,0.00126305262185286,0.00475122870844365,1.36450995482642e-06,27.9017246278859,1356462005.49901,100,100,100,NA,NA,NA,100,100,100
2017,"White-winged Duck","2017",7.74422020142178e-11,0.00202743703398648,0.005799962075102,1.71359254535496e-06,43.5093146771475,1852931516.47533,6.58298379092394e-06,161.026058774988,2491894217.02272,NA,NA,NA,6.58298379092394e-06,161.026058774988,2491894217.02272
2018,"White-winged Duck","2018",0.00090475961316261,0.00474359047122173,0.0103581563789381,17.4853123524176,104.348375926354,3578122224.07418,67.6689895405404,409.283671144668,5101289484.97215,NA,NA,NA,67.6689895405404,409.283671144668,5101289484.97215
2019,"White-winged Duck","2019",0.00239606404308245,0.00626525238146029,0.0118051669948749,27.1078190275944,137.310675849685,4947686484.72495,99.2632911799251,530.71055292724,8191275022.36114,NA,NA,NA,99.2632911799251,530.71055292724,8191275022.36114
2020,"White-winged Duck","2020",1.33722191721811e-10,0.00342671063332406,0.00832793382748674,5.68063729625782e-06,84.3075022024433,2724176830.54476,1.198436514804e-05,290.764987674269,4216305450.72848,NA,NA,NA,1.198436514804e-05,290.764987674269,4216305450.72848
2021,"White-winged Duck","2021",0.00113492777351605,0.00354811026879743,0.0071735358798551,11.3254416864595,77.6315596243449,3100283892.3747,51.1909096786333,308.825730746504,4232407423.59032,NA,NA,NA,51.1909096786333,308.825730746504,4232407423.59032
2022,"White-winged Duck","2022",0.00234455913860576,0.00440204568240994,0.00717647836960465,22.0090516736697,90.6977229210806,4090539328.65216,85.1162730487882,353.13822960775,5700608146.91364,NA,NA,NA,85.1162730487882,353.13822960775,5700608146.91364
2023,"White-winged Duck","2023",0.00160064190564779,0.00316375186462608,0.00539115901028924,16.4618804828973,64.8780106937341,2664894585.05406,59.1711199547187,258.39020672571,3890234850.17828,NA,NA,NA,59.1711199547187,258.39020672571,3890234850.17828
2024,"White-winged Duck","2024",0.00023273329138799,0.000992988730995858,0.00205887955124935,3.73217652672676,21.3211864257266,963590467.770534,14.8819521112772,86.623932889884,1100218707.83739,NA,NA,NA,14.8819521112772,86.623932889884,1100218707.83739
2025,"White-winged Duck","2025",0.00162058332257635,0.00323713415974455,0.00546380651690189,16.3941109863209,68.0962507631607,2735165024.84915,59.410659611652,268.339652687148,4084588423.7836,NA,NA,NA,59.410659611652,268.339652687148,4084588423.7836
2026,"White-winged Duck","2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,82.457039299207,260.282121714191,838.078197546774,82.457039299207,260.282121714191,838.078197546774
2027,"White-winged Duck","2027",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.7845792232367,268.852080900311,1028.08705013005,71.7845792232367,268.852080900311,1028.08705013005
2028,"White-winged Duck","2028",NA,NA,NA,NA,NA,NA,NA,NA,NA,62.1771535460912,279.613552524305,1259.55524999538,62.1771535460912,279.613552524305,1259.55524999538
2029,"White-winged Duck","2029",NA,NA,NA,NA,NA,NA,NA,NA,NA,53.790085680123,289.333710931447,1564.97411705405,53.790085680123,289.333710931447,1564.97411705405
2030,"White-winged Duck","2030",NA,NA,NA,NA,NA,NA,NA,NA,NA,46.3166084639787,297.99552763401,1922.54584253497,46.3166084639787,297.99552763401,1922.54584253497
2031,"White-winged Duck","2031",NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2407867481043,308.11861171415,2365.66642484778,40.2407867481043,308.11861171415,2365.66642484778
2032,"White-winged Duck","2032",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.8899318286429,319.513384412519,2956.07247589003,34.8899318286429,319.513384412519,2956.07247589003
2033,"White-winged Duck","2033",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2884295081514,333.295045820054,3654.78887188778,30.2884295081514,333.295045820054,3654.78887188778
1994,"Indian Peafowl","before 2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"Indian Peafowl","2000-2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Indian Peafowl","2007-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Indian Peafowl","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Indian Peafowl","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Indian Peafowl","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Indian Peafowl","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Indian Peafowl","2016",0.0133845408398858,0.0504702634465567,0.128770924418388,NA,NA,NA,100,100,100,NA,NA,NA,100,100,100
2017,"Indian Peafowl","2017",3.36854169039676e-08,0.0324081279454704,0.100661400260081,NA,NA,NA,0.000203604673678436,63.4119813042578,230.938495302235,NA,NA,NA,0.000203604673678436,63.4119813042578,230.938495302235
2018,"Indian Peafowl","2018",0.00779006258065071,0.030614945487502,0.08608682187778,NA,NA,NA,21.8629420754915,61.3636143854851,167.807816778752,NA,NA,NA,21.8629420754915,61.3636143854851,167.807816778752
2019,"Indian Peafowl","2019",0.00644088147567686,0.0232141729848924,0.0624345756322118,NA,NA,NA,16.7790349096143,46.2190289108872,117.360622580898,NA,NA,NA,16.7790349096143,46.2190289108872,117.360622580898
2020,"Indian Peafowl","2020",0.00703217219650218,0.0208934588300983,0.0552397279778349,NA,NA,NA,17.7796822966381,41.6511463274681,99.295305275185,NA,NA,NA,17.7796822966381,41.6511463274681,99.295305275185
2021,"Indian Peafowl","2021",0.00565493376962362,0.0176368175443879,0.0428552727269176,NA,NA,NA,16.3710591401235,35.1104760715224,81.5331093066115,NA,NA,NA,16.3710591401235,35.1104760715224,81.5331093066115
2022,"Indian Peafowl","2022",0.00692521525323629,0.0206429876799844,0.05052071134127,NA,NA,NA,18.9940200012603,41.940508028173,100.897875443035,NA,NA,NA,18.9940200012603,41.940508028173,100.897875443035
2023,"Indian Peafowl","2023",0.0144311020250077,0.0403206664766317,0.0948500166005006,NA,NA,NA,37.494775017594,80.5518675294055,192.255073681954,NA,NA,NA,37.494775017594,80.5518675294055,192.255073681954
2024,"Indian Peafowl","2024",0.014678173324567,0.0395952701828246,0.0951918585324564,NA,NA,NA,39.2996901945784,79.5292127013817,188.790083521843,NA,NA,NA,39.2996901945784,79.5292127013817,188.790083521843
2025,"Indian Peafowl","2025",0.0144236846601931,0.0408783304492194,0.09460535844601,NA,NA,NA,40.1653949329361,82.0056360776378,187.627060320439,NA,NA,NA,40.1653949329361,82.0056360776378,187.627060320439
2026,"Indian Peafowl","2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6484735640562,61.4863897154318,109.759834828949,33.6484735640562,61.4863897154318,109.759834828949
2027,"Indian Peafowl","2027",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.026901734298,61.8312565151282,120.216185779485,31.026901734298,61.8312565151282,120.216185779485
2028,"Indian Peafowl","2028",NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4761465371377,61.9649230021375,131.386867132614,28.4761465371377,61.9649230021375,131.386867132614
2029,"Indian Peafowl","2029",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1556956895151,62.4238699748692,143.784705320889,26.1556956895151,62.4238699748692,143.784705320889
2030,"Indian Peafowl","2030",NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9729460054826,62.6319218299641,157.55521741709,23.9729460054826,62.6319218299641,157.55521741709
2031,"Indian Peafowl","2031",NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9730099641273,62.6992635783818,172.97684505494,21.9730099641273,62.6992635783818,172.97684505494
2032,"Indian Peafowl","2032",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.115394291711,62.914590473375,190.018801678127,20.115394291711,62.914590473375,190.018801678127
2033,"Indian Peafowl","2033",NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4164250889094,63.0440269707883,209.7689981871,18.4164250889094,63.0440269707883,209.7689981871
1994,"Gray Peacock-Pheasant","before 2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"Gray Peacock-Pheasant","2000-2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Gray Peacock-Pheasant","2007-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Gray Peacock-Pheasant","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Gray Peacock-Pheasant","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Gray Peacock-Pheasant","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Gray Peacock-Pheasant","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Gray Peacock-Pheasant","2016",0.000692325692552923,0.00281013465064372,0.0082135672155706,NA,NA,NA,100,100,100,NA,NA,NA,100,100,100
2017,"Gray Peacock-Pheasant","2017",0.00122064798547265,0.00441254255976622,0.0109444147590213,NA,NA,NA,55.8669330038663,153.969010244404,486.25190166471,NA,NA,NA,55.8669330038663,153.969010244404,486.25190166471
2018,"Gray Peacock-Pheasant","2018",0.000901318443041744,0.00285517535309628,0.00723573524103563,NA,NA,NA,41.8421290623658,98.313194855906,292.234614436502,NA,NA,NA,41.8421290623658,98.313194855906,292.234614436502
2019,"Gray Peacock-Pheasant","2019",0.000977576335165193,0.00313484894601826,0.0080601735671949,NA,NA,NA,54.4214670684864,111.752420776106,313.260570737651,NA,NA,NA,54.4214670684864,111.752420776106,313.260570737651
2020,"Gray Peacock-Pheasant","2020",0.00146856804275952,0.0039242003502895,0.00953617638849887,NA,NA,NA,67.8187442406213,138.60819944166,358.392975809946,NA,NA,NA,67.8187442406213,138.60819944166,358.392975809946
2021,"Gray Peacock-Pheasant","2021",0.00143595055316366,0.00349949977393511,0.00887868524354754,NA,NA,NA,63.1664471374836,125.5436140146,344.466278990444,NA,NA,NA,63.1664471374836,125.5436140146,344.466278990444
2022,"Gray Peacock-Pheasant","2022",0.00165809548437692,0.00434191283290125,0.0104880813143599,NA,NA,NA,78.8208659131111,157.46778136291,394.108976016349,NA,NA,NA,78.8208659131111,157.46778136291,394.108976016349
2023,"Gray Peacock-Pheasant","2023",0.00217105245888122,0.00535744333357954,0.0129032600883763,NA,NA,NA,102.237565985329,190.823775022908,530.85602856905,NA,NA,NA,102.237565985329,190.823775022908,530.85602856905
2024,"Gray Peacock-Pheasant","2024",0.00146806827770748,0.00386185881664117,0.00934640496582538,NA,NA,NA,68.5335700553548,136.86147593408,337.228522531335,NA,NA,NA,68.5335700553548,136.86147593408,337.228522531335
2025,"Gray Peacock-Pheasant","2025",0.00132339128646432,0.00343171060772915,0.0082700610521869,NA,NA,NA,63.2796199137168,122.12928133886,347.713077940691,NA,NA,NA,63.2796199137168,122.12928133886,347.713077940691
2026,"Gray Peacock-Pheasant","2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,111.675518431649,156.104830875665,216.170370732193,111.675518431649,156.104830875665,216.170370732193
2027,"Gray Peacock-Pheasant","2027",NA,NA,NA,NA,NA,NA,NA,NA,NA,109.868387194158,160.650821195168,234.935808427238,109.868387194158,160.650821195168,234.935808427238
2028,"Gray Peacock-Pheasant","2028",NA,NA,NA,NA,NA,NA,NA,NA,NA,107.470961311743,166.200914491459,254.983175499013,107.470961311743,166.200914491459,254.983175499013
2029,"Gray Peacock-Pheasant","2029",NA,NA,NA,NA,NA,NA,NA,NA,NA,105.630128392397,170.804183982968,277.446821173883,105.630128392397,170.804183982968,277.446821173883
2030,"Gray Peacock-Pheasant","2030",NA,NA,NA,NA,NA,NA,NA,NA,NA,103.949506204106,176.183782568402,300.531367517551,103.949506204106,176.183782568402,300.531367517551
