"eBird.English.Name.2024","SoIB.Major.Update.Long.Term.Status","SoIB.Major.Update.Current.Status","SoIB.Major.Update.Range.Status","SoIB.Major.Update.Priority.Status"
"Nicobar Megapode","Insufficient Data","Insufficient Data",NA,"High"
"Hill Partridge","Insufficient Data","Insufficient Data",NA,"Moderate"
"Chestnut-breasted Partridge","Insufficient Data","Insufficient Data",NA,"Moderate"
"Rufous-throated Partridge","Insufficient Data","Insufficient Data",NA,"Low"
"White-cheeked Partridge","Insufficient Data","Insufficient Data",NA,"Moderate"
"Snow Partridge",NA,NA,NA,NA
"Blood Pheasant","Insufficient Data","Insufficient Data",NA,"High"
"Western Tragopan","Insufficient Data","Insufficient Data",NA,"High"
"Satyr Tragopan","Insufficient Data","Insufficient Data",NA,"Moderate"
"Blyth's Tragopan","Insufficient Data","Insufficient Data",NA,"High"
"Temminck's Tragopan","Insufficient Data","Insufficient Data",NA,"High"
"Himalayan Monal","Insufficient Data","Insufficient Data",NA,"Moderate"
"Sclater's Monal","Insufficient Data","Insufficient Data",NA,"High"
"Koklass Pheasant","Insufficient Data","Insufficient Data",NA,"Low"
"Tibetan Partridge",NA,NA,NA,NA
"Mrs. Hume's Pheasant",NA,NA,NA,NA
"Cheer Pheasant","Insufficient Data","Trend Inconclusive",NA,"High"
"Kalij Pheasant","Insufficient Data","Trend Inconclusive",NA,"Low"
"Indian Peafowl","Increase","Stable",NA,"Low"
"Green Peafowl",NA,NA,NA,NA
"Red Spurfowl","Stable","Stable",NA,"Low"
"Painted Spurfowl","Insufficient Data","Trend Inconclusive",NA,"Low"
"Gray Peacock-Pheasant","Trend Inconclusive","Trend Inconclusive",NA,"Moderate"
"Mountain Bamboo-Partridge",NA,NA,NA,NA
"Red Junglefowl","Trend Inconclusive","Decline",NA,"Moderate"
"Gray Junglefowl","Trend Inconclusive","Stable",NA,"Low"
"Gray Francolin","Stable","Trend Inconclusive",NA,"Low"
"Swamp Francolin","Insufficient Data","Insufficient Data",NA,"High"
"Chinese Francolin",NA,NA,NA,NA
"Black Francolin","Insufficient Data","Trend Inconclusive",NA,"Low"
"Painted Francolin","Insufficient Data","Insufficient Data",NA,"Moderate"
"Tibetan Snowcock",NA,NA,NA,NA
"Himalayan Snowcock","Insufficient Data","Insufficient Data",NA,"Moderate"
"Blue-breasted Quail",NA,NA,NA,NA
"Common Quail",NA,NA,NA,NA
"Japanese Quail",NA,NA,NA,NA
"Rain Quail",NA,NA,NA,NA
"Chukar",NA,NA,NA,NA
"Jungle Bush-Quail","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Rock Bush-Quail","Insufficient Data","Insufficient Data",NA,"Moderate"
"Painted Bush-Quail","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Manipur Bush-Quail",NA,NA,NA,NA
"Himalayan Quail",NA,NA,NA,NA
"Greater Flamingo","Decline","Decline",NA,"Moderate"
"Lesser Flamingo",NA,NA,NA,NA
"Little Grebe","Insufficient Data","Insufficient Data",NA,"Low"
"Horned Grebe",NA,NA,NA,NA
"Red-necked Grebe",NA,NA,NA,NA
"Great Crested Grebe",NA,NA,NA,NA
"Eared Grebe",NA,NA,NA,NA
"Rock Pigeon","Insufficient Data","Stable",NA,"Low"
"Hill Pigeon",NA,NA,NA,NA
"Snow Pigeon",NA,NA,NA,NA
"Yellow-eyed Pigeon","Insufficient Data","Insufficient Data",NA,"High"
"Common Wood-Pigeon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Speckled Wood-Pigeon",NA,NA,NA,NA
"Ashy Wood-Pigeon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Nilgiri Wood-Pigeon","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Pale-capped Pigeon","Insufficient Data","Insufficient Data",NA,"High"
"Andaman Wood-Pigeon","Insufficient Data","Insufficient Data",NA,"Moderate"
"European Turtle-Dove",NA,NA,NA,NA
"Oriental Turtle-Dove","Stable","Stable",NA,"Low"
"Eurasian Collared-Dove","Stable","Trend Inconclusive",NA,"Low"
"Red Collared-Dove","Stable","Trend Inconclusive",NA,"Low"
"Spotted Dove","Trend Inconclusive","Stable",NA,"Low"
"Laughing Dove","Trend Inconclusive","Stable",NA,"Low"
"Barred Cuckoo-Dove","Insufficient Data","Trend Inconclusive",NA,"Low"
"Andaman Cuckoo-Dove","Insufficient Data","Insufficient Data",NA,"Moderate"
"Namaqua Dove",NA,NA,NA,NA
"Asian Emerald Dove","Trend Inconclusive","Stable",NA,"Low"
"Nicobar Pigeon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Orange-breasted Green-Pigeon",NA,NA,NA,NA
"Gray-fronted Green-Pigeon","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Andaman Green-Pigeon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Ashy-headed Green-Pigeon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Thick-billed Green-Pigeon",NA,NA,NA,NA
"Yellow-footed Green-Pigeon","Increase","Trend Inconclusive",NA,"Low"
"Pin-tailed Green-Pigeon",NA,NA,NA,NA
"Wedge-tailed Green-Pigeon","Insufficient Data","Trend Inconclusive",NA,"Low"
"Green Imperial-Pigeon","Stable","Trend Inconclusive",NA,"Low"
"Nicobar Imperial-Pigeon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Malabar Imperial-Pigeon","Decline","Trend Inconclusive",NA,"Moderate"
"Mountain Imperial-Pigeon",NA,NA,NA,NA
"Pied Imperial-Pigeon",NA,NA,NA,NA
"Tibetan Sandgrouse",NA,NA,NA,NA
"Pallas's Sandgrouse",NA,NA,NA,NA
"Pin-tailed Sandgrouse",NA,NA,NA,NA
"Chestnut-bellied Sandgrouse","Insufficient Data","Trend Inconclusive",NA,"Low"
"Spotted Sandgrouse",NA,NA,NA,NA
"Black-bellied Sandgrouse",NA,NA,NA,NA
"Painted Sandgrouse","Insufficient Data","Insufficient Data",NA,"Moderate"
"Great Indian Bustard","Insufficient Data","Trend Inconclusive",NA,"High"
"Asian Houbara","Insufficient Data","Insufficient Data",NA,"High"
"Bengal Florican","Insufficient Data","Insufficient Data",NA,"High"
"Lesser Florican","Insufficient Data","Insufficient Data",NA,"High"
"Little Bustard",NA,NA,NA,NA
"Andaman Coucal","Insufficient Data","Insufficient Data",NA,"Moderate"
"Greater Coucal","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Lesser Coucal","Insufficient Data","Insufficient Data",NA,"Low"
"Sirkeer Malkoha","Insufficient Data","Rapid Decline",NA,"Moderate"
"Blue-faced Malkoha","Stable","Trend Inconclusive",NA,"Low"
"Green-billed Malkoha","Insufficient Data","Trend Inconclusive",NA,"Low"
"Chestnut-winged Cuckoo",NA,NA,NA,NA
"Pied Cuckoo","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Asian Koel","Increase","Stable",NA,"Low"
"Asian Emerald Cuckoo","Insufficient Data","Insufficient Data",NA,"Moderate"
"Violet Cuckoo",NA,NA,NA,NA
"Horsfield's Bronze-Cuckoo",NA,NA,NA,NA
"Banded Bay Cuckoo","Insufficient Data","Trend Inconclusive",NA,"Low"
"Plaintive Cuckoo",NA,NA,NA,NA
"Gray-bellied Cuckoo","Insufficient Data","Insufficient Data",NA,"Moderate"
"Fork-tailed Drongo-Cuckoo","Insufficient Data","Insufficient Data",NA,"Moderate"
"Square-tailed Drongo-Cuckoo",NA,NA,NA,NA
"Large Hawk-Cuckoo",NA,NA,NA,NA
"Common Hawk-Cuckoo","Stable","Stable",NA,"Low"
"Hodgson's Hawk-Cuckoo",NA,NA,NA,NA
"Lesser Cuckoo",NA,NA,NA,NA
"Indian Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Himalayan Cuckoo",NA,NA,NA,NA
"Common Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Sri Lanka Frogmouth",NA,NA,NA,NA
"Hodgson's Frogmouth",NA,NA,NA,NA
"Great Eared-Nightjar",NA,NA,NA,NA
"Jungle Nightjar",NA,NA,NA,NA
"Gray Nightjar",NA,NA,NA,NA
"Eurasian Nightjar",NA,NA,NA,NA
"Sykes's Nightjar",NA,NA,NA,NA
"Large-tailed Nightjar",NA,NA,NA,NA
"Andaman Nightjar",NA,NA,NA,NA
"Jerdon's Nightjar",NA,NA,NA,NA
"Indian Nightjar",NA,NA,NA,NA
"Savanna Nightjar",NA,NA,NA,NA
"White-rumped Spinetail","Insufficient Data","Rapid Decline",NA,"Moderate"
"White-throated Needletail",NA,NA,NA,NA
"Silver-backed Needletail",NA,NA,NA,NA
"Brown-backed Needletail",NA,NA,NA,NA
"Plume-toed Swiftlet",NA,NA,NA,NA
"Indian Swiftlet","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Himalayan Swiftlet","Insufficient Data","Insufficient Data",NA,"Low"
"White-nest Swiftlet",NA,NA,NA,NA
"Alpine Swift","Insufficient Data","Trend Inconclusive",NA,"Low"
"Common Swift",NA,NA,NA,NA
"Pacific Swift",NA,NA,NA,NA
"Blyth's Swift","Insufficient Data","Insufficient Data",NA,"Moderate"
"Dark-rumped Swift","Insufficient Data","Insufficient Data",NA,"High"
"Little Swift","Insufficient Data","Insufficient Data",NA,"Low"
"House Swift",NA,NA,NA,NA
"Asian Palm Swift","Insufficient Data","Insufficient Data",NA,"Low"
"Crested Treeswift","Rapid Decline","Trend Inconclusive",NA,"Moderate"
"Water Rail",NA,NA,NA,NA
"Brown-cheeked Rail",NA,NA,NA,NA
"Corn Crake",NA,NA,NA,NA
"Slaty-breasted Rail",NA,NA,NA,NA
"Spotted Crake",NA,NA,NA,NA
"Eurasian Moorhen","Stable","Stable",NA,"Low"
"Eurasian Coot","Trend Inconclusive","Stable",NA,"Low"
"Gray-headed Swamphen","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"White-browed Crake",NA,NA,NA,NA
"Watercock",NA,NA,NA,NA
"White-breasted Waterhen","Trend Inconclusive","Stable",NA,"Low"
"Andaman Crake","Insufficient Data","Insufficient Data",NA,"Moderate"
"Red-legged Crake",NA,NA,NA,NA
"Slaty-legged Crake",NA,NA,NA,NA
"Ruddy-breasted Crake",NA,NA,NA,NA
"Brown Crake",NA,NA,NA,NA
"Little Crake",NA,NA,NA,NA
"Baillon's Crake",NA,NA,NA,NA
"Black-tailed Crake","Insufficient Data","Insufficient Data",NA,"Moderate"
"Masked Finfoot",NA,NA,NA,NA
"Demoiselle Crane","Insufficient Data","Insufficient Data",NA,"Low"
"Siberian Crane",NA,NA,NA,NA
"Sarus Crane","Insufficient Data","Rapid Decline",NA,"Moderate"
"Common Crane","Insufficient Data","Decline",NA,"Moderate"
"Black-necked Crane","Insufficient Data","Insufficient Data",NA,"Moderate"
"Indian Thick-knee","Insufficient Data","Insufficient Data",NA,"Low"
"Great Thick-knee","Decline","Rapid Decline",NA,"High"
"Beach Thick-knee",NA,NA,NA,NA
"Black-winged Stilt","Stable","Stable",NA,"Low"
"Pied Avocet","Insufficient Data","Trend Inconclusive",NA,"Low"
"Ibisbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"Eurasian Oystercatcher",NA,NA,NA,NA
"Black-bellied Plover",NA,NA,NA,NA
"European Golden-Plover",NA,NA,NA,NA
"American Golden-Plover",NA,NA,NA,NA
"Pacific Golden-Plover","Insufficient Data","Trend Inconclusive",NA,"Low"
"Northern Lapwing",NA,NA,NA,NA
"River Lapwing","Decline","Trend Inconclusive",NA,"Moderate"
"Yellow-wattled Lapwing","Insufficient Data","Insufficient Data",NA,"Moderate"
"Gray-headed Lapwing",NA,NA,NA,NA
"Red-wattled Lapwing","Trend Inconclusive","Stable",NA,"Low"
"Sociable Lapwing","Insufficient Data","Insufficient Data",NA,"High"
"White-tailed Lapwing","Insufficient Data","Trend Inconclusive",NA,"Low"
"Tibetan Sand-Plover","Insufficient Data","Trend Inconclusive",NA,"Low"
"Greater Sand-Plover",NA,NA,NA,NA
"Caspian Plover",NA,NA,NA,NA
"Kentish Plover","Decline","Trend Inconclusive",NA,"Moderate"
"Common Ringed Plover",NA,NA,NA,NA
"Long-billed Plover","Insufficient Data","Insufficient Data",NA,"Moderate"
"Little Ringed Plover","Trend Inconclusive","Stable",NA,"Low"
"Oriental Plover",NA,NA,NA,NA
"Greater Painted-Snipe","Insufficient Data","Insufficient Data",NA,"Low"
"Pheasant-tailed Jacana","Decline","Trend Inconclusive",NA,"Moderate"
"Bronze-winged Jacana","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Whimbrel","Insufficient Data","Trend Inconclusive",NA,"Low"
"Eurasian Curlew","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Bar-tailed Godwit",NA,NA,NA,NA
"Black-tailed Godwit","Decline","Trend Inconclusive",NA,"Moderate"
"Ruddy Turnstone",NA,NA,NA,NA
"Great Knot","Insufficient Data","Insufficient Data",NA,"High"
"Red Knot",NA,NA,NA,NA
"Ruff","Decline","Trend Inconclusive",NA,"Moderate"
"Broad-billed Sandpiper",NA,NA,NA,NA
"Sharp-tailed Sandpiper",NA,NA,NA,NA
"Curlew Sandpiper",NA,NA,NA,NA
"Temminck's Stint","Decline","Trend Inconclusive",NA,"Moderate"
"Long-toed Stint",NA,NA,NA,NA
"Spoon-billed Sandpiper",NA,NA,NA,NA
"Red-necked Stint",NA,NA,NA,NA
"Sanderling",NA,NA,NA,NA
"Dunlin",NA,NA,NA,NA
"Little Stint","Decline","Trend Inconclusive",NA,"Moderate"
"Buff-breasted Sandpiper",NA,NA,NA,NA
"Pectoral Sandpiper",NA,NA,NA,NA
"Asian Dowitcher",NA,NA,NA,NA
"Long-billed Dowitcher",NA,NA,NA,NA
"Jack Snipe",NA,NA,NA,NA
"Eurasian Woodcock",NA,NA,NA,NA
"Solitary Snipe",NA,NA,NA,NA
"Wood Snipe",NA,NA,NA,NA
"Great Snipe",NA,NA,NA,NA
"Common Snipe","Decline","Trend Inconclusive",NA,"Moderate"
"Pin-tailed Snipe",NA,NA,NA,NA
"Swinhoe's Snipe",NA,NA,NA,NA
"Terek Sandpiper",NA,NA,NA,NA
"Red-necked Phalarope",NA,NA,NA,NA
"Red Phalarope",NA,NA,NA,NA
"Common Sandpiper","Trend Inconclusive","Stable",NA,"Low"
"Green Sandpiper","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Gray-tailed Tattler",NA,NA,NA,NA
"Spotted Redshank","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Common Greenshank","Rapid Decline","Stable",NA,"Moderate"
"Nordmann's Greenshank",NA,NA,NA,NA
"Marsh Sandpiper","Rapid Decline","Trend Inconclusive",NA,"Moderate"
"Wood Sandpiper","Trend Inconclusive","Stable",NA,"Low"
"Common Redshank","Decline","Trend Inconclusive",NA,"Moderate"
"Small Buttonquail",NA,NA,NA,NA
"Yellow-legged Buttonquail","Insufficient Data","Insufficient Data",NA,"Moderate"
"Barred Buttonquail","Insufficient Data","Insufficient Data",NA,"Low"
"Crab-Plover","Insufficient Data","Insufficient Data",NA,"Moderate"
"Cream-colored Courser",NA,NA,NA,NA
"Indian Courser","Insufficient Data","Insufficient Data",NA,"Moderate"
"Jerdon's Courser","Insufficient Data","Insufficient Data",NA,"High"
"Collared Pratincole",NA,NA,NA,NA
"Oriental Pratincole",NA,NA,NA,NA
"Small Pratincole","Decline","Trend Inconclusive",NA,"Moderate"
"South Polar Skua",NA,NA,NA,NA
"Brown Skua",NA,NA,NA,NA
"Pomarine Jaeger",NA,NA,NA,NA
"Parasitic Jaeger",NA,NA,NA,NA
"Long-tailed Jaeger",NA,NA,NA,NA
"Black-legged Kittiwake",NA,NA,NA,NA
"Sabine's Gull",NA,NA,NA,NA
"Slender-billed Gull",NA,NA,NA,NA
"Black-headed Gull","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Brown-headed Gull","Rapid Decline","Trend Inconclusive",NA,"Moderate"
"Little Gull",NA,NA,NA,NA
"Franklin's Gull",NA,NA,NA,NA
"White-eyed Gull",NA,NA,NA,NA
"Sooty Gull",NA,NA,NA,NA
"Pallas's Gull","Insufficient Data","Trend Inconclusive",NA,"Low"
"Common Gull",NA,NA,NA,NA
"Mongolian Gull",NA,NA,NA,NA
"Caspian Gull",NA,NA,NA,NA
"Lesser Black-backed Gull","Insufficient Data","Trend Inconclusive",NA,"Low"
"Brown Noddy",NA,NA,NA,NA
"Black Noddy",NA,NA,NA,NA
"Lesser Noddy",NA,NA,NA,NA
"White Tern",NA,NA,NA,NA
"Sooty Tern",NA,NA,NA,NA
"Bridled Tern",NA,NA,NA,NA
"Little Tern","Insufficient Data","Trend Inconclusive",NA,"Low"
"Saunders's Tern",NA,NA,NA,NA
"Gull-billed Tern","Rapid Decline","Decline",NA,"High"
"Caspian Tern","Insufficient Data","Trend Inconclusive",NA,"Low"
"Black Tern",NA,NA,NA,NA
"White-winged Tern",NA,NA,NA,NA
"Whiskered Tern","Rapid Decline","Stable",NA,"Moderate"
"Roseate Tern",NA,NA,NA,NA
"Black-naped Tern",NA,NA,NA,NA
"Common Tern",NA,NA,NA,NA
"Arctic Tern",NA,NA,NA,NA
"Black-bellied Tern","Insufficient Data","Insufficient Data",NA,"High"
"River Tern","Trend Inconclusive","Trend Inconclusive",NA,"Moderate"
"White-cheeked Tern",NA,NA,NA,NA
"Great Crested Tern",NA,NA,NA,NA
"Sandwich Tern",NA,NA,NA,NA
"Lesser Crested Tern",NA,NA,NA,NA
"Indian Skimmer","Insufficient Data","Insufficient Data",NA,"High"
"White-tailed Tropicbird",NA,NA,NA,NA
"Red-billed Tropicbird",NA,NA,NA,NA
"Red-tailed Tropicbird",NA,NA,NA,NA
"Red-throated Loon",NA,NA,NA,NA
"Arctic Loon",NA,NA,NA,NA
"Light-mantled Albatross",NA,NA,NA,NA
"Wilson's Storm-Petrel",NA,NA,NA,NA
"White-faced Storm-Petrel",NA,NA,NA,NA
"Black-bellied Storm-Petrel",NA,NA,NA,NA
"Swinhoe's Storm-Petrel",NA,NA,NA,NA
"Barau's Petrel",NA,NA,NA,NA
"Jouanin's Petrel",NA,NA,NA,NA
"Streaked Shearwater",NA,NA,NA,NA
"Cory's Shearwater",NA,NA,NA,NA
"Flesh-footed Shearwater",NA,NA,NA,NA
"Wedge-tailed Shearwater",NA,NA,NA,NA
"Sooty Shearwater",NA,NA,NA,NA
"Short-tailed Shearwater",NA,NA,NA,NA
"Tropical Shearwater",NA,NA,NA,NA
"Persian Shearwater",NA,NA,NA,NA
"Asian Openbill","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Black Stork","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Asian Woolly-necked Stork","Decline","Decline",NA,"Moderate"
"White Stork",NA,NA,NA,NA
"Black-necked Stork","Decline","Trend Inconclusive",NA,"Moderate"
"Lesser Adjutant","Trend Inconclusive","Trend Inconclusive",NA,"Moderate"
"Greater Adjutant","Insufficient Data","Insufficient Data",NA,"High"
"Painted Stork","Stable","Trend Inconclusive",NA,"Low"
"Lesser Frigatebird",NA,NA,NA,NA
"Christmas Island Frigatebird",NA,NA,NA,NA
"Great Frigatebird",NA,NA,NA,NA
"Masked Booby",NA,NA,NA,NA
"Brown Booby",NA,NA,NA,NA
"Red-footed Booby",NA,NA,NA,NA
"Oriental Darter","Trend Inconclusive","Trend Inconclusive",NA,"Moderate"
"Little Cormorant","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Great Cormorant","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Indian Cormorant","Stable","Trend Inconclusive",NA,"Low"
"Great White Pelican","Decline","Trend Inconclusive",NA,"Moderate"
"Spot-billed Pelican","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Dalmatian Pelican",NA,NA,NA,NA
"Eurasian Bittern",NA,NA,NA,NA
"Yellow Bittern","Insufficient Data","Insufficient Data",NA,"Low"
"Little Bittern",NA,NA,NA,NA
"Cinnamon Bittern",NA,NA,NA,NA
"Black Bittern","Insufficient Data","Trend Inconclusive",NA,"Low"
"Gray Heron","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"White-bellied Heron","Insufficient Data","Insufficient Data",NA,"High"
"Goliath Heron","Insufficient Data","Insufficient Data",NA,"Low"
"Purple Heron","Stable","Stable",NA,"Low"
"Great Egret","Trend Inconclusive","Decline",NA,"Moderate"
"Medium Egret","Trend Inconclusive","Decline",NA,"Moderate"
"Chinese Egret",NA,NA,NA,NA
"Little Egret","Trend Inconclusive","Decline",NA,"Moderate"
"Western Reef-Heron","Insufficient Data","Trend Inconclusive",NA,"Low"
"Pacific Reef-Heron",NA,NA,NA,NA
"Eastern Cattle-Egret","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Indian Pond-Heron","Stable","Stable",NA,"Low"
"Chinese Pond-Heron",NA,NA,NA,NA
"Javan Pond-Heron",NA,NA,NA,NA
"Striated Heron","Trend Inconclusive","Stable",NA,"Low"
"Black-crowned Night Heron","Stable","Trend Inconclusive",NA,"Low"
"White-eared Night Heron",NA,NA,NA,NA
"Malayan Night Heron",NA,NA,NA,NA
"Glossy Ibis","Rapid Increase","Stable",NA,"Low"
"Black-headed Ibis","Increase","Stable",NA,"Low"
"Red-naped Ibis","Insufficient Data","Insufficient Data",NA,"Moderate"
"Eurasian Spoonbill","Trend Inconclusive","Rapid Decline",NA,"Moderate"
"Osprey","Decline","Stable",NA,"Low"
"Black-winged Kite","Decline","Rapid Decline",NA,"Moderate"
"Bearded Vulture",NA,NA,NA,NA
"Egyptian Vulture","Decline","Decline",NA,"High"
"European Honey-buzzard",NA,NA,NA,NA
"Oriental Honey-buzzard","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Jerdon's Baza","Insufficient Data","Insufficient Data",NA,"Low"
"Black Baza",NA,NA,NA,NA
"Red-headed Vulture","Rapid Decline","Rapid Decline",NA,"High"
"Cinereous Vulture","Insufficient Data","Insufficient Data",NA,"Moderate"
"White-rumped Vulture","Rapid Decline","Decline",NA,"High"
"Indian Vulture","Rapid Decline","Rapid Decline",NA,"High"
"Slender-billed Vulture","Insufficient Data","Insufficient Data",NA,"High"
"Himalayan Griffon","Trend Inconclusive","Trend Inconclusive",NA,"Moderate"
"Eurasian Griffon","Insufficient Data","Trend Inconclusive",NA,"Low"
"Nicobar Serpent-Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Crested Serpent-Eagle","Trend Inconclusive","Decline",NA,"Moderate"
"Andaman Serpent-Eagle","Insufficient Data","Insufficient Data",NA,"High"
"Short-toed Snake-Eagle","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Changeable Hawk-Eagle","Stable","Trend Inconclusive",NA,"Low"
"Mountain Hawk-Eagle",NA,NA,NA,NA
"Legge's Hawk-Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Rufous-bellied Eagle","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Black Eagle","Stable","Decline",NA,"Low"
"Indian Spotted Eagle","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Greater Spotted Eagle","Trend Inconclusive","Trend Inconclusive",NA,"Moderate"
"Booted Eagle","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Tawny Eagle",NA,NA,NA,NA
"Steppe Eagle","Stable","Trend Inconclusive",NA,"Low"
"Imperial Eagle",NA,NA,NA,NA
"Golden Eagle",NA,NA,NA,NA
"Bonelli's Eagle","Stable","Decline",NA,"Low"
"White-eyed Buzzard","Trend Inconclusive","Decline",NA,"Moderate"
"Rufous-winged Buzzard",NA,NA,NA,NA
"Gray-faced Buzzard",NA,NA,NA,NA
"Western Marsh Harrier","Decline","Stable",NA,"Low"
"Eastern Marsh Harrier",NA,NA,NA,NA
"Hen Harrier",NA,NA,NA,NA
"Pallid Harrier","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Pied Harrier",NA,NA,NA,NA
"Montagu's Harrier","Insufficient Data","Trend Inconclusive",NA,"Low"
"Crested Goshawk","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Shikra","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Nicobar Sparrowhawk",NA,NA,NA,NA
"Chinese Sparrowhawk",NA,NA,NA,NA
"Japanese Sparrowhawk",NA,NA,NA,NA
"Besra",NA,NA,NA,NA
"Eurasian Sparrowhawk","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Goshawk",NA,NA,NA,NA
"Red Kite",NA,NA,NA,NA
"Black Kite","Stable","Decline",NA,"Low"
"Brahminy Kite","Trend Inconclusive","Stable",NA,"Low"
"White-tailed Eagle",NA,NA,NA,NA
"Pallas's Fish-Eagle","Trend Inconclusive","Trend Inconclusive",NA,"High"
"White-bellied Sea-Eagle","Insufficient Data","Trend Inconclusive",NA,"Low"
"Lesser Fish-Eagle","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Gray-headed Fish-Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Rough-legged Hawk",NA,NA,NA,NA
"Common Buzzard","Insufficient Data","Insufficient Data",NA,"Low"
"Himalayan Buzzard",NA,NA,NA,NA
