"COMMON.NAME","SCIENTIFIC.NAME","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km"
"Sabine's Gull","Xema sabini","","","",NA,NA,NA,NA,NA,NA
"Slender-billed Gull","Chroicocephalus genei","","","",NA,NA,NA,NA,NA,NA
"Black-headed Gull","Chroicocephalus ridibundus","","","",NA,NA,NA,NA,NA,NA
"Brown-headed Gull","Chroicocephalus brunnicephalus","","","X",5,NA,0.333333333333333,NA,8.8,2.58541756782149
"Little Gull","Hydrocoloeus minutus","","","",NA,NA,NA,NA,NA,NA
"Franklin's Gull","Leucophaeus pipixcan","","","",NA,NA,NA,NA,NA,NA
"White-eyed Gull","Ichthyaetus leucophthalmus","","","",NA,NA,NA,NA,NA,NA
"Sooty Gull","Ichthyaetus hemprichii","","","",NA,NA,NA,NA,NA,NA
"Pallas's Gull","Ichthyaetus ichthyaetus","","","",NA,NA,NA,NA,NA,NA
"Common Gull","Larus canus","","","",NA,NA,NA,NA,NA,NA
"Herring Gull","Larus argentatus","","","",NA,NA,NA,NA,NA,NA
"Caspian Gull","Larus cachinnans","","","",NA,NA,NA,NA,NA,NA
"Lesser Black-backed Gull","Larus fuscus","","","",NA,NA,NA,NA,NA,NA
"Brown Noddy","Anous stolidus","","","",NA,NA,NA,NA,NA,NA
"Black Noddy","Anous minutus","","","",NA,NA,NA,NA,NA,NA
"Lesser Noddy","Anous tenuirostris","","","",NA,NA,NA,NA,NA,NA
"White Tern","Gygis alba","","","",NA,NA,NA,NA,NA,NA
"Sooty Tern","Onychoprion fuscatus","","","",NA,NA,NA,NA,NA,NA
"Bridled Tern","Onychoprion anaethetus","","","",NA,NA,NA,NA,NA,NA
"Little Tern","Sternula albifrons","","","",NA,NA,NA,NA,NA,NA
"Saunders's Tern","Sternula saundersi","","","",NA,NA,NA,NA,NA,NA
"Gull-billed Tern","Gelochelidon nilotica","","","",NA,NA,NA,NA,NA,NA
"Caspian Tern","Hydroprogne caspia","","","",NA,NA,NA,NA,NA,NA
"Black Tern","Chlidonias niger","","","",NA,NA,NA,NA,NA,NA
"White-winged Tern","Chlidonias leucopterus","","","",NA,NA,NA,NA,NA,NA
"Whiskered Tern","Chlidonias hybrida","","","",NA,NA,NA,NA,NA,NA
"Roseate Tern","Sterna dougallii","","","",NA,NA,NA,NA,NA,NA
"Black-naped Tern","Sterna sumatrana","","","",NA,NA,NA,NA,NA,NA
"Common Tern","Sterna hirundo","","","",NA,NA,NA,NA,NA,NA
"Arctic Tern","Sterna paradisaea","","","",NA,NA,NA,NA,NA,NA
"Black-bellied Tern","Sterna acuticauda","","","",NA,NA,NA,NA,NA,NA
"River Tern","Sterna aurantia","","","",NA,NA,NA,NA,NA,NA
"White-cheeked Tern","Sterna repressa","","","",NA,NA,NA,NA,NA,NA
"Great Crested Tern","Thalasseus bergii","","","",NA,NA,NA,NA,NA,NA
"Sandwich Tern","Thalasseus sandvicensis","","","",NA,NA,NA,NA,NA,NA
"Lesser Crested Tern","Thalasseus bengalensis","","","",NA,NA,NA,NA,NA,NA
"Indian Skimmer","Rynchops albicollis","","","",NA,NA,NA,NA,NA,NA
"White-tailed Tropicbird","Phaethon lepturus","","","",NA,NA,NA,NA,NA,NA
"Red-billed Tropicbird","Phaethon aethereus","","","",NA,NA,NA,NA,NA,NA
"Red-tailed Tropicbird","Phaethon rubricauda","","","",NA,NA,NA,NA,NA,NA
"Red-throated Loon","Gavia stellata","","","",NA,NA,NA,NA,NA,NA
"Arctic Loon","Gavia arctica","","","",NA,NA,NA,NA,NA,NA
"Light-mantled Albatross","Phoebetria palpebrata","","","",NA,NA,NA,NA,NA,NA
"Wilson's Storm-Petrel","Oceanites oceanicus","","","",NA,NA,NA,NA,NA,NA
"White-faced Storm-Petrel","Pelagodroma marina","","","",NA,NA,NA,NA,NA,NA
"Black-bellied Storm-Petrel","Fregetta tropica","","","",NA,NA,NA,NA,NA,NA
"Swinhoe's Storm-Petrel","Hydrobates monorhis","","","",NA,NA,NA,NA,NA,NA
"Barau's Petrel","Pterodroma baraui","","","",NA,NA,NA,NA,NA,NA
"Jouanin's Petrel","Bulweria fallax","","","",NA,NA,NA,NA,NA,NA
"Streaked Shearwater","Calonectris leucomelas","","","",NA,NA,NA,NA,NA,NA
"Cory's Shearwater","Calonectris diomedea","","","",NA,NA,NA,NA,NA,NA
"Flesh-footed Shearwater","Ardenna carneipes","","","",NA,NA,NA,NA,NA,NA
"Wedge-tailed Shearwater","Ardenna pacifica","","","",NA,NA,NA,NA,NA,NA
"Sooty Shearwater","Ardenna grisea","","","",NA,NA,NA,NA,NA,NA
"Short-tailed Shearwater","Ardenna tenuirostris","","","",NA,NA,NA,NA,NA,NA
"Tropical Shearwater","Puffinus bailloni","","","",NA,NA,NA,NA,NA,NA
"Persian Shearwater","Puffinus persicus","","","",NA,NA,NA,NA,NA,NA
"Asian Openbill","Anastomus oscitans","","","",NA,NA,NA,NA,NA,NA
"Black Stork","Ciconia nigra","","","",NA,NA,NA,NA,NA,NA
"Asian Woolly-necked Stork","Ciconia episcopus","","","",NA,NA,NA,NA,NA,NA
"White Stork","Ciconia ciconia","","","",NA,NA,NA,NA,NA,NA
"Black-necked Stork","Ephippiorhynchus asiaticus","","","",NA,NA,NA,NA,NA,NA
"Lesser Adjutant","Leptoptilos javanicus","","","",NA,NA,NA,NA,NA,NA
"Greater Adjutant","Leptoptilos dubius","","","",NA,NA,NA,NA,NA,NA
"Painted Stork","Mycteria leucocephala","","","",NA,NA,NA,NA,NA,NA
"Lesser Frigatebird","Fregata ariel","","","",NA,NA,NA,NA,NA,NA
"Christmas Island Frigatebird","Fregata andrewsi","","","",NA,NA,NA,NA,NA,NA
"Great Frigatebird","Fregata minor","","","",NA,NA,NA,NA,NA,NA
"Masked Booby","Sula dactylatra","","","",NA,NA,NA,NA,NA,NA
"Brown Booby","Sula leucogaster","","","",NA,NA,NA,NA,NA,NA
"Red-footed Booby","Sula sula","","","",NA,NA,NA,NA,NA,NA
"Oriental Darter","Anhinga melanogaster","","","",NA,NA,NA,NA,NA,NA
"Little Cormorant","Microcarbo niger","","","X",2,NA,0.833333333333333,1,13,3.92
"Great Cormorant","Phalacrocorax carbo","","","X",8,0.25,0.354166666666667,0.625,14.375,3.41371132347186
"Indian Cormorant","Phalacrocorax fuscicollis","","","",NA,NA,NA,NA,NA,NA
"Great White Pelican","Pelecanus onocrotalus","","","",NA,NA,NA,NA,NA,NA
"Spot-billed Pelican","Pelecanus philippensis","","","",NA,NA,NA,NA,NA,NA
"Dalmatian Pelican","Pelecanus crispus","","","",NA,NA,NA,NA,NA,NA
"Great Bittern","Botaurus stellaris","","","",NA,NA,NA,NA,NA,NA
"Yellow Bittern","Ixobrychus sinensis","","","X",NA,NA,NA,NA,NA,NA
"Little Bittern","Ixobrychus minutus","","","",NA,NA,NA,NA,NA,NA
"Cinnamon Bittern","Ixobrychus cinnamomeus","","","X",NA,NA,NA,NA,NA,NA
"Black Bittern","Ixobrychus flavicollis","","","",NA,NA,NA,NA,NA,NA
"Gray Heron","Ardea cinerea","","","X",1,NA,1,NA,11,NA
"White-bellied Heron","Ardea insignis","","","",NA,NA,NA,NA,NA,NA
"Goliath Heron","Ardea goliath","","","",NA,NA,NA,NA,NA,NA
"Purple Heron","Ardea purpurea","","","",NA,NA,NA,NA,NA,NA
"Great Egret","Ardea alba","","","",NA,NA,NA,NA,NA,NA
"Medium Egret","Ardea intermedia","","","",NA,NA,NA,NA,NA,NA
"Chinese Egret","Egretta eulophotes","","","",NA,NA,NA,NA,NA,NA
"Little Egret","Egretta garzetta","","","X",4,NA,0.291666666666667,0.5,17.25,5.44907025708668
"Western Reef-Heron","Egretta gularis","","","",NA,NA,NA,NA,NA,NA
"Pacific Reef-Heron","Egretta sacra","","","",NA,NA,NA,NA,NA,NA
"Eastern Cattle Egret","Bubulcus coromandus","","","X",1,NA,NA,NA,19,NA
"Indian Pond-Heron","Ardeola grayii","","","X",5,NA,0.333333333333333,0.8,13,6.22897744417171
"Chinese Pond-Heron","Ardeola bacchus","","","",NA,NA,NA,NA,NA,NA
"Javan Pond-Heron","Ardeola speciosa","","","",NA,NA,NA,NA,NA,NA
"Striated Heron","Butorides striata","","","",NA,NA,NA,NA,NA,NA
"Black-crowned Night Heron","Nycticorax nycticorax","","","X",1,NA,1,NA,19,NA
"White-eared Night Heron","Oroanassa magnifica","","","",NA,NA,NA,NA,NA,NA
"Malayan Night Heron","Gorsachius melanolophus","","","",NA,NA,NA,NA,NA,NA
"Glossy Ibis","Plegadis falcinellus","","","",NA,NA,NA,NA,NA,NA
"Black-headed Ibis","Threskiornis melanocephalus","","","",NA,NA,NA,NA,NA,NA
"Red-naped Ibis","Pseudibis papillosa","","","",NA,NA,NA,NA,NA,NA
"Eurasian Spoonbill","Platalea leucorodia","","","",NA,NA,NA,NA,NA,NA
"Osprey","Pandion haliaetus","","","X",1,NA,1,NA,19,NA
"Black-winged Kite","Elanus caeruleus","","","",NA,NA,NA,NA,NA,NA
"Bearded Vulture","Gypaetus barbatus","","","X",7,0.142857142857143,0.36734693877551,0.714285714285714,10.7142857142857,4.71864387297876
"Egyptian Vulture","Neophron percnopterus","","","",NA,NA,NA,NA,NA,NA
"European Honey-buzzard","Pernis apivorus","","","",NA,NA,NA,NA,NA,NA
"Oriental Honey-buzzard","Pernis ptilorhynchus","","","X",11,NA,0.511363636363636,0.818181818181818,12.7272727272727,3.04894031177939
"Jerdon's Baza","Aviceda jerdoni","","","X",2,NA,0.5,NA,10,1.96
"Black Baza","Aviceda leuphotes","","","X",2,NA,0.5,0.5,19.5,8.82
"Red-headed Vulture","Sarcogyps calvus","","","",NA,NA,NA,NA,NA,NA
"Cinereous Vulture","Aegypius monachus","","","",NA,NA,NA,NA,NA,NA
"White-rumped Vulture","Gyps bengalensis","","","",NA,NA,NA,NA,NA,NA
"Indian Vulture","Gyps indicus","","","",NA,NA,NA,NA,NA,NA
"Slender-billed Vulture","Gyps tenuirostris","","","",NA,NA,NA,NA,NA,NA
"Himalayan Griffon","Gyps himalayensis","","","X",14,0.142857142857143,0.482142857142857,0.857142857142857,11.3571428571429,2.76886536050697
"Eurasian Griffon","Gyps fulvus","","","",NA,NA,NA,NA,NA,NA
"Nicobar Serpent-Eagle","Spilornis klossi","","","",NA,NA,NA,NA,NA,NA
"Crested Serpent-Eagle","Spilornis cheela","","","X",12,0.0833333333333333,0.583333333333333,0.666666666666667,12.0833333333333,3.05608368254985
"Andaman Serpent-Eagle","Spilornis elgini","","","",NA,NA,NA,NA,NA,NA
"Short-toed Snake-Eagle","Circaetus gallicus","","","X",2,0.5,0.5,NA,10.5,0.98
"Changeable Hawk-Eagle","Nisaetus cirrhatus","","","",NA,NA,NA,NA,NA,NA
"Mountain Hawk-Eagle","Nisaetus nipalensis","","","X",12,0.166666666666667,0.53125,0.833333333333333,12.1666666666667,2.99232891294261
"Legge's Hawk-Eagle","Nisaetus kelaarti","","","",NA,NA,NA,NA,NA,NA
"Rufous-bellied Eagle","Lophotriorchis kienerii","","","X",7,0.142857142857143,0.306122448979592,0.428571428571429,12.7142857142857,4.33472798070036
"Black Eagle","Ictinaetus malaiensis","","","X",12,0.0833333333333333,0.552083333333333,0.666666666666667,12.25,2.93628553231336
"Indian Spotted Eagle","Clanga hastata","","","",NA,NA,NA,NA,NA,NA
"Greater Spotted Eagle","Clanga clanga","","","X",1,NA,1,NA,13,NA
"Booted Eagle","Hieraaetus pennatus","","","X",2,NA,0.5,NA,10,5.88
"Tawny Eagle","Aquila rapax","","","",NA,NA,NA,NA,NA,NA
"Steppe Eagle","Aquila nipalensis","","","X",10,NA,0.3,0.6,12.9,3.3498866315809
"Imperial Eagle","Aquila heliaca","","","",NA,NA,NA,NA,NA,NA
"Golden Eagle","Aquila chrysaetos","","","X",4,NA,0.5,0.75,7.75,2.02032175655265
"Bonelli's Eagle","Aquila fasciata","","","X",1,NA,1,NA,19,NA
"White-eyed Buzzard","Butastur teesa","","","",NA,NA,NA,NA,NA,NA
"Rufous-winged Buzzard","Butastur liventer","","","",NA,NA,NA,NA,NA,NA
"Gray-faced Buzzard","Butastur indicus","","","",NA,NA,NA,NA,NA,NA
"Western Marsh Harrier","Circus aeruginosus","","","",NA,NA,NA,NA,NA,NA
"Eastern Marsh Harrier","Circus spilonotus","","","",NA,NA,NA,NA,NA,NA
"Hen Harrier","Circus cyaneus","","","X",7,0.142857142857143,0.285714285714286,0.428571428571429,10.5714285714286,4.8926611709103
"Pallid Harrier","Circus macrourus","","","",NA,NA,NA,NA,NA,NA
"Pied Harrier","Circus melanoleucos","","","",NA,NA,NA,NA,NA,NA
"Montagu's Harrier","Circus pygargus","","","",NA,NA,NA,NA,NA,NA
"Crested Goshawk","Accipiter trivirgatus","","","X",11,0.181818181818182,0.25,0.545454545454545,12.2727272727273,3.32298342502264
"Shikra","Accipiter badius","","","X",7,NA,0.387755102040816,0.857142857142857,13.8571428571429,4.61504785096175
"Nicobar Sparrowhawk","Accipiter butleri","","","",NA,NA,NA,NA,NA,NA
"Chinese Sparrowhawk","Accipiter soloensis","","","",NA,NA,NA,NA,NA,NA
"Japanese Sparrowhawk","Accipiter gularis","","","",NA,NA,NA,NA,NA,NA
"Besra","Accipiter virgatus","","","X",9,0.111111111111111,0.259259259259259,0.333333333333333,13.4444444444444,3.58011035073736
"Eurasian Sparrowhawk","Accipiter nisus","","","X",14,NA,0.482142857142857,0.857142857142857,11.2857142857143,2.81289339129111
"Eurasian Goshawk","Accipiter gentilis","","","",2,NA,0.5,0.5,12,1.96
"Red Kite","Milvus milvus","","","",NA,NA,NA,NA,NA,NA
"Black Kite","Milvus migrans","","X","X",13,0.153846153846154,0.211538461538462,0.461538461538462,11.3076923076923,3.03791582246426
"Brahminy Kite","Haliastur indus","","","",NA,NA,NA,NA,NA,NA
"White-tailed Eagle","Haliaeetus albicilla","","","",NA,NA,NA,NA,NA,NA
"Pallas's Fish-Eagle","Haliaeetus leucoryphus","","","X",2,NA,NA,NA,14,1.96
"White-bellied Sea-Eagle","Icthyophaga leucogaster","","","",NA,NA,NA,NA,NA,NA
"Lesser Fish-Eagle","Icthyophaga humilis","","","",NA,NA,NA,NA,NA,NA
"Gray-headed Fish-Eagle","Icthyophaga ichthyaetus","","","",NA,NA,NA,NA,NA,NA
"Rough-legged Hawk","Buteo lagopus","","","",NA,NA,NA,NA,NA,NA
"Common Buzzard","Buteo buteo","","","X",14,0.0714285714285714,0.410714285714286,0.714285714285714,11.3571428571429,2.76886536050697
"Himalayan Buzzard","Buteo refectus","","","",NA,NA,NA,NA,NA,NA
"Long-legged Buzzard","Buteo rufinus","","","",NA,NA,NA,NA,NA,NA
"Upland Buzzard","Buteo hemilasius","","","",6,NA,0.523809523809524,0.833333333333333,11.3333333333333,5.39544169749902
"Australasian Grass-Owl","Tyto longimembris","","","",NA,NA,NA,NA,NA,NA
"Barn Owl","Tyto alba","","","",NA,NA,NA,NA,NA,NA
"Andaman Masked-Owl","Tyto deroepstorffi","","","",NA,NA,NA,NA,NA,NA
"Oriental Bay-Owl","Phodilus badius","","","",NA,NA,NA,NA,NA,NA
"Sri Lanka Bay-Owl","Phodilus assimilis","","","",NA,NA,NA,NA,NA,NA
"Andaman Scops-Owl","Otus balli","","","",NA,NA,NA,NA,NA,NA
"Mountain Scops-Owl","Otus spilocephalus","","","",9,0.111111111111111,0.349206349206349,0.555555555555556,13.3333333333333,3.63760605038228
"Indian Scops-Owl","Otus bakkamoena","","","",NA,NA,NA,NA,NA,NA
"Collared Scops-Owl","Otus lettia","","","",9,NA,0.388888888888889,0.888888888888889,13.4444444444444,3.58011035073736
"Nicobar Scops-Owl","Otus alius","","","",NA,NA,NA,NA,NA,NA
"Eurasian Scops-Owl","Otus scops","","","",NA,NA,NA,NA,NA,NA
"Pallid Scops-Owl","Otus brucei","","","",NA,NA,NA,NA,NA,NA
"Oriental Scops-Owl","Otus sunia","","","",NA,NA,NA,NA,NA,NA
"Eurasian Eagle-Owl","Bubo bubo","","","",NA,NA,NA,NA,NA,NA
"Rock Eagle-Owl","Bubo bengalensis","","","",NA,NA,NA,NA,NA,NA
"Spot-bellied Eagle-Owl","Ketupa nipalensis","","","",3,NA,0.583333333333333,1,13.3333333333333,10.990767842957
"Dusky Eagle-Owl","Ketupa coromanda","","","",NA,NA,NA,NA,NA,NA
"Brown Fish-Owl","Ketupa zeylonensis","","","X",1,NA,1,NA,15,NA
"Tawny Fish-Owl","Ketupa flavipes","","","",NA,NA,NA,NA,NA,NA
"Buffy Fish-Owl","Ketupa ketupu","","","",NA,NA,NA,NA,NA,NA
"Asian Barred Owlet","Glaucidium cuculoides","","","X",12,0.25,0.677083333333333,0.833333333333333,12.0833333333333,3.05608368254985
"Jungle Owlet","Glaucidium radiatum","","","",NA,NA,NA,NA,NA,NA
"Collared Owlet","Taenioptynx brodiei","","","X",12,0.0833333333333333,0.44047619047619,0.916666666666667,12.25,2.93628553231336
"Spotted Owlet","Athene brama","","","",NA,NA,NA,NA,NA,NA
"Little Owl","Athene noctua","","","",5,NA,0.371428571428571,0.8,9,2.70167355540968
"Forest Owlet","Athene blewitti","","","",NA,NA,NA,NA,NA,NA
"Mottled Wood-Owl","Strix ocellata","","","",NA,NA,NA,NA,NA,NA
"Brown Wood-Owl","Strix leptogrammica","","","",7,0.285714285714286,0.232142857142857,0.285714285714286,14.4285714285714,3.82211110949608
"Tawny Owl","Strix aluco","","","",NA,NA,NA,NA,NA,NA
"Himalayan Owl","Strix nivicolum","","","",7,NA,0.261904761904762,0.428571428571429,13.4285714285714,4.68250645132141
"Long-eared Owl","Asio otus","","","",NA,NA,NA,NA,NA,NA
"Short-eared Owl","Asio flammeus","","","X",1,NA,1,NA,13,NA
"Boreal Owl","Aegolius funereus","","","",NA,NA,NA,NA,NA,NA
"Andaman Boobook","Ninox affinis","","","",NA,NA,NA,NA,NA,NA
"Brown Boobook","Ninox scutulata","","","",7,NA,0.392857142857143,0.571428571428571,14.2857142857143,4.45953659774944
"Hume's Boobook","Ninox obscura","","","",NA,NA,NA,NA,NA,NA
"Malabar Trogon","Harpactes fasciatus","","","",NA,NA,NA,NA,NA,NA
"Red-headed Trogon","Harpactes erythrocephalus","","","X",4,NA,0.4375,0.75,13.25,7.77336263573665
"Ward's Trogon","Harpactes wardi","","","X",1,NA,1,1,5,NA
"Eurasian Hoopoe","Upupa epops","","","X",13,0.0769230769230769,0.375,0.615384615384615,11.6153846153846,2.95702499891047
"Great Hornbill","Buceros bicornis","","","X",1,NA,1,NA,24,NA
"Brown Hornbill","Anorrhinus austeni","","","",NA,NA,NA,NA,NA,NA
"Indian Gray Hornbill","Ocyceros birostris","","","",NA,NA,NA,NA,NA,NA
"Malabar Gray Hornbill","Ocyceros griseus","","","",NA,NA,NA,NA,NA,NA
"Malabar Pied-Hornbill","Anthracoceros coronatus","","","",NA,NA,NA,NA,NA,NA
"Oriental Pied-Hornbill","Anthracoceros albirostris","","","X",2,NA,1,1,13,3.92
"Rufous-necked Hornbill","Aceros nipalensis","","","X",2,NA,0.5,NA,17.5,12.74
"Wreathed Hornbill","Rhyticeros undulatus","","","",NA,NA,NA,NA,NA,NA
"Narcondam Hornbill","Rhyticeros narcondami","","","",NA,NA,NA,NA,NA,NA
"Blyth's Kingfisher","Alcedo hercules","","","",NA,NA,NA,NA,NA,NA
"Common Kingfisher","Alcedo atthis","","","X",6,NA,0.388888888888889,0.166666666666667,14.1666666666667,5.36569266523697
"Blue-eared Kingfisher","Alcedo meninting","","","",NA,NA,NA,NA,NA,NA
"Black-backed Dwarf-Kingfisher","Ceyx erithaca","","","",NA,NA,NA,NA,NA,NA
"Rufous-backed Dwarf-Kingfisher","Ceyx rufidorsa","","","",NA,NA,NA,NA,NA,NA
"Brown-winged Kingfisher","Pelargopsis amauroptera","","","",NA,NA,NA,NA,NA,NA
"Stork-billed Kingfisher","Pelargopsis capensis","","","X",1,NA,1,NA,24,NA
"Ruddy Kingfisher","Halcyon coromanda","","","",NA,NA,NA,NA,NA,NA
"White-throated Kingfisher","Halcyon smyrnensis","","","X",10,0.1,0.475,0.7,13,3.31852175925768
"Black-capped Kingfisher","Halcyon pileata","","","",NA,NA,NA,NA,NA,NA
"Collared Kingfisher","Todiramphus chloris","","","",NA,NA,NA,NA,NA,NA
"Crested Kingfisher","Megaceryle lugubris","","","X",7,0.142857142857143,0.517857142857143,0.714285714285714,14,4.54658846462561
"Pied Kingfisher","Ceryle rudis","","","",NA,NA,NA,NA,NA,NA
"Blue-bearded Bee-eater","Nyctyornis athertoni","","","X",2,NA,0.75,NA,17,3.92
"Asian Green Bee-eater","Merops orientalis","","","X",NA,NA,NA,NA,NA,NA
"Blue-throated Bee-eater","Merops viridis","","","",NA,NA,NA,NA,NA,NA
"Blue-cheeked Bee-eater","Merops persicus","","","",NA,NA,NA,NA,NA,NA
"Blue-tailed Bee-eater","Merops philippinus","","","",NA,NA,NA,NA,NA,NA
"European Bee-eater","Merops apiaster","","","",NA,NA,NA,NA,NA,NA
"Chestnut-headed Bee-eater","Merops leschenaulti","","","X",6,NA,0.333333333333333,0.5,15.3333333333333,4.25419844911406
"European Roller","Coracias garrulus","","","",NA,NA,NA,NA,NA,NA
"Indian Roller","Coracias benghalensis","","","",NA,NA,NA,NA,NA,NA
"Indochinese Roller","Coracias affinis","","","X",5,NA,0.266666666666667,0.2,13.6,3.136
"Dollarbird","Eurystomus orientalis","","","X",4,NA,0.35,0.25,13.75,7.81443749308505
"Malabar Barbet","Psilopogon malabaricus","","","",NA,NA,NA,NA,NA,NA
"Coppersmith Barbet","Psilopogon haemacephalus","","","X",NA,NA,NA,NA,NA,NA
"Blue-eared Barbet","Psilopogon cyanotis","","","",NA,NA,NA,NA,NA,NA
"Great Barbet","Psilopogon virens","","","X",14,0.214285714285714,0.696428571428571,0.785714285714286,11.2857142857143,2.81289339129111
"Lineated Barbet","Psilopogon lineatus","","","",NA,NA,NA,NA,NA,NA
"Brown-headed Barbet","Psilopogon zeylanicus","","","",NA,NA,NA,NA,NA,NA
"White-cheeked Barbet","Psilopogon viridis","","","",NA,NA,NA,NA,NA,NA
"Golden-throated Barbet","Psilopogon franklinii","","","X",12,0.166666666666667,0.541666666666667,0.583333333333333,12.0833333333333,3.05608368254985
"Blue-throated Barbet","Psilopogon asiaticus","","","X",13,0.153846153846154,0.615384615384615,0.615384615384615,11.3846153846154,3.03104905645603
"Yellow-rumped Honeyguide","Indicator xanthonotus","","X","X",6,NA,0.416666666666667,0.5,14.3333333333333,4.73835602058117
"Eurasian Wryneck","Jynx torquilla","","","",NA,NA,NA,NA,NA,NA
"Speckled Piculet","Picumnus innominatus","","","X",9,NA,0.486111111111111,1,13.3333333333333,3.63760605038228
"White-browed Piculet","Sasia ochracea","","X","X",10,0.1,0.4125,0.8,13,3.31852175925768
"Heart-spotted Woodpecker","Hemicircus canente","","","",NA,NA,NA,NA,NA,NA
"Brown-capped Pygmy Woodpecker","Yungipicus nanus","","","",NA,NA,NA,NA,NA,NA
"Gray-capped Pygmy Woodpecker","Yungipicus canicapillus","","","X",10,0.2,0.4125,0.8,12.7,3.48233408314979
"Yellow-crowned Woodpecker","Leiopicus mahrattensis","","","",NA,NA,NA,NA,NA,NA
"Brown-fronted Woodpecker","Dendrocoptes auriceps","","","",NA,NA,NA,NA,NA,NA
"Rufous-bellied Woodpecker","Dendrocopos hyperythrus","","","X",7,NA,0.285714285714286,0.714285714285714,13.2857142857143,4.50037035513005
"Fulvous-breasted Woodpecker","Dendrocopos macei","","","X",8,0.125,0.303571428571429,0.25,13.875,3.94507604489445
"Freckle-breasted Woodpecker","Dendrocopos analis","","","",NA,NA,NA,NA,NA,NA
"Stripe-breasted Woodpecker","Dendrocopos atratus","","","",NA,NA,NA,NA,NA,NA
"Darjeeling Woodpecker","Dendrocopos darjellensis","","X","X",13,NA,0.355769230769231,0.461538461538462,11.6923076923077,2.91378848127476
"Great Spotted Woodpecker","Dendrocopos major","","","",NA,NA,NA,NA,NA,NA
"Himalayan Woodpecker","Dendrocopos himalayensis","","","",NA,NA,NA,NA,NA,NA
"Sind Woodpecker","Dendrocopos assimilis","","","",NA,NA,NA,NA,NA,NA
"Crimson-naped Woodpecker","Dryobates cathpharius","","X","X",11,0.0909090909090909,0.465909090909091,0.636363636363636,12.2727272727273,3.32298342502264
"Bay Woodpecker","Blythipicus pyrrhotis","","","X",12,0.0833333333333333,0.46875,0.833333333333333,12.0833333333333,3.05608368254985
"Greater Flameback","Chrysocolaptes guttacristatus","","","X",10,0.2,0.357142857142857,0.6,13,3.31852175925768
"White-naped Woodpecker","Chrysocolaptes festivus","","","",NA,NA,NA,NA,NA,NA
"Rufous Woodpecker","Micropternus brachyurus","","","X",7,NA,0.457142857142857,0.714285714285714,15.1428571428571,3.53805973192464
"Pale-headed Woodpecker","Gecinulus grantia","","","X",2,NA,1,1,13,3.92
"Himalayan Flameback","Dinopium shorii","","","",NA,NA,NA,NA,NA,NA
"Common Flameback","Dinopium javanense","","","",NA,NA,NA,NA,NA,NA
"Black-rumped Flameback","Dinopium benghalense","","","",NA,NA,NA,NA,NA,NA
"Lesser Yellownape","Picus chlorolophus","","","X",10,0.1,0.575,0.9,13,3.31852175925768
"Streak-throated Woodpecker","Picus xanthopygaeus","","","",NA,NA,NA,NA,NA,NA
"Scaly-bellied Woodpecker","Picus squamatus","","","",NA,NA,NA,NA,NA,NA
"Gray-headed Woodpecker","Picus canus","","","X",10,0.1,0.45,0.8,13,3.31852175925768
"Greater Yellownape","Chrysophlegma flavinucha","","","X",11,NA,0.659090909090909,0.818181818181818,12.4545454545455,3.18641704014384
"Great Slaty Woodpecker","Mulleripicus pulverulentus","","","",NA,NA,NA,NA,NA,NA
"White-bellied Woodpecker","Dryocopus javensis","","","",NA,NA,NA,NA,NA,NA
"Andaman Woodpecker","Dryocopus hodgei","","","",NA,NA,NA,NA,NA,NA
"Collared Falconet","Microhierax caerulescens","","","X",3,NA,0.444444444444444,0.666666666666667,16.6666666666667,7.53460756185159
"Pied Falconet","Microhierax melanoleucos","","","",NA,NA,NA,NA,NA,NA
"Lesser Kestrel","Falco naumanni","","","",NA,NA,NA,NA,NA,NA
"Eurasian Kestrel","Falco tinnunculus","","","X",14,0.142857142857143,0.410714285714286,0.785714285714286,11.2142857142857,2.84831394121019
"Red-necked Falcon","Falco chicquera","","","",NA,NA,NA,NA,NA,NA
"Red-footed Falcon","Falco vespertinus","","","",NA,NA,NA,NA,NA,NA
"Amur Falcon","Falco amurensis","","","X",1,NA,1,1,19,NA
"Merlin","Falco columbarius","","","",NA,NA,NA,NA,NA,NA
"Eurasian Hobby","Falco subbuteo","","","X",3,NA,0.416666666666667,0.333333333333333,18.6666666666667,6.23240278259071
"Oriental Hobby","Falco severus","","","X",2,NA,1,NA,12,1.96
"Laggar Falcon","Falco jugger","","","",NA,NA,NA,NA,NA,NA
"Saker Falcon","Falco cherrug","","","X",1,NA,NA,NA,6,NA
"Peregrine Falcon","Falco peregrinus","","","X",9,0.111111111111111,0.277777777777778,0.333333333333333,13.4444444444444,3.58011035073736
"Alexandrine Parakeet","Psittacula eupatria","","","",NA,NA,NA,NA,NA,NA
"Rose-ringed Parakeet","Psittacula krameri","","","X",2,NA,0.5,NA,21.5,4.9
"Slaty-headed Parakeet","Psittacula himalayana","","","X",4,0.25,0.4375,0.75,16.75,5.79085198107037
"Gray-headed Parakeet","Psittacula finschii","","","",NA,NA,NA,NA,NA,NA
"Plum-headed Parakeet","Psittacula cyanocephala","","","",NA,NA,NA,NA,NA,NA
"Blossom-headed Parakeet","Psittacula roseata","","","X",1,NA,NA,NA,19,NA
