"eBird.English.Name.2025","SoIB.Major.Update.Long.Term.Status","SoIB.Major.Update.Current.Status","SoIB.Major.Update.Range.Status","SoIB.Major.Update.Priority.Status"
"Eurasian Curlew",NA,NA,NA,NA
"Eurasian Eagle-Owl",NA,NA,NA,NA
"Eurasian Golden Oriole",NA,NA,NA,NA
"Eurasian Goshawk",NA,NA,NA,NA
"Eurasian Griffon","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Hobby","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Jackdaw",NA,NA,NA,NA
"Eurasian Jay","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Kestrel","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Linnet",NA,NA,NA,NA
"Eurasian Magpie",NA,NA,NA,NA
"Eurasian Moorhen","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Nightjar",NA,NA,NA,NA
"Eurasian Oystercatcher",NA,NA,NA,NA
"Eurasian Scops-Owl",NA,NA,NA,NA
"Eurasian Siskin",NA,NA,NA,NA
"Eurasian Skylark",NA,NA,NA,NA
"Eurasian Sparrowhawk","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Spoonbill","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Tree Sparrow",NA,NA,NA,NA
"Eurasian Whimbrel",NA,NA,NA,NA
"Eurasian Wigeon","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Woodcock",NA,NA,NA,NA
"Eurasian Wren","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Wryneck","Insufficient Data","Insufficient Data",NA,"Low"
"European Bee-eater",NA,NA,NA,NA
"European Golden-Plover",NA,NA,NA,NA
"European Honey-buzzard",NA,NA,NA,NA
"European Roller","Insufficient Data","Insufficient Data",NA,"Low"
"European Starling","Insufficient Data","Insufficient Data",NA,"Low"
"European Turtle-Dove",NA,NA,NA,NA
"Eyebrowed Thrush",NA,NA,NA,NA
"Eyebrowed Wren-Babbler",NA,NA,NA,NA
"Falcated Duck",NA,NA,NA,NA
"Ferruginous Duck","Insufficient Data","Insufficient Data",NA,"Moderate"
"Ferruginous Flycatcher",NA,NA,NA,NA
"Fieldfare",NA,NA,NA,NA
"Finn's Weaver",NA,NA,NA,NA
"Finsch's Wheatear",NA,NA,NA,NA
"Fire-breasted Flowerpecker","Insufficient Data","Insufficient Data",NA,"Low"
"Fire-capped Tit",NA,NA,NA,NA
"Fire-fronted Serin","Insufficient Data","Insufficient Data",NA,"Low"
"Fire-tailed Myzornis",NA,NA,NA,NA
"Fire-tailed Sunbird",NA,NA,NA,NA
"Firethroat",NA,NA,NA,NA
"Flame-throated Bulbul",NA,NA,NA,NA
"Flavescent Bulbul",NA,NA,NA,NA
"Flesh-footed Shearwater",NA,NA,NA,NA
"Forest Owlet",NA,NA,NA,NA
"Forest Wagtail","Insufficient Data","Insufficient Data",NA,"Low"
"Fork-tailed Drongo-Cuckoo",NA,NA,NA,NA
"Franklin's Gull",NA,NA,NA,NA
"Freckle-breasted Woodpecker",NA,NA,NA,NA
"Fulvous Parrotbill",NA,NA,NA,NA
"Fulvous Whistling-Duck",NA,NA,NA,NA
"Fulvous-breasted Woodpecker","Insufficient Data","Insufficient Data",NA,"Low"
"Gadwall","Insufficient Data","Insufficient Data",NA,"Low"
"Garden Warbler",NA,NA,NA,NA
"Garganey","Insufficient Data","Insufficient Data",NA,"Low"
"Glossy Ibis","Insufficient Data","Insufficient Data",NA,"Low"
"Godlewski's Bunting",NA,NA,NA,NA
"Gold-naped Finch",NA,NA,NA,NA
"Goldcrest","Insufficient Data","Insufficient Data",NA,"Low"
"Golden Babbler",NA,NA,NA,NA
"Golden Bush-Robin","Insufficient Data","Insufficient Data",NA,"Low"
"Golden Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"Golden-breasted Fulvetta",NA,NA,NA,NA
"Golden-crested Myna",NA,NA,NA,NA
"Golden-fronted Leafbird",NA,NA,NA,NA
"Golden-headed Cisticola",NA,NA,NA,NA
"Golden-throated Barbet",NA,NA,NA,NA
"Goliath Heron",NA,NA,NA,NA
"Gould's Shortwing",NA,NA,NA,NA
"Grandala",NA,NA,NA,NA
"Gray Bushchat","Insufficient Data","Insufficient Data",NA,"Low"
"Gray Francolin","Insufficient Data","Insufficient Data",NA,"Low"
"Gray Heron","Insufficient Data","Insufficient Data",NA,"Low"
"Gray Junglefowl",NA,NA,NA,NA
"Gray Nightjar",NA,NA,NA,NA
"Gray Peacock-Pheasant",NA,NA,NA,NA
"Gray Sibia",NA,NA,NA,NA
"Gray Treepie","Insufficient Data","Insufficient Data",NA,"Low"
"Gray Wagtail","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-backed Shrike","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-bellied Cuckoo","Insufficient Data","Insufficient Data",NA,"Moderate"
"Gray-bellied Tesia",NA,NA,NA,NA
"Gray-breasted Prinia","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-capped Pygmy Woodpecker","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-cheeked Warbler",NA,NA,NA,NA
"Gray-chinned Minivet",NA,NA,NA,NA
"Gray-crested Tit",NA,NA,NA,NA
"Gray-crowned Goldfinch","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-crowned Prinia",NA,NA,NA,NA
"Gray-crowned Warbler",NA,NA,NA,NA
"Gray-eyed Bulbul",NA,NA,NA,NA
"Gray-faced Buzzard",NA,NA,NA,NA
"Gray-fronted Green-Pigeon",NA,NA,NA,NA
"Gray-headed Bulbul",NA,NA,NA,NA
"Gray-headed Bullfinch",NA,NA,NA,NA
"Gray-headed Canary-Flycatcher","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-headed Fish-Eagle",NA,NA,NA,NA
"Gray-headed Lapwing","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-headed Parakeet",NA,NA,NA,NA
"Gray-headed Parrotbill",NA,NA,NA,NA
"Gray-headed Swamphen","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-headed Woodpecker","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-hooded Warbler","Insufficient Data","Decline",NA,"Moderate"
"Gray-lored Broadbill",NA,NA,NA,NA
"Gray-necked Bunting",NA,NA,NA,NA
"Gray-sided Bush Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-sided Laughingthrush",NA,NA,NA,NA
"Gray-sided Thrush",NA,NA,NA,NA
"Gray-tailed Tattler",NA,NA,NA,NA
"Gray-throated Babbler",NA,NA,NA,NA
"Gray-throated Martin","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-winged Blackbird","Insufficient Data","Insufficient Data",NA,"Low"
"Graylag Goose","Insufficient Data","Insufficient Data",NA,"Low"
"Great Barbet","Insufficient Data","Insufficient Data",NA,"Low"
"Great Cormorant","Insufficient Data","Insufficient Data",NA,"Low"
"Great Crested Grebe","Insufficient Data","Insufficient Data",NA,"Low"
"Great Crested Tern",NA,NA,NA,NA
"Great Eared-Nightjar",NA,NA,NA,NA
"Great Egret","Insufficient Data","Insufficient Data",NA,"Low"
"Great Frigatebird",NA,NA,NA,NA
"Great Gray Shrike",NA,NA,NA,NA
"Great Hornbill",NA,NA,NA,NA
"Great Indian Bustard",NA,NA,NA,NA
"Great Knot",NA,NA,NA,NA
"Great Myna",NA,NA,NA,NA
"Great Parrotbill",NA,NA,NA,NA
"Great Reed Warbler",NA,NA,NA,NA
"Great Rosefinch",NA,NA,NA,NA
"Great Slaty Woodpecker",NA,NA,NA,NA
"Great Snipe",NA,NA,NA,NA
"Great Spotted Woodpecker",NA,NA,NA,NA
"Great Thick-knee","Insufficient Data","Insufficient Data",NA,"Moderate"
"Great White Pelican",NA,NA,NA,NA
"Greater Adjutant",NA,NA,NA,NA
"Greater Coucal","Insufficient Data","Trend Inconclusive",NA,"Low"
"Greater Flameback",NA,NA,NA,NA
"Greater Flamingo",NA,NA,NA,NA
"Greater Hoopoe-Lark",NA,NA,NA,NA
"Greater Necklaced Laughingthrush",NA,NA,NA,NA
"Greater Painted-Snipe","Insufficient Data","Insufficient Data",NA,"Low"
"Greater Racket-tailed Drongo",NA,NA,NA,NA
"Greater Sand-Plover",NA,NA,NA,NA
"Greater Scaup",NA,NA,NA,NA
"Greater Short-toed Lark","Insufficient Data","Insufficient Data",NA,"Low"
"Greater Spotted Eagle",NA,NA,NA,NA
"Greater White-fronted Goose",NA,NA,NA,NA
"Greater Whitethroat",NA,NA,NA,NA
"Greater Yellownape",NA,NA,NA,NA
"Green Avadavat",NA,NA,NA,NA
"Green Cochoa",NA,NA,NA,NA
"Green Imperial-Pigeon",NA,NA,NA,NA
"Green Peafowl",NA,NA,NA,NA
"Green Sandpiper","Insufficient Data","Insufficient Data",NA,"Low"
"Green Shrike-Babbler","Insufficient Data","Insufficient Data",NA,"Low"
"Green Warbler",NA,NA,NA,NA
"Green-backed Tit","Insufficient Data","Insufficient Data",NA,"Low"
"Green-billed Malkoha",NA,NA,NA,NA
"Green-crowned Warbler",NA,NA,NA,NA
"Green-tailed Sunbird",NA,NA,NA,NA
"Green-winged Teal","Insufficient Data","Insufficient Data",NA,"Low"
"Greenish Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Ground Tit",NA,NA,NA,NA
"Gull-billed Tern",NA,NA,NA,NA
"Hair-crested Drongo","Insufficient Data","Insufficient Data",NA,"Low"
"Hawfinch",NA,NA,NA,NA
"Heart-spotted Woodpecker",NA,NA,NA,NA
"Hen Harrier","Insufficient Data","Insufficient Data",NA,"Low"
"Hill Blue Flycatcher",NA,NA,NA,NA
"Hill Partridge","Insufficient Data","Insufficient Data",NA,"Moderate"
"Hill Pigeon","Insufficient Data","Insufficient Data",NA,"Low"
"Hill Prinia",NA,NA,NA,NA
"Hill Swallow",NA,NA,NA,NA
"Himalayan Beautiful Rosefinch",NA,NA,NA,NA
"Himalayan Black-lored Tit","Insufficient Data","Insufficient Data",NA,"Moderate"
"Himalayan Bluetail","Insufficient Data","Insufficient Data",NA,"Low"
"Himalayan Bulbul","Insufficient Data","Insufficient Data",NA,"Moderate"
"Himalayan Buzzard",NA,NA,NA,NA
"Himalayan Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Himalayan Cutia",NA,NA,NA,NA
"Himalayan Flameback",NA,NA,NA,NA
"Himalayan Griffon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Himalayan Monal","Insufficient Data","Insufficient Data",NA,"Moderate"
"Himalayan Owl",NA,NA,NA,NA
"Himalayan Prinia","Insufficient Data","Insufficient Data",NA,"Low"
"Himalayan Quail",NA,NA,NA,NA
"Himalayan Rubythroat","Insufficient Data","Insufficient Data",NA,"Low"
"Himalayan Shortwing",NA,NA,NA,NA
"Himalayan Snowcock","Insufficient Data","Insufficient Data",NA,"Moderate"
"Himalayan Swiftlet",NA,NA,NA,NA
"Himalayan Thrush",NA,NA,NA,NA
"Himalayan White-browed Rosefinch","Insufficient Data","Insufficient Data",NA,"Moderate"
"Himalayan Woodpecker","Insufficient Data","Trend Inconclusive",NA,"Low"
"Hoary-throated Barwing",NA,NA,NA,NA
"Hodgson's Frogmouth",NA,NA,NA,NA
"Hodgson's Hawk-Cuckoo",NA,NA,NA,NA
"Hodgson's Redstart",NA,NA,NA,NA
"Hodgson's Treecreeper","Insufficient Data","Insufficient Data",NA,"Low"
"Hooded Crow",NA,NA,NA,NA
"Horned Grebe",NA,NA,NA,NA
"Horned Lark","Insufficient Data","Insufficient Data",NA,"Low"
"Horsfield's Bronze-Cuckoo",NA,NA,NA,NA
"House Crow","Insufficient Data","Insufficient Data",NA,"Low"
"House Sparrow","Insufficient Data","Insufficient Data",NA,"Low"
"House Swift",NA,NA,NA,NA
"Hume's Boobook",NA,NA,NA,NA
"Hume's Bush Warbler",NA,NA,NA,NA
"Hume's Lark","Insufficient Data","Insufficient Data",NA,"Moderate"
"Hume's Treecreeper",NA,NA,NA,NA
"Hume's Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Hume's Wheatear",NA,NA,NA,NA
"Hypocolius",NA,NA,NA,NA
"Ibisbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"Immaculate Cupwing",NA,NA,NA,NA
"Imperial Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Indian Blackbird",NA,NA,NA,NA
"Indian Blue Robin","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Bushlark","Insufficient Data","Insufficient Data",NA,"Moderate"
"Indian Cormorant",NA,NA,NA,NA
"Indian Courser",NA,NA,NA,NA
"Indian Cuckoo",NA,NA,NA,NA
"Indian Cuckooshrike","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Golden Oriole","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Grassbird",NA,NA,NA,NA
"Indian Gray Hornbill","Insufficient Data","Trend Inconclusive",NA,"Low"
"Indian Nightjar",NA,NA,NA,NA
"Indian Nuthatch",NA,NA,NA,NA
"Indian Paradise-Flycatcher","Insufficient Data","Trend Inconclusive",NA,"Low"
"Indian Peafowl","Insufficient Data","Trend Inconclusive",NA,"Low"
"Indian Pied Starling","Insufficient Data","Rapid Decline",NA,"Moderate"
"Indian Pitta","Insufficient Data","Insufficient Data",NA,"Moderate"
"Indian Pond-Heron","Insufficient Data","Rapid Decline",NA,"Moderate"
"Indian Robin","Insufficient Data","Rapid Decline",NA,"Moderate"
"Indian Roller","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Scimitar-Babbler",NA,NA,NA,NA
"Indian Scops-Owl",NA,NA,NA,NA
"Indian Silverbill","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Skimmer",NA,NA,NA,NA
"Indian Spot-billed Duck","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Spotted Creeper",NA,NA,NA,NA
"Indian Spotted Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Indian Swiftlet",NA,NA,NA,NA
"Indian Thick-knee","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Vulture",NA,NA,NA,NA
"Indian White-eye","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Yellow Tit",NA,NA,NA,NA
"Indochinese Roller",NA,NA,NA,NA
"Isabelline Shrike",NA,NA,NA,NA
"Isabelline Wheatear",NA,NA,NA,NA
"Jack Snipe",NA,NA,NA,NA
"Japanese Quail",NA,NA,NA,NA
"Japanese Sparrowhawk",NA,NA,NA,NA
"Japanese Thrush",NA,NA,NA,NA
"Javan Pond-Heron",NA,NA,NA,NA
"Jerdon's Babbler",NA,NA,NA,NA
"Jerdon's Baza",NA,NA,NA,NA
"Jerdon's Bushchat",NA,NA,NA,NA
"Jerdon's Bushlark",NA,NA,NA,NA
"Jerdon's Courser",NA,NA,NA,NA
"Jerdon's Leafbird",NA,NA,NA,NA
"Jerdon's Nightjar",NA,NA,NA,NA
"Jouanin's Petrel",NA,NA,NA,NA
"Jungle Babbler","Insufficient Data","Decline",NA,"Moderate"
"Jungle Bush-Quail","Insufficient Data","Insufficient Data",NA,"Moderate"
"Jungle Myna","Insufficient Data","Insufficient Data",NA,"Low"
"Jungle Nightjar",NA,NA,NA,NA
"Jungle Owlet",NA,NA,NA,NA
"Jungle Prinia","Insufficient Data","Insufficient Data",NA,"Moderate"
"Kalij Pheasant","Insufficient Data","Insufficient Data",NA,"Low"
"Kashmir Flycatcher","Insufficient Data","Insufficient Data",NA,"High"
"Kashmir Nutcracker","Insufficient Data","Insufficient Data",NA,"Moderate"
"Kashmir Nuthatch","Insufficient Data","Insufficient Data",NA,"Moderate"
"Kentish Plover","Insufficient Data","Insufficient Data",NA,"Low"
"Knob-billed Duck","Insufficient Data","Insufficient Data",NA,"Low"
"Koklass Pheasant","Insufficient Data","Insufficient Data",NA,"Low"
"Laggar Falcon",NA,NA,NA,NA
"Lanceolated Warbler",NA,NA,NA,NA
"Large Blue Flycatcher",NA,NA,NA,NA
"Large Gray Babbler",NA,NA,NA,NA
"Large Hawk-Cuckoo",NA,NA,NA,NA
"Large Niltava",NA,NA,NA,NA
"Large Scimitar-Babbler",NA,NA,NA,NA
"Large Woodshrike",NA,NA,NA,NA
"Large-billed Crow","Insufficient Data","Insufficient Data",NA,"Low"
"Large-billed Leaf Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Large-billed Reed Warbler",NA,NA,NA,NA
"Large-tailed Nightjar",NA,NA,NA,NA
"Laughing Dove","Insufficient Data","Insufficient Data",NA,"Low"
"Legge's Hawk-Eagle",NA,NA,NA,NA
"Lemon-rumped Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Lesser Adjutant",NA,NA,NA,NA
"Lesser Black-backed Gull","Insufficient Data","Insufficient Data",NA,"Low"
"Lesser Coucal",NA,NA,NA,NA
"Lesser Crested Tern",NA,NA,NA,NA
"Lesser Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Lesser Fish-Eagle",NA,NA,NA,NA
"Lesser Flamingo",NA,NA,NA,NA
"Lesser Florican",NA,NA,NA,NA
"Lesser Frigatebird",NA,NA,NA,NA
"Lesser Gray Shrike",NA,NA,NA,NA
"Lesser Kestrel",NA,NA,NA,NA
"Lesser Necklaced Laughingthrush",NA,NA,NA,NA
"Lesser Noddy",NA,NA,NA,NA
"Lesser Racket-tailed Drongo",NA,NA,NA,NA
"Lesser Shortwing",NA,NA,NA,NA
"Lesser Whistling-Duck","Insufficient Data","Insufficient Data",NA,"Low"
"Lesser White-fronted Goose",NA,NA,NA,NA
"Lesser Whitethroat","Insufficient Data","Insufficient Data",NA,"Low"
"Lesser Yellownape","Insufficient Data","Insufficient Data",NA,"Low"
"Light-mantled Albatross",NA,NA,NA,NA
"Lineated Barbet","Insufficient Data","Insufficient Data",NA,"Low"
"Little Bittern",NA,NA,NA,NA
"Little Bunting",NA,NA,NA,NA
"Little Bustard",NA,NA,NA,NA
"Little Cormorant","Insufficient Data","Insufficient Data",NA,"Low"
"Little Crake",NA,NA,NA,NA
"Little Egret","Insufficient Data","Insufficient Data",NA,"Low"
"Little Forktail","Insufficient Data","Insufficient Data",NA,"Low"
"Little Grebe","Insufficient Data","Insufficient Data",NA,"Low"
"Little Gull",NA,NA,NA,NA
"Little Heron","Insufficient Data","Insufficient Data",NA,"Low"
"Little Owl",NA,NA,NA,NA
"Little Pied Flycatcher",NA,NA,NA,NA
"Little Ringed Plover","Insufficient Data","Insufficient Data",NA,"Low"
"Little Spiderhunter",NA,NA,NA,NA
"Little Stint","Insufficient Data","Insufficient Data",NA,"Low"
"Little Swift","Insufficient Data","Insufficient Data",NA,"Low"
"Little Tern",NA,NA,NA,NA
"Long-billed Bush Warbler",NA,NA,NA,NA
"Long-billed Dowitcher",NA,NA,NA,NA
"Long-billed Pipit","Insufficient Data","Insufficient Data",NA,"Low"
"Long-billed Plover",NA,NA,NA,NA
"Long-billed Thrush",NA,NA,NA,NA
"Long-billed Wren-Babbler",NA,NA,NA,NA
"Long-eared Owl",NA,NA,NA,NA
"Long-legged Buzzard","Insufficient Data","Insufficient Data",NA,"Low"
"Long-tailed Broadbill","Insufficient Data","Insufficient Data",NA,"Low"
"Long-tailed Duck",NA,NA,NA,NA
"Long-tailed Jaeger",NA,NA,NA,NA
"Long-tailed Minivet","Insufficient Data","Insufficient Data",NA,"Low"
"Long-tailed Parakeet",NA,NA,NA,NA
"Long-tailed Shrike","Insufficient Data","Insufficient Data",NA,"Low"
"Long-tailed Sibia",NA,NA,NA,NA
"Long-tailed Thrush",NA,NA,NA,NA
"Long-toed Stint",NA,NA,NA,NA
"Loten's Sunbird",NA,NA,NA,NA
"Malabar Barbet",NA,NA,NA,NA
"Malabar Gray Hornbill",NA,NA,NA,NA
"Malabar Imperial-Pigeon",NA,NA,NA,NA
"Malabar Lark",NA,NA,NA,NA
"Malabar Parakeet",NA,NA,NA,NA
"Malabar Pied-Hornbill",NA,NA,NA,NA
"Malabar Starling",NA,NA,NA,NA
"Malabar Trogon",NA,NA,NA,NA
"Malabar Whistling-Thrush",NA,NA,NA,NA
"Malabar Woodshrike",NA,NA,NA,NA
"Malayan Night Heron",NA,NA,NA,NA
"Mallard","Insufficient Data","Insufficient Data",NA,"Low"
"Manchurian Bush Warbler",NA,NA,NA,NA
"Mandarin Duck",NA,NA,NA,NA
"Mangrove Pitta",NA,NA,NA,NA
"Mangrove Whistler",NA,NA,NA,NA
"Manipur Bush-Quail",NA,NA,NA,NA
"Manipur Fulvetta",NA,NA,NA,NA
"Marbled Duck",NA,NA,NA,NA
"Maroon Oriole",NA,NA,NA,NA
"Maroon-backed Accentor",NA,NA,NA,NA
"Marsh Babbler",NA,NA,NA,NA
"Marsh Sandpiper",NA,NA,NA,NA
"Masked Booby",NA,NA,NA,NA
"Masked Finfoot",NA,NA,NA,NA
"Masked Shrike",NA,NA,NA,NA
"Meadow Pipit",NA,NA,NA,NA
"Medium Egret","Insufficient Data","Insufficient Data",NA,"Low"
"Merlin",NA,NA,NA,NA
"Mishmi Wren-Babbler",NA,NA,NA,NA
"Mistle Thrush","Insufficient Data","Insufficient Data",NA,"Low"
"Mongolian Finch",NA,NA,NA,NA
"Mongolian Gull",NA,NA,NA,NA
"Mongolian Short-toed Lark",NA,NA,NA,NA
"Montagu's Harrier",NA,NA,NA,NA
"Mottled Wood-Owl",NA,NA,NA,NA
"Mount Victoria Babax",NA,NA,NA,NA
"Mountain Bamboo-Partridge",NA,NA,NA,NA
"Mountain Bulbul",NA,NA,NA,NA
"Mountain Chiffchaff",NA,NA,NA,NA
"Mountain Hawk-Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Mountain Imperial-Pigeon",NA,NA,NA,NA
"Mountain Scops-Owl",NA,NA,NA,NA
"Mountain Tailorbird",NA,NA,NA,NA
"Moustached Laughingthrush",NA,NA,NA,NA
"Moustached Warbler",NA,NA,NA,NA
"Mrs. Gould's Sunbird","Insufficient Data","Insufficient Data",NA,"Low"
"Mrs. Hume's Pheasant",NA,NA,NA,NA
"Mugimaki Flycatcher",NA,NA,NA,NA
"Mute Swan",NA,NA,NA,NA
"Naga Wren-Babbler",NA,NA,NA,NA
"Namaqua Dove",NA,NA,NA,NA
"Narcondam Hornbill",NA,NA,NA,NA
"Naumann's Thrush",NA,NA,NA,NA
"Nepal Fulvetta",NA,NA,NA,NA
"Nepal House-Martin",NA,NA,NA,NA
"Nicobar Bulbul",NA,NA,NA,NA
"Nicobar Imperial-Pigeon",NA,NA,NA,NA
"Nicobar Jungle Flycatcher",NA,NA,NA,NA
"Nicobar Megapode",NA,NA,NA,NA
"Nicobar Parakeet",NA,NA,NA,NA
"Nicobar Pigeon",NA,NA,NA,NA
"Nicobar Scops-Owl",NA,NA,NA,NA
"Nicobar Serpent-Eagle",NA,NA,NA,NA
"Nicobar Sparrowhawk",NA,NA,NA,NA
"Nilgiri Flowerpecker",NA,NA,NA,NA
"Nilgiri Flycatcher",NA,NA,NA,NA
"Nilgiri Laughingthrush",NA,NA,NA,NA
"Nilgiri Pipit",NA,NA,NA,NA
"Nilgiri Sholakili",NA,NA,NA,NA
"Nilgiri Thrush",NA,NA,NA,NA
"Nilgiri Wood-Pigeon",NA,NA,NA,NA
"Nordmann's Greenshank",NA,NA,NA,NA
"Northern Lapwing","Insufficient Data","Insufficient Data",NA,"Moderate"
"Northern Pintail","Insufficient Data","Insufficient Data",NA,"Low"
"Northern Shoveler","Insufficient Data","Insufficient Data",NA,"Low"
"Northern Wheatear",NA,NA,NA,NA
"Olive-backed Pipit","Insufficient Data","Insufficient Data",NA,"Low"
"Orange Bullfinch","Insufficient Data","Insufficient Data",NA,"Moderate"
"Orange Minivet",NA,NA,NA,NA
"Orange-bellied Leafbird",NA,NA,NA,NA
"Orange-breasted Green-Pigeon",NA,NA,NA,NA
"Orange-headed Thrush","Insufficient Data","Insufficient Data",NA,"Low"
"Oriental Bay-Owl",NA,NA,NA,NA
"Oriental Darter","Insufficient Data","Insufficient Data",NA,"Moderate"
"Oriental Hobby",NA,NA,NA,NA
"Oriental Honey-buzzard","Insufficient Data","Insufficient Data",NA,"Low"
"Oriental Magpie-Robin","Insufficient Data","Insufficient Data",NA,"Low"
"Oriental Pied-Hornbill",NA,NA,NA,NA
"Oriental Plover",NA,NA,NA,NA
"Oriental Pratincole",NA,NA,NA,NA
"Oriental Reed Warbler",NA,NA,NA,NA
"Oriental Scops-Owl",NA,NA,NA,NA
"Oriental Skylark","Insufficient Data","Insufficient Data",NA,"Low"
"Oriental Turtle-Dove","Insufficient Data","Insufficient Data",NA,"Low"
"Ornate Sunbird",NA,NA,NA,NA
"Ortolan Bunting",NA,NA,NA,NA
"Osprey","Insufficient Data","Insufficient Data",NA,"Low"
"Pacific Golden-Plover",NA,NA,NA,NA
"Pacific Reef-Heron",NA,NA,NA,NA
"Pacific Swallow",NA,NA,NA,NA
"Pacific Swift",NA,NA,NA,NA
"Paddyfield Pipit","Insufficient Data","Insufficient Data",NA,"Low"
"Paddyfield Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Painted Bush-Quail",NA,NA,NA,NA
"Painted Francolin",NA,NA,NA,NA
"Painted Sandgrouse",NA,NA,NA,NA
"Painted Spurfowl",NA,NA,NA,NA
"Painted Stork","Insufficient Data","Insufficient Data",NA,"Moderate"
"Palani Laughingthrush",NA,NA,NA,NA
"Pale Blue Flycatcher",NA,NA,NA,NA
"Pale Martin",NA,NA,NA,NA
"Pale Rockfinch",NA,NA,NA,NA
"Pale Rosefinch",NA,NA,NA,NA
"Pale-billed Flowerpecker","Insufficient Data","Insufficient Data",NA,"Moderate"
"Pale-billed Parrotbill",NA,NA,NA,NA
"Pale-capped Pigeon",NA,NA,NA,NA
"Pale-chinned Flycatcher",NA,NA,NA,NA
"Pale-footed Bush Warbler",NA,NA,NA,NA
"Pale-headed Woodpecker",NA,NA,NA,NA
"Pale-legged Leaf Warbler",NA,NA,NA,NA
"Pallas's Fish-Eagle","Insufficient Data","Insufficient Data",NA,"High"
"Pallas's Grasshopper Warbler",NA,NA,NA,NA
"Pallas's Gull","Insufficient Data","Insufficient Data",NA,"Low"
"Pallas's Leaf Warbler",NA,NA,NA,NA
"Pallas's Sandgrouse",NA,NA,NA,NA
"Pallid Harrier",NA,NA,NA,NA
"Pallid Scops-Owl",NA,NA,NA,NA
"Parasitic Jaeger",NA,NA,NA,NA
"Pectoral Sandpiper",NA,NA,NA,NA
"Peregrine Falcon","Insufficient Data","Insufficient Data",NA,"Low"
"Persian Shearwater",NA,NA,NA,NA
"Persian Wheatear",NA,NA,NA,NA
"Pheasant-tailed Jacana","Insufficient Data","Insufficient Data",NA,"Low"
"Pied Avocet",NA,NA,NA,NA
"Pied Bushchat","Insufficient Data","Rapid Decline",NA,"Moderate"
"Pied Crow",NA,NA,NA,NA
"Pied Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Pied Falconet",NA,NA,NA,NA
"Pied Harrier",NA,NA,NA,NA
"Pied Imperial-Pigeon",NA,NA,NA,NA
"Pied Kingfisher","Insufficient Data","Insufficient Data",NA,"Low"
"Pied Thrush",NA,NA,NA,NA
"Pied Triller",NA,NA,NA,NA
"Pied Wheatear",NA,NA,NA,NA
"Pin-striped Tit-Babbler",NA,NA,NA,NA
"Pin-tailed Green-Pigeon",NA,NA,NA,NA
"Pin-tailed Sandgrouse",NA,NA,NA,NA
"Pin-tailed Snipe",NA,NA,NA,NA
"Pine Bunting",NA,NA,NA,NA
"Pink-browed Rosefinch","Insufficient Data","Insufficient Data",NA,"Moderate"
"Pink-headed Duck",NA,NA,NA,NA
"Pink-rumped Rosefinch",NA,NA,NA,NA
"Plain Flowerpecker",NA,NA,NA,NA
"Plain Leaf Warbler",NA,NA,NA,NA
"Plain Mountain Finch","Insufficient Data","Insufficient Data",NA,"Low"
