"timegroupsf","freq","se","timegroups","species"
"2000-2006",0.0379546238445093,0.00274618978546409,2003,"Woolly-necked Stork"
"2007-2010",0.037371369753226,0.00291380215474242,2009,"Woolly-necked Stork"
"2011-2012",0.0482821788391689,0.00348458088856921,2012,"Woolly-necked Stork"
"2013",0.0432800397337954,0.00302579693646612,2013,"Woolly-necked Stork"
"2014",0.039342595274388,0.00269650003107206,2014,"Woolly-necked Stork"
"2015",0.0360579176233018,0.00248865530733139,2015,"Woolly-necked Stork"
"2016",0.0307962144154428,0.00203600996122697,2016,"Woolly-necked Stork"
"2017",0.0296677766938718,0.00196516984418768,2017,"Woolly-necked Stork"
"2018",0.0360406800264263,0.00237440617815787,2018,"Woolly-necked Stork"
"2019",0.0276724328853283,0.00175111777375766,2019,"Woolly-necked Stork"
"2020",0.0295858698917402,0.00195562068613058,2020,"Woolly-necked Stork"
"2021",0.0298445613536328,0.00193084803070735,2021,"Woolly-necked Stork"
"before 2000",0.0326801938360034,0.00249017631464279,1992,"Oriental Darter"
"2000-2006",0.0418236821195896,0.0031079479475531,2003,"Oriental Darter"
"2007-2010",0.0356092171406831,0.00270527147658837,2009,"Oriental Darter"
"2011-2012",0.0422330737225728,0.00284209672899438,2012,"Oriental Darter"
"2013",0.0446009234448138,0.00299478026598556,2013,"Oriental Darter"
"2014",0.0392774801399791,0.0026039407974682,2014,"Oriental Darter"
"2015",0.034263901940064,0.00218338499360634,2015,"Oriental Darter"
"2016",0.0316603231277124,0.00209867276292931,2016,"Oriental Darter"
"2017",0.0366286434889261,0.00229354205538693,2017,"Oriental Darter"
"2018",0.0338043961059445,0.00216394961500454,2018,"Oriental Darter"
"2019",0.0319100817460621,0.00199211612492433,2019,"Oriental Darter"
"2020",0.0306356708683145,0.00195775862757321,2020,"Oriental Darter"
"2021",0.0349496056906887,0.00226109502613047,2021,"Oriental Darter"
"before 2000",0.0113587091069957,0.00114838360276406,1992,"Yellow Bittern"
"2000-2006",0.0165258361460592,0.00200135566711183,2003,"Yellow Bittern"
"2007-2010",0.0140831053392027,0.00168175323240275,2009,"Yellow Bittern"
"2011-2012",0.0159841114671365,0.00184778153626706,2012,"Yellow Bittern"
"2013",0.0152222771783645,0.00152778100702875,2013,"Yellow Bittern"
"2014",0.0137806873908336,0.00134627534797329,2014,"Yellow Bittern"
"2015",0.0123149698360506,0.00119153860129941,2015,"Yellow Bittern"
"2016",0.0143707821812644,0.00137030349982962,2016,"Yellow Bittern"
"2017",0.0128018571857528,0.00118840061203102,2017,"Yellow Bittern"
"2018",0.012300493872049,0.00115700434118836,2018,"Yellow Bittern"
"2019",0.0101238531985341,0.000948166354389698,2019,"Yellow Bittern"
"2020",0.0120253774781555,0.00111098002441321,2020,"Yellow Bittern"
"2021",0.0127423400194442,0.00118313172716447,2021,"Yellow Bittern"
"before 2000",0.0375912720673364,0.00452707377115314,1992,"Cinnamon Bittern"
"2000-2006",0.042665397004605,0.00483479129103944,2003,"Cinnamon Bittern"
"2007-2010",0.0333820173356014,0.00414636809838764,2009,"Cinnamon Bittern"
"2011-2012",0.0257082688441688,0.00326073707147758,2012,"Cinnamon Bittern"
"2013",0.0301144138983094,0.00342072657599811,2013,"Cinnamon Bittern"
"2014",0.0238158176404684,0.00261242498388102,2014,"Cinnamon Bittern"
"2015",0.0173041879798033,0.00180658633632942,2015,"Cinnamon Bittern"
"2016",0.0209390646501583,0.00221671465497784,2016,"Cinnamon Bittern"
"2017",0.0148880175541698,0.00159647470822259,2017,"Cinnamon Bittern"
"2018",0.0162983813372629,0.00171451220447818,2018,"Cinnamon Bittern"
"2019",0.0152070499827214,0.00163123056067704,2019,"Cinnamon Bittern"
"2020",0.0166423495261365,0.00171467987888194,2020,"Cinnamon Bittern"
"2021",0.0181528268738915,0.00190934464648035,2021,"Cinnamon Bittern"
"before 2000",0.00835035821167881,0.00112451861145749,1992,"Black Bittern"
"2000-2006",0.0167023500571352,0.00238914402349258,2003,"Black Bittern"
"2007-2010",0.016578533619781,0.00232524941060059,2009,"Black Bittern"
"2011-2012",0.0164001590036195,0.00240493483071203,2012,"Black Bittern"
"2013",0.0242504836116163,0.00313220858608069,2013,"Black Bittern"
"2014",0.0200063933061707,0.00232055411608154,2014,"Black Bittern"
"2015",0.0195622839553406,0.00229064353375841,2015,"Black Bittern"
"2016",0.0166655302830448,0.00183367482885204,2016,"Black Bittern"
"2017",0.0117425164077823,0.00141128352149415,2017,"Black Bittern"
"2018",0.011519820842092,0.00132150934207652,2018,"Black Bittern"
"2019",0.0118507728679377,0.00133290520504217,2019,"Black Bittern"
"2020",0.0117500145668466,0.00132662411622896,2020,"Black Bittern"
"2021",0.013185424734648,0.00148202685764934,2021,"Black Bittern"
"before 2000",0.0420715338483031,0.00270954236377427,1992,"Black-crowned Night-Heron"
"2000-2006",0.056184568041439,0.00374655596859541,2003,"Black-crowned Night-Heron"
"2007-2010",0.054453271657895,0.00358663340602456,2009,"Black-crowned Night-Heron"
"2011-2012",0.0521808940288966,0.00390325804633172,2012,"Black-crowned Night-Heron"
"2013",0.0463681733199634,0.00326156938436885,2013,"Black-crowned Night-Heron"
"2014",0.038249945972371,0.002016602590112,2014,"Black-crowned Night-Heron"
"2015",0.0434341320647816,0.00234526877512363,2015,"Black-crowned Night-Heron"
"2016",0.0368496544841122,0.0019319923630946,2016,"Black-crowned Night-Heron"
"2017",0.0371967221037132,0.00194928287074552,2017,"Black-crowned Night-Heron"
"2018",0.0380993466600046,0.00205765630183608,2018,"Black-crowned Night-Heron"
"2019",0.0412629171137283,0.00211740516018029,2019,"Black-crowned Night-Heron"
"2020",0.040895144400549,0.00207490402303475,2020,"Black-crowned Night-Heron"
"2021",0.0434427087750137,0.00224980506541433,2021,"Black-crowned Night-Heron"
"before 2000",0.0161189197888357,0.00131134021657996,1992,"Glossy Ibis"
"2000-2006",0.027443361971524,0.00213029741355665,2003,"Glossy Ibis"
"2007-2010",0.0205391324698882,0.00157850609392877,2009,"Glossy Ibis"
"2011-2012",0.0315033349249013,0.00280832944858224,2012,"Glossy Ibis"
"2013",0.0301008107684692,0.00229440472500836,2013,"Glossy Ibis"
"2014",0.0292871057863351,0.00210813368409159,2014,"Glossy Ibis"
"2015",0.0278278184475685,0.00207175568952926,2015,"Glossy Ibis"
"2016",0.0339534014354472,0.002393962743459,2016,"Glossy Ibis"
"2017",0.027759964352334,0.00197180719859571,2017,"Glossy Ibis"
"2018",0.0299170334824161,0.00205202558120539,2018,"Glossy Ibis"
"2019",0.0259493108840515,0.00185798849560344,2019,"Glossy Ibis"
"2020",0.025378661288426,0.00178654384074029,2020,"Glossy Ibis"
"2021",0.0297264222536462,0.00209896367671203,2021,"Glossy Ibis"
"before 2000",0.0410256188093823,0.00324061775939461,1992,"Black-headed Ibis"
"2000-2006",0.0602771407149533,0.00445355217580384,2003,"Black-headed Ibis"
"2007-2010",0.0536157826388522,0.00361939267681871,2009,"Black-headed Ibis"
"2011-2012",0.0724938452961172,0.00513373333274064,2012,"Black-headed Ibis"
"2013",0.067623662486458,0.00433706970987251,2013,"Black-headed Ibis"
"2014",0.0630806894389296,0.00397984578580127,2014,"Black-headed Ibis"
"2015",0.0655522788652934,0.00401767817196794,2015,"Black-headed Ibis"
"2016",0.061726581446391,0.00388563020227577,2016,"Black-headed Ibis"
"2017",0.0546961799936977,0.0034230652787471,2017,"Black-headed Ibis"
"2018",0.0600726160937407,0.00373712924783762,2018,"Black-headed Ibis"
"2019",0.0586121336983215,0.00366065910938538,2019,"Black-headed Ibis"
"2020",0.0596951128341257,0.00368724876836105,2020,"Black-headed Ibis"
"2021",0.0599722579857476,0.00374654336399347,2021,"Black-headed Ibis"
"before 2000",0.0315682114806487,0.00342750883918861,1992,"Eurasian Marsh-Harrier"
"2000-2006",0.0335584437113338,0.00344603450416184,2003,"Eurasian Marsh-Harrier"
"2007-2010",0.0286567633820925,0.0027671491247642,2009,"Eurasian Marsh-Harrier"
"2011-2012",0.0237330025309907,0.00248129858625,2012,"Eurasian Marsh-Harrier"
"2013",0.024167884563463,0.00248698624862848,2013,"Eurasian Marsh-Harrier"
"2014",0.0221578880155846,0.00204469185596749,2014,"Eurasian Marsh-Harrier"
"2015",0.0203152465795376,0.00190418823634175,2015,"Eurasian Marsh-Harrier"
"2016",0.0185760735684284,0.00175895752458969,2016,"Eurasian Marsh-Harrier"
"2017",0.0188617377773809,0.00173541177283014,2017,"Eurasian Marsh-Harrier"
"2018",0.0178867293170754,0.00165811958681627,2018,"Eurasian Marsh-Harrier"
"2019",0.0174997798936407,0.00164032737627983,2019,"Eurasian Marsh-Harrier"
"2020",0.0146438110676268,0.00134880199364957,2020,"Eurasian Marsh-Harrier"
"2021",0.0153582342713867,0.001418239207523,2021,"Eurasian Marsh-Harrier"
"before 2000",0.0477572043605681,0.00566568091775407,1992,"Brahminy Kite"
"2000-2006",0.033038000645669,0.00416054040825171,2003,"Brahminy Kite"
"2007-2010",0.0376521800231672,0.0041185225466449,2009,"Brahminy Kite"
"2011-2012",0.0428541310532178,0.00501008373563536,2012,"Brahminy Kite"
"2013",0.0437900560721716,0.0050804891227836,2013,"Brahminy Kite"
"2014",0.0410791492990045,0.00449462240918938,2014,"Brahminy Kite"
"2015",0.0443863012518279,0.00486678757719845,2015,"Brahminy Kite"
"2016",0.0389112515257288,0.00425203193936457,2016,"Brahminy Kite"
"2017",0.0431433428556545,0.00467164070306952,2017,"Brahminy Kite"
"2018",0.0448927158762424,0.00487407862580526,2018,"Brahminy Kite"
"2019",0.0473229193299094,0.00516160732400547,2019,"Brahminy Kite"
"2020",0.0481032961430893,0.00520641955654828,2020,"Brahminy Kite"
"2021",0.0496770082953584,0.00538877089920503,2021,"Brahminy Kite"
